"Date","Site","EpisodeCase","SpecCollectedCase","FirstConfirmed"
2021-09-03,"MMSD-P2",10,11,20
2021-09-03,"MMSD-P7",1,5,13
2021-09-03,"MMSD-P8",8,9,10
2021-09-04,"MMSD-P11",15,15,7
2021-09-04,"MMSD-P18",23,25,11
2021-09-04,"MMSD-P2",16,11,6
2021-09-04,"MMSD-P7",3,4,NA
2021-09-04,"MMSD-P8",5,6,2
2021-09-05,"MMSD-P11",10,10,23
2021-09-05,"MMSD-P18",16,9,28
2021-09-05,"MMSD-P2",14,5,15
2021-09-05,"MMSD-P7",10,9,5
2021-09-05,"MMSD-P8",11,11,8
2021-09-06,"MMSD-P11",18,8,14
2021-09-06,"MMSD-P18",18,7,20
2021-09-06,"MMSD-P2",12,3,7
2021-09-06,"MMSD-P7",4,3,8
2021-09-06,"MMSD-P8",10,5,16
2021-09-07,"MMSD-P11",20,26,11
2021-09-07,"MMSD-P18",36,46,11
2021-09-07,"MMSD-P2",30,30,5
2021-09-07,"MMSD-P7",17,10,3
2021-09-07,"MMSD-P8",26,16,3
2021-09-08,"MMSD-P11",23,35,26
2021-09-08,"MMSD-P18",23,35,43
2021-09-08,"MMSD-P2",35,37,27
2021-09-08,"MMSD-P7",12,13,10
2021-09-08,"MMSD-P8",13,19,15
2021-09-09,"MMSD-P11",17,22,11
2021-09-09,"MMSD-P18",14,20,16
2021-09-09,"MMSD-P2",38,44,37
2021-09-09,"MMSD-P7",9,14,3
2021-09-09,"MMSD-P8",25,29,18
2021-09-10,"MMSD-P11",13,11,23
2021-09-10,"MMSD-P18",18,23,28
2021-09-10,"MMSD-P2",19,24,14
2021-09-10,"MMSD-P7",11,11,9
2021-09-10,"MMSD-P8",13,20,20
2021-09-11,"MMSD-P11",14,12,1
2021-09-11,"MMSD-P18",16,12,NA
2021-09-11,"MMSD-P2",25,9,1
2021-09-11,"MMSD-P7",4,6,2
2021-09-11,"MMSD-P8",15,4,NA
2021-09-12,"MMSD-P11",7,4,4
2021-09-12,"MMSD-P18",19,11,1
2021-09-12,"MMSD-P2",29,11,27
2021-09-12,"MMSD-P7",8,3,NA
2021-09-12,"MMSD-P8",13,6,8
2021-09-13,"MMSD-P11",32,33,16
2021-09-13,"MMSD-P18",33,42,16
2021-09-13,"MMSD-P2",45,52,19
2021-09-13,"MMSD-P7",8,7,10
2021-09-13,"MMSD-P8",29,21,16
2021-09-14,"MMSD-P11",29,32,27
2021-09-14,"MMSD-P18",32,23,41
2021-09-14,"MMSD-P2",65,55,43
2021-09-14,"MMSD-P7",13,20,17
2021-09-14,"MMSD-P8",14,22,18
2021-09-15,"MMSD-P11",27,20,27
2021-09-15,"MMSD-P18",30,35,40
2021-09-15,"MMSD-P2",34,52,51
2021-09-15,"MMSD-P7",6,7,14
2021-09-15,"MMSD-P8",16,28,17
2021-09-16,"MMSD-P11",21,23,22
2021-09-16,"MMSD-P18",27,26,34
2021-09-16,"MMSD-P2",26,43,30
2021-09-16,"MMSD-P7",14,11,13
2021-09-16,"MMSD-P8",9,18,19
2021-09-17,"MMSD-P11",26,27,38
2021-09-17,"MMSD-P18",36,30,48
2021-09-17,"MMSD-P2",19,26,78
2021-09-17,"MMSD-P7",9,5,16
2021-09-17,"MMSD-P8",13,13,45
2021-09-18,"MMSD-P11",17,15,9
2021-09-18,"MMSD-P18",24,29,14
2021-09-18,"MMSD-P2",16,7,19
2021-09-18,"MMSD-P7",14,12,6
2021-09-18,"MMSD-P8",12,6,5
2021-09-19,"MMSD-P11",8,3,19
2021-09-19,"MMSD-P18",16,10,10
2021-09-19,"MMSD-P2",13,5,22
2021-09-19,"MMSD-P7",4,4,2
2021-09-19,"MMSD-P8",5,7,11
2021-09-20,"MMSD-P11",18,21,41
2021-09-20,"MMSD-P18",28,43,60
2021-09-20,"MMSD-P2",18,36,38
2021-09-20,"MMSD-P7",10,12,22
2021-09-20,"MMSD-P8",9,10,17
2021-09-21,"MMSD-P11",19,17,12
2021-09-21,"MMSD-P18",27,22,35
2021-09-21,"MMSD-P2",36,25,14
2021-09-21,"MMSD-P7",11,11,5
2021-09-21,"MMSD-P8",7,10,8
2021-09-22,"MMSD-P11",21,24,17
2021-09-22,"MMSD-P18",31,42,29
2021-09-22,"MMSD-P2",14,20,39
2021-09-22,"MMSD-P7",10,12,13
2021-09-22,"MMSD-P8",3,6,14
2021-09-23,"MMSD-P11",18,22,21
2021-09-23,"MMSD-P18",26,22,33
2021-09-23,"MMSD-P2",18,23,17
2021-09-23,"MMSD-P7",5,15,12
2021-09-23,"MMSD-P8",7,10,2
2021-09-24,"MMSD-P11",23,18,26
2021-09-24,"MMSD-P18",26,28,35
2021-09-24,"MMSD-P2",17,14,28
2021-09-24,"MMSD-P7",9,5,13
2021-09-24,"MMSD-P8",14,10,10
2021-09-25,"MMSD-P11",18,17,8
2021-09-25,"MMSD-P18",22,11,6
2021-09-25,"MMSD-P2",14,11,7
2021-09-25,"MMSD-P7",3,4,2
2021-09-25,"MMSD-P8",13,6,4
2021-09-26,"MMSD-P11",9,4,9
2021-09-26,"MMSD-P18",28,16,14
2021-09-26,"MMSD-P2",10,9,2
2021-09-26,"MMSD-P7",5,3,3
2021-09-26,"MMSD-P8",9,9,3
2021-09-27,"MMSD-P11",20,21,25
2021-09-27,"MMSD-P18",41,37,29
2021-09-27,"MMSD-P2",27,30,15
2021-09-27,"MMSD-P7",17,11,15
2021-09-27,"MMSD-P8",13,16,16
2021-09-28,"MMSD-P11",30,24,19
2021-09-28,"MMSD-P18",36,46,37
2021-09-28,"MMSD-P2",17,28,30
2021-09-28,"MMSD-P7",8,8,9
2021-09-28,"MMSD-P8",17,13,12
2021-09-29,"MMSD-P11",19,23,9
2021-09-29,"MMSD-P18",43,41,27
2021-09-29,"MMSD-P2",27,21,23
2021-09-29,"MMSD-P7",15,16,7
2021-09-29,"MMSD-P8",14,13,5
2021-09-30,"MMSD-P11",26,32,31
2021-09-30,"MMSD-P18",23,25,53
2021-09-30,"MMSD-P2",19,20,29
2021-09-30,"MMSD-P7",23,21,14
2021-09-30,"MMSD-P8",12,14,18
2021-10-01,"MMSD-P11",22,21,25
2021-10-01,"MMSD-P18",18,19,24
2021-10-01,"MMSD-P2",4,12,20
2021-10-01,"MMSD-P7",16,17,13
2021-10-01,"MMSD-P8",19,21,12
2021-10-02,"MMSD-P11",18,21,12
2021-10-02,"MMSD-P18",20,14,6
2021-10-02,"MMSD-P2",11,9,4
2021-10-02,"MMSD-P7",9,11,1
2021-10-02,"MMSD-P8",7,7,10
2021-10-03,"MMSD-P11",17,14,20
2021-10-03,"MMSD-P18",15,20,17
2021-10-03,"MMSD-P2",9,5,5
2021-10-03,"MMSD-P7",9,7,11
2021-10-03,"MMSD-P8",8,7,5
2021-10-04,"MMSD-P11",11,18,33
2021-10-04,"MMSD-P18",34,31,42
2021-10-04,"MMSD-P2",21,24,23
2021-10-04,"MMSD-P7",17,16,34
2021-10-04,"MMSD-P8",18,21,28
2021-10-05,"MMSD-P11",23,24,19
2021-10-05,"MMSD-P18",27,33,26
2021-10-05,"MMSD-P2",16,13,23
2021-10-05,"MMSD-P7",13,16,15
2021-10-05,"MMSD-P8",12,8,19
2021-10-06,"MMSD-P11",23,28,16
2021-10-06,"MMSD-P18",32,30,20
2021-10-06,"MMSD-P2",14,20,12
2021-10-06,"MMSD-P7",14,16,11
2021-10-06,"MMSD-P8",17,17,9
2021-10-07,"MMSD-P11",24,24,35
2021-10-07,"MMSD-P18",30,23,29
2021-10-07,"MMSD-P2",13,11,18
2021-10-07,"MMSD-P7",19,19,15
2021-10-07,"MMSD-P8",11,14,11
2021-10-08,"MMSD-P11",18,13,24
2021-10-08,"MMSD-P18",23,37,33
2021-10-08,"MMSD-P2",10,9,13
2021-10-08,"MMSD-P7",6,8,16
2021-10-08,"MMSD-P8",9,5,14
2021-10-09,"MMSD-P11",13,12,7
2021-10-09,"MMSD-P18",19,17,14
2021-10-09,"MMSD-P2",9,4,4
2021-10-09,"MMSD-P7",9,6,6
2021-10-09,"MMSD-P8",8,5,7
2021-10-10,"MMSD-P11",14,4,7
2021-10-10,"MMSD-P18",15,10,19
2021-10-10,"MMSD-P2",11,5,3
2021-10-10,"MMSD-P7",5,3,2
2021-10-10,"MMSD-P8",8,3,4
2021-10-11,"MMSD-P11",15,16,24
2021-10-11,"MMSD-P18",35,35,46
2021-10-11,"MMSD-P2",26,26,12
2021-10-11,"MMSD-P7",9,14,22
2021-10-11,"MMSD-P8",4,16,19
2021-10-12,"MMSD-P11",12,16,15
2021-10-12,"MMSD-P18",19,26,22
2021-10-12,"MMSD-P2",13,14,24
2021-10-12,"MMSD-P7",6,7,7
2021-10-12,"MMSD-P8",14,10,11
2021-10-13,"MMSD-P11",23,25,14
2021-10-13,"MMSD-P18",19,21,32
2021-10-13,"MMSD-P2",13,28,10
2021-10-13,"MMSD-P7",10,8,13
2021-10-13,"MMSD-P8",5,6,9
2021-10-14,"MMSD-P11",15,20,18
2021-10-14,"MMSD-P18",19,13,17
2021-10-14,"MMSD-P2",10,10,26
2021-10-14,"MMSD-P7",2,6,7
2021-10-14,"MMSD-P8",11,11,9
2021-10-15,"MMSD-P11",22,15,21
2021-10-15,"MMSD-P18",13,18,17
2021-10-15,"MMSD-P2",6,7,15
2021-10-15,"MMSD-P7",3,5,4
2021-10-15,"MMSD-P8",12,15,9
2021-10-16,"MMSD-P11",11,10,5
2021-10-16,"MMSD-P18",12,9,5
2021-10-16,"MMSD-P2",3,4,9
2021-10-16,"MMSD-P7",2,2,4
2021-10-16,"MMSD-P8",10,7,9
2021-10-17,"MMSD-P11",15,9,20
2021-10-17,"MMSD-P18",12,7,17
2021-10-17,"MMSD-P2",8,2,5
2021-10-17,"MMSD-P7",5,1,4
2021-10-17,"MMSD-P8",5,2,11
2021-10-18,"MMSD-P11",16,19,14
2021-10-18,"MMSD-P18",17,22,17
2021-10-18,"MMSD-P2",10,9,6
2021-10-18,"MMSD-P7",6,4,4
2021-10-18,"MMSD-P8",8,8,6
2021-10-19,"MMSD-P11",18,15,14
2021-10-19,"MMSD-P18",22,19,10
2021-10-19,"MMSD-P2",16,16,4
2021-10-19,"MMSD-P7",8,9,2
2021-10-19,"MMSD-P8",14,10,6
2021-10-20,"MMSD-P11",16,23,21
2021-10-20,"MMSD-P18",16,20,16
2021-10-20,"MMSD-P2",8,7,14
2021-10-20,"MMSD-P7",6,5,11
2021-10-20,"MMSD-P8",7,12,11
2021-10-21,"MMSD-P11",9,14,16
2021-10-21,"MMSD-P18",22,14,26
2021-10-21,"MMSD-P2",10,15,10
2021-10-21,"MMSD-P7",4,4,5
2021-10-21,"MMSD-P8",9,10,11
2021-10-22,"MMSD-P11",21,18,25
2021-10-22,"MMSD-P18",14,21,19
2021-10-22,"MMSD-P2",3,4,14
2021-10-22,"MMSD-P7",9,8,3
2021-10-22,"MMSD-P8",9,8,12
2021-10-23,"MMSD-P11",7,8,5
2021-10-23,"MMSD-P18",15,17,10
2021-10-23,"MMSD-P2",8,5,5
2021-10-23,"MMSD-P7",8,6,2
2021-10-23,"MMSD-P8",5,4,2
2021-10-24,"MMSD-P11",11,10,13
2021-10-24,"MMSD-P18",14,5,10
2021-10-24,"MMSD-P2",8,2,4
2021-10-24,"MMSD-P7",9,4,6
2021-10-24,"MMSD-P8",4,1,3
2021-10-25,"MMSD-P11",11,12,17
2021-10-25,"MMSD-P18",18,24,29
2021-10-25,"MMSD-P2",12,12,8
2021-10-25,"MMSD-P7",13,7,10
2021-10-25,"MMSD-P8",11,9,11
2021-10-26,"MMSD-P11",16,14,7
2021-10-26,"MMSD-P18",19,19,24
2021-10-26,"MMSD-P2",13,16,7
2021-10-26,"MMSD-P7",12,12,6
2021-10-26,"MMSD-P8",8,7,4
2021-10-27,"MMSD-P11",20,15,15
2021-10-27,"MMSD-P18",15,9,18
2021-10-27,"MMSD-P2",12,11,12
2021-10-27,"MMSD-P7",7,13,5
2021-10-27,"MMSD-P8",8,13,11
2021-10-28,"MMSD-P11",12,15,23
2021-10-28,"MMSD-P18",28,32,11
2021-10-28,"MMSD-P2",8,7,15
2021-10-28,"MMSD-P7",8,10,13
2021-10-28,"MMSD-P8",14,12,11
2021-10-29,"MMSD-P11",15,16,11
2021-10-29,"MMSD-P18",19,17,23
2021-10-29,"MMSD-P2",9,15,10
2021-10-29,"MMSD-P7",9,11,16
2021-10-29,"MMSD-P8",9,15,13
2021-10-30,"MMSD-P11",10,4,7
2021-10-30,"MMSD-P18",16,14,12
2021-10-30,"MMSD-P2",6,5,4
2021-10-30,"MMSD-P7",7,7,7
2021-10-30,"MMSD-P8",13,10,11
2021-10-31,"MMSD-P11",8,8,5
2021-10-31,"MMSD-P18",21,13,16
2021-10-31,"MMSD-P2",11,8,5
2021-10-31,"MMSD-P7",3,2,6
2021-10-31,"MMSD-P8",9,3,3
2021-11-01,"MMSD-P11",22,23,11
2021-11-01,"MMSD-P18",19,31,16
2021-11-01,"MMSD-P2",19,10,6
2021-11-01,"MMSD-P7",16,8,7
2021-11-01,"MMSD-P8",9,14,14
2021-11-02,"MMSD-P11",19,21,12
2021-11-02,"MMSD-P18",25,30,30
2021-11-02,"MMSD-P2",20,19,16
2021-11-02,"MMSD-P7",24,22,6
2021-11-02,"MMSD-P8",12,11,8
2021-11-03,"MMSD-P11",26,24,31
2021-11-03,"MMSD-P18",30,21,26
2021-11-03,"MMSD-P2",34,31,16
2021-11-03,"MMSD-P7",11,13,9
2021-11-03,"MMSD-P8",14,12,14
2021-11-04,"MMSD-P11",14,24,23
2021-11-04,"MMSD-P18",33,33,30
2021-11-04,"MMSD-P2",20,21,25
2021-11-04,"MMSD-P7",11,9,20
2021-11-04,"MMSD-P8",12,16,15
2021-11-05,"MMSD-P11",16,14,17
2021-11-05,"MMSD-P18",26,23,24
2021-11-05,"MMSD-P2",12,21,26
2021-11-05,"MMSD-P7",8,13,16
2021-11-05,"MMSD-P8",15,17,12
2021-11-06,"MMSD-P11",15,16,7
2021-11-06,"MMSD-P18",17,22,16
2021-11-06,"MMSD-P2",10,9,11
2021-11-06,"MMSD-P7",4,10,3
2021-11-06,"MMSD-P8",11,13,7
2021-11-07,"MMSD-P11",9,8,14
2021-11-07,"MMSD-P18",24,20,8
2021-11-07,"MMSD-P2",6,4,5
2021-11-07,"MMSD-P7",8,5,5
2021-11-07,"MMSD-P8",8,5,10
2021-11-08,"MMSD-P11",31,33,21
2021-11-08,"MMSD-P18",35,38,43
2021-11-08,"MMSD-P2",25,26,24
2021-11-08,"MMSD-P7",18,17,16
2021-11-08,"MMSD-P8",27,24,19
2021-11-09,"MMSD-P11",26,23,23
2021-11-09,"MMSD-P18",37,30,36
2021-11-09,"MMSD-P2",28,22,15
2021-11-09,"MMSD-P7",11,16,10
2021-11-09,"MMSD-P8",7,11,15
2021-11-10,"MMSD-P11",31,34,25
2021-11-10,"MMSD-P18",42,40,36
2021-11-10,"MMSD-P2",27,30,23
2021-11-10,"MMSD-P7",15,16,19
2021-11-10,"MMSD-P8",6,10,16
2021-11-11,"MMSD-P11",27,23,26
2021-11-11,"MMSD-P18",23,34,30
2021-11-11,"MMSD-P2",16,22,24
2021-11-11,"MMSD-P7",11,15,18
2021-11-11,"MMSD-P8",6,9,14
2021-11-12,"MMSD-P11",30,39,31
2021-11-12,"MMSD-P18",42,37,32
2021-11-12,"MMSD-P2",22,24,26
2021-11-12,"MMSD-P7",15,13,10
2021-11-12,"MMSD-P8",9,13,12
2021-11-13,"MMSD-P11",19,15,7
2021-11-13,"MMSD-P18",35,30,15
2021-11-13,"MMSD-P2",14,11,4
2021-11-13,"MMSD-P7",18,17,2
2021-11-13,"MMSD-P8",8,8,1
2021-11-14,"MMSD-P11",21,5,14
2021-11-14,"MMSD-P18",15,18,15
2021-11-14,"MMSD-P2",8,4,9
2021-11-14,"MMSD-P7",4,1,5
2021-11-14,"MMSD-P8",3,4,7
2021-11-15,"MMSD-P11",32,32,43
2021-11-15,"MMSD-P18",45,52,67
2021-11-15,"MMSD-P2",24,19,37
2021-11-15,"MMSD-P7",19,23,32
2021-11-15,"MMSD-P8",11,6,12
2021-11-16,"MMSD-P11",33,41,26
2021-11-16,"MMSD-P18",36,43,52
2021-11-16,"MMSD-P2",25,31,17
2021-11-16,"MMSD-P7",13,14,15
2021-11-16,"MMSD-P8",17,11,7
2021-11-17,"MMSD-P11",36,31,38
2021-11-17,"MMSD-P18",41,38,35
2021-11-17,"MMSD-P2",22,30,24
2021-11-17,"MMSD-P7",16,11,18
2021-11-17,"MMSD-P8",23,23,10
2021-11-18,"MMSD-P11",27,27,28
2021-11-18,"MMSD-P18",43,43,30
2021-11-18,"MMSD-P2",29,35,31
2021-11-18,"MMSD-P7",21,26,16
2021-11-18,"MMSD-P8",17,18,13
2021-11-19,"MMSD-P11",32,47,30
2021-11-19,"MMSD-P18",42,39,48
2021-11-19,"MMSD-P2",14,11,23
2021-11-19,"MMSD-P7",12,11,19
2021-11-19,"MMSD-P8",11,15,18
2021-11-20,"MMSD-P11",21,23,15
2021-11-20,"MMSD-P18",24,21,11
2021-11-20,"MMSD-P2",10,9,13
2021-11-20,"MMSD-P7",9,5,3
2021-11-20,"MMSD-P8",11,9,8
2021-11-21,"MMSD-P11",21,12,43
2021-11-21,"MMSD-P18",23,24,31
2021-11-21,"MMSD-P2",7,6,14
2021-11-21,"MMSD-P7",8,9,15
2021-11-21,"MMSD-P8",11,7,12
2021-11-22,"MMSD-P11",27,34,39
2021-11-22,"MMSD-P18",43,48,53
2021-11-22,"MMSD-P2",45,35,22
2021-11-22,"MMSD-P7",21,22,19
2021-11-22,"MMSD-P8",15,16,18
2021-11-23,"MMSD-P11",31,33,26
2021-11-23,"MMSD-P18",44,49,38
2021-11-23,"MMSD-P2",18,16,21
2021-11-23,"MMSD-P7",16,18,11
2021-11-23,"MMSD-P8",5,10,15
2021-11-24,"MMSD-P11",40,35,28
2021-11-24,"MMSD-P18",56,57,38
2021-11-24,"MMSD-P2",26,26,20
2021-11-24,"MMSD-P7",14,15,18
2021-11-24,"MMSD-P8",18,12,16
2021-11-25,"MMSD-P11",11,7,1
2021-11-25,"MMSD-P18",18,9,2
2021-11-25,"MMSD-P2",10,2,NA
2021-11-25,"MMSD-P7",6,3,NA
2021-11-25,"MMSD-P8",6,2,NA
2021-11-26,"MMSD-P11",26,26,12
2021-11-26,"MMSD-P18",36,31,22
2021-11-26,"MMSD-P2",21,18,7
2021-11-26,"MMSD-P7",32,32,11
2021-11-26,"MMSD-P8",13,11,2
2021-11-27,"MMSD-P11",31,27,7
2021-11-27,"MMSD-P18",31,31,19
2021-11-27,"MMSD-P2",20,19,6
2021-11-27,"MMSD-P7",8,6,1
2021-11-27,"MMSD-P8",18,14,NA
2021-11-28,"MMSD-P11",21,18,7
2021-11-28,"MMSD-P18",30,29,6
2021-11-28,"MMSD-P2",21,11,3
2021-11-28,"MMSD-P7",7,6,9
2021-11-28,"MMSD-P8",10,7,1
2021-11-29,"MMSD-P11",53,44,59
2021-11-29,"MMSD-P18",87,84,62
2021-11-29,"MMSD-P2",37,44,37
2021-11-29,"MMSD-P7",32,32,23
2021-11-29,"MMSD-P8",24,28,26
2021-11-30,"MMSD-P11",54,63,41
2021-11-30,"MMSD-P18",60,65,84
2021-11-30,"MMSD-P2",41,51,51
2021-11-30,"MMSD-P7",28,36,40
2021-11-30,"MMSD-P8",26,25,31
2021-12-01,"MMSD-P11",43,49,44
2021-12-01,"MMSD-P18",57,65,56
2021-12-01,"MMSD-P2",51,46,43
2021-12-01,"MMSD-P7",26,27,22
2021-12-01,"MMSD-P8",32,40,16
2021-12-02,"MMSD-P11",51,56,62
2021-12-02,"MMSD-P18",74,77,76
2021-12-02,"MMSD-P2",38,51,54
2021-12-02,"MMSD-P7",18,18,28
2021-12-02,"MMSD-P8",21,24,44
2021-12-03,"MMSD-P11",39,44,46
2021-12-03,"MMSD-P18",53,52,53
2021-12-03,"MMSD-P2",29,33,28
2021-12-03,"MMSD-P7",16,17,19
2021-12-03,"MMSD-P8",20,19,12
2021-12-04,"MMSD-P11",21,18,NA
2021-12-04,"MMSD-P18",28,28,1
2021-12-04,"MMSD-P2",22,11,12
2021-12-04,"MMSD-P7",20,15,1
2021-12-04,"MMSD-P8",9,7,3
2021-12-05,"MMSD-P11",19,19,18
2021-12-05,"MMSD-P18",24,21,29
2021-12-05,"MMSD-P2",23,12,14
2021-12-05,"MMSD-P7",14,9,4
2021-12-05,"MMSD-P8",7,5,9
2021-12-06,"MMSD-P11",35,30,30
2021-12-06,"MMSD-P18",70,70,36
2021-12-06,"MMSD-P2",40,51,14
2021-12-06,"MMSD-P7",20,16,10
2021-12-06,"MMSD-P8",22,27,11
2021-12-07,"MMSD-P11",41,43,39
2021-12-07,"MMSD-P18",74,70,41
2021-12-07,"MMSD-P2",38,36,16
2021-12-07,"MMSD-P7",23,29,18
2021-12-07,"MMSD-P8",17,20,10
2021-12-08,"MMSD-P11",49,53,17
2021-12-08,"MMSD-P18",55,58,39
2021-12-08,"MMSD-P2",41,39,42
2021-12-08,"MMSD-P7",24,27,23
2021-12-08,"MMSD-P8",24,26,19
2021-12-09,"MMSD-P11",38,40,34
2021-12-09,"MMSD-P18",60,61,68
2021-12-09,"MMSD-P2",29,33,32
2021-12-09,"MMSD-P7",23,24,20
2021-12-09,"MMSD-P8",14,12,25
2021-12-10,"MMSD-P11",39,37,55
2021-12-10,"MMSD-P18",46,51,79
2021-12-10,"MMSD-P2",24,26,68
2021-12-10,"MMSD-P7",16,17,24
2021-12-10,"MMSD-P8",14,17,17
2021-12-11,"MMSD-P11",22,22,14
2021-12-11,"MMSD-P18",22,26,6
2021-12-11,"MMSD-P2",17,9,4
2021-12-11,"MMSD-P7",12,10,2
2021-12-11,"MMSD-P8",12,6,NA
2021-12-12,"MMSD-P11",24,18,11
2021-12-12,"MMSD-P18",21,14,7
2021-12-12,"MMSD-P2",37,5,3
2021-12-12,"MMSD-P7",9,6,1
2021-12-12,"MMSD-P8",18,5,3
2021-12-13,"MMSD-P11",54,56,29
2021-12-13,"MMSD-P18",50,56,45
2021-12-13,"MMSD-P2",78,65,31
2021-12-13,"MMSD-P7",25,23,21
2021-12-13,"MMSD-P8",23,26,17
2021-12-14,"MMSD-P11",47,42,92
2021-12-14,"MMSD-P18",74,68,110
2021-12-14,"MMSD-P2",74,62,78
2021-12-14,"MMSD-P7",21,25,49
2021-12-14,"MMSD-P8",24,31,47
2021-12-15,"MMSD-P11",49,46,54
2021-12-15,"MMSD-P18",57,62,78
2021-12-15,"MMSD-P2",73,90,39
2021-12-15,"MMSD-P7",25,26,23
2021-12-15,"MMSD-P8",26,27,35
2021-12-16,"MMSD-P11",37,40,74
2021-12-16,"MMSD-P18",65,52,108
2021-12-16,"MMSD-P2",61,100,85
2021-12-16,"MMSD-P7",22,17,42
2021-12-16,"MMSD-P8",24,25,45
2021-12-17,"MMSD-P11",34,40,55
2021-12-17,"MMSD-P18",53,56,75
2021-12-17,"MMSD-P2",51,57,122
2021-12-17,"MMSD-P7",21,20,39
2021-12-17,"MMSD-P8",31,31,21
2021-12-18,"MMSD-P11",34,28,16
2021-12-18,"MMSD-P18",33,40,21
2021-12-18,"MMSD-P2",41,33,17
2021-12-18,"MMSD-P7",12,12,3
2021-12-18,"MMSD-P8",15,11,8
2021-12-19,"MMSD-P11",27,17,24
2021-12-19,"MMSD-P18",31,19,26
2021-12-19,"MMSD-P2",43,27,17
2021-12-19,"MMSD-P7",13,13,8
2021-12-19,"MMSD-P8",21,15,10
2021-12-20,"MMSD-P11",67,69,71
2021-12-20,"MMSD-P18",105,112,71
2021-12-20,"MMSD-P2",70,83,83
2021-12-20,"MMSD-P7",35,32,35
2021-12-20,"MMSD-P8",47,42,43
2021-12-21,"MMSD-P11",88,75,53
2021-12-21,"MMSD-P18",97,105,63
2021-12-21,"MMSD-P2",71,91,75
2021-12-21,"MMSD-P7",28,29,15
2021-12-21,"MMSD-P8",51,52,22
2021-12-22,"MMSD-P11",119,128,60
2021-12-22,"MMSD-P18",101,102,93
2021-12-22,"MMSD-P2",118,112,64
2021-12-22,"MMSD-P7",47,45,33
2021-12-22,"MMSD-P8",61,69,37
2021-12-23,"MMSD-P11",114,119,70
2021-12-23,"MMSD-P18",88,89,82
2021-12-23,"MMSD-P2",110,120,83
2021-12-23,"MMSD-P7",43,49,30
2021-12-23,"MMSD-P8",68,73,52
2021-12-24,"MMSD-P11",65,61,1
2021-12-24,"MMSD-P18",55,44,1
2021-12-24,"MMSD-P2",39,35,47
2021-12-24,"MMSD-P7",41,39,3
2021-12-24,"MMSD-P8",28,26,10
2021-12-25,"MMSD-P11",24,24,NA
2021-12-25,"MMSD-P18",33,24,NA
2021-12-25,"MMSD-P2",28,21,NA
2021-12-25,"MMSD-P7",13,6,NA
2021-12-25,"MMSD-P8",15,13,NA
2021-12-26,"MMSD-P11",62,63,47
2021-12-26,"MMSD-P18",76,66,47
2021-12-26,"MMSD-P2",73,61,17
2021-12-26,"MMSD-P7",25,30,17
2021-12-26,"MMSD-P8",37,33,33
2021-12-27,"MMSD-P11",170,175,139
2021-12-27,"MMSD-P18",192,211,134
2021-12-27,"MMSD-P2",167,173,113
2021-12-27,"MMSD-P7",91,98,81
2021-12-27,"MMSD-P8",103,104,77
2021-12-28,"MMSD-P11",237,237,86
2021-12-28,"MMSD-P18",262,256,113
2021-12-28,"MMSD-P2",173,162,77
2021-12-28,"MMSD-P7",93,91,32
2021-12-28,"MMSD-P8",116,110,50
2021-12-29,"MMSD-P11",286,274,84
2021-12-29,"MMSD-P18",291,286,109
2021-12-29,"MMSD-P2",176,167,88
2021-12-29,"MMSD-P7",146,140,46
2021-12-29,"MMSD-P8",136,132,47
2021-12-30,"MMSD-P11",229,227,57
2021-12-30,"MMSD-P18",268,256,61
2021-12-30,"MMSD-P2",132,132,66
2021-12-30,"MMSD-P7",109,110,25
2021-12-30,"MMSD-P8",141,137,27
2021-12-31,"MMSD-P11",195,189,1
2021-12-31,"MMSD-P18",186,180,1
2021-12-31,"MMSD-P2",79,73,NA
2021-12-31,"MMSD-P7",94,90,NA
2021-12-31,"MMSD-P8",83,78,NA
2022-01-01,"MMSD-P11",85,76,NA
2022-01-01,"MMSD-P18",66,60,NA
2022-01-01,"MMSD-P2",51,36,1
2022-01-01,"MMSD-P7",24,22,NA
2022-01-01,"MMSD-P8",54,40,NA
2022-01-02,"MMSD-P11",134,132,24
2022-01-02,"MMSD-P18",109,80,31
2022-01-02,"MMSD-P2",69,47,23
2022-01-02,"MMSD-P7",41,37,13
2022-01-02,"MMSD-P8",81,67,12
2022-01-03,"MMSD-P11",307,315,116
2022-01-03,"MMSD-P18",352,376,103
2022-01-03,"MMSD-P2",198,236,76
2022-01-03,"MMSD-P7",177,183,49
2022-01-03,"MMSD-P8",148,170,56
2022-01-04,"MMSD-P11",363,366,129
2022-01-04,"MMSD-P18",396,413,141
2022-01-04,"MMSD-P2",275,285,135
2022-01-04,"MMSD-P7",186,191,34
2022-01-04,"MMSD-P8",191,193,71
2022-01-05,"MMSD-P11",354,342,101
2022-01-05,"MMSD-P18",350,351,118
2022-01-05,"MMSD-P2",245,236,115
2022-01-05,"MMSD-P7",143,143,43
2022-01-05,"MMSD-P8",182,170,74
2022-01-06,"MMSD-P11",277,269,129
2022-01-06,"MMSD-P18",295,297,107
2022-01-06,"MMSD-P2",222,213,134
2022-01-06,"MMSD-P7",159,158,35
2022-01-06,"MMSD-P8",196,196,85
2022-01-07,"MMSD-P11",267,262,91
2022-01-07,"MMSD-P18",363,353,90
2022-01-07,"MMSD-P2",150,153,108
2022-01-07,"MMSD-P7",138,132,42
2022-01-07,"MMSD-P8",151,168,65
