WWTP,date,population_served,n1_sars_cov2_conc,n2_sars_cov2_conc,average_flow_rate,geoMean,sars_cov2_adj_load_log10,n
Algoma WWTF,2020-10-06,3171,10000,16500,0.498,12845.2325786651,0.304775072839582,34
Algoma WWTF,2020-10-13,3171,52846,55955,0.499,54378.2854639607,0.932329813848895,34
Algoma WWTF,2020-10-20,3171,40090,16500,0.402,25719.3506916485,0.513289811289595,34
Algoma WWTF,2020-10-27,3171,183437,165726,0.67,174356.76144618,1.56631735438073,34
Algoma WWTF,2020-11-03,3171,1574735,1896871,0.489,1728313.96285079,2.42573525567233,34
Algoma WWTF,2020-11-10,3171,267387,232507,0.463,249337.821457155,1.56117290958165,34
Algoma WWTF,2020-11-17,3171,75686,125985,0.76,97648.8643559156,1.36928454711642,34
Algoma WWTF,2020-11-24,3171,209814,235780,0.533,222418.400587721,1.57270168040925,34
Algoma WWTF,2020-12-01,3171,443628,375413,0.515,408097.682380089,1.82137511540071,34
Algoma WWTF,2020-12-08,3171,264854,277608,0.471,271156.023779668,1.6050439219102,34
Algoma WWTF,2020-12-15,3171,109432,143498,0.474,125312.701415299,1.27257719199003,34
Algoma WWTF,2020-12-22,3171,225907,408087,0.41,303627.584236018,1.59392883889008,34
Algoma WWTF,2020-12-29,3171,788394,1140661,0.447,948309.173441869,2.12606123281975,34
Algoma WWTF,2021-01-05,3171,64011,85785,0.3547,74102.5211109582,0.918497930213005,34
Algoma WWTF,2021-01-12,3171,227672,457193,0.429,322629.888100901,1.63996564766823,34
Algoma WWTF,2021-01-19,3171,20000,70674,0.56,37596.2764113682,0.822136618894149,34
Algoma WWTF,2021-01-26,3171,130851,86559,0.65,106425.239999729,1.33876175284423,34
Algoma WWTF,2021-02-02,3171,4515894,3840368,0.437,4164456.12403252,2.75884348573901,34
Algoma WWTF,2021-02-09,3171,1390082,974624,0.415,1163961.88905307,2.18279061537266,34
Algoma WWTF,2021-02-16,3171,545372,498903,0.406,521620.289977298,1.82468426778201,34
Algoma WWTF,2021-02-23,3171,20000,33000,0.375,25690.4651573303,0.482606993471565,34
Algoma WWTF,2021-03-02,3171,20000,33000,0.473,25690.4651573303,0.583436866481657,34
Algoma WWTF,2021-03-09,3171,20000,33000,0.418,25690.4651573303,0.529752007518881,34
Algoma WWTF,2021-03-16,3171,20000,33000,0.524,25690.4651573303,0.627907012727572,34
Algoma WWTF,2021-03-23,3171,20000,33000,0.53,25690.4651573303,0.632851595344635,34
Algoma WWTF,2021-03-30,3171,20000,33000,0.574,25690.4651573303,0.667487618141819,34
Algoma WWTF,2021-04-06,3171,43002,33000,0.533,37670.4924310793,0.801532264365019,34
Algoma WWTF,2021-04-13,3171,20000,33000,0.81,25690.4651573303,0.817060744622495,34
Algoma WWTF,2021-04-20,3171,20000,33000,0.5,25690.4651573303,0.607545730079864,34
Algoma WWTF,2021-04-26,3171,20000,33000,0.501,25690.4651573303,0.608413451611091,34
Algoma WWTF,2021-05-04,3171,20000,33000,0.912,25690.4651573303,0.868570564072262,34
Algoma WWTF,2021-05-11,3171,20000,33000,0.524,25690.4651573303,0.627907012727572,34
Algoma WWTF,2021-05-18,3171,32000,50000,0.475,40000,0.77755735892574,34
Algoma WWTF,2021-05-26,3171,32000,50000,0.502,40000,0.801567466445893,34
Appleton WWTF,2020-09-15,74832,43272,16500,9.3,26720.5538864747,0.521241052313463,165
Appleton WWTF,2020-09-18,74832,10000,16500,8.3,12845.2325786651,0.153732711918598,165
Appleton WWTF,2020-09-22,74832,10000,16500,7.7,12845.2325786651,0.121145344715006,165
Appleton WWTF,2020-09-25,74832,82048,91650,8,86716.1991787002,0.967102868659975,165
Appleton WWTF,2020-09-29,74832,10000,16500,8.6,12845.2325786651,0.169153070786092,165
Appleton WWTF,2020-10-02,74832,37265,16500,8,24796.6227539155,0.423395169317603,165
Appleton WWTF,2020-10-06,74832,10000,16500,8.2,12845.2325786651,0.148468471926241,165
Appleton WWTF,2020-10-09,74832,33140,16500,7.7,23383.9688675811,0.381321596756665,165
Appleton WWTF,2020-10-13,74832,10000,16500,8.4,12845.2325786651,0.158933905604406,165
Appleton WWTF,2020-10-16,74832,40796,48405,7.8,44437.938521043,0.665761153911949,165
Appleton WWTF,2020-10-19,74832,189156,16500,7.7,55866.573190057,0.759555405516603,165
Appleton WWTF,2020-10-20,74832,10000,16500,7.5,12845.2325786651,0.109715882934224,165
Appleton WWTF,2020-10-23,74832,214683,143713,13.2,175649.474747293,1.49113343408063,165
Appleton WWTF,2020-10-27,74832,10000,16500,12.4,12845.2325786651,0.328076304704759,165
Appleton WWTF,2020-10-30,74832,10000,16500,10.5,12845.2325786651,0.255843918612462,165
Appleton WWTF,2020-11-03,74832,25165,16500,9.1,20377.0091033989,0.394094479230197,165
Appleton WWTF,2020-11-06,74832,147194,135693,8.8,141326.55603955,1.22061909543146,165
Appleton WWTF,2020-11-10,74832,10000,16500,8.5,12845.2325786651,0.164073545256817,165
Appleton WWTF,2020-11-13,74832,10000,16500,13,12845.2325786651,0.348597971849361,165
Appleton WWTF,2020-11-17,74832,10000,16500,14.7,12845.2325786651,0.4019719542907,165
Appleton WWTF,2020-11-20,74832,10000,16500,11.8,12845.2325786651,0.30653662684865,165
Appleton WWTF,2020-11-24,74832,129903,131612,9.9,130754.707892297,1.23800517685608,165
Appleton WWTF,2020-11-27,74832,224631,207304,11,215793.662613155,1.50134401885102,165
Appleton WWTF,2020-12-01,74832,25568,16500,10.3,20539.5228766396,0.451340223064645,165
Appleton WWTF,2020-12-04,74832,55522,53917,10,54713.6150697429,0.864008058118227,165
Appleton WWTF,2020-12-08,74832,66534,41595,9.2,52606.8601039826,0.8107428560269,165
Appleton WWTF,2020-12-11,74832,20000,33000,8.8,25690.4651573303,0.480167287356674,165
Appleton WWTF,2020-12-15,74832,41323,33000,8.9,36927.7537903404,0.642655545643494,165
Appleton WWTF,2020-12-19,74832,20000,33000,8.4,25690.4651573303,0.459963901268387,165
Appleton WWTF,2020-12-22,74832,121123,139359,8.5,129921.438404137,1.16901239329451,165
Appleton WWTF,2020-12-25,74832,60462,125598,8.3,87143.021958158,0.985223356198575,165
Appleton WWTF,2020-12-29,74832,96186,111926,8,103757.959868147,1.04502405831005,165
Appleton WWTF,2021-01-01,74832,122322,117184,7.6,119725.44110589,1.08491268551037,165
Appleton WWTF,2021-01-08,74832,304674,227061,8,263020.119219044,1.44899160471049,165
Appleton WWTF,2021-01-12,74832,159809,98738,7.8,125615.369449761,1.11705003012324,165
Appleton WWTF,2021-01-15,74832,170845,102187,8,132129.247386792,1.15000159566635,165
Appleton WWTF,2021-01-19,74832,20000,33000,9.4,25690.4651573303,0.508812468806204,165
Appleton WWTF,2021-01-22,74832,46511,33000,9.1,39177.3276270855,0.677988848230265,165
Appleton WWTF,2021-01-26,74832,201889,94674,8.6,138252.085647921,1.20108279039946,165
Appleton WWTF,2021-01-29,74832,197692,165897,8.4,181098.066593766,1.30810574730052,165
Appleton WWTF,2021-02-02,74832,75033,33000,8.4,49760.3155134692,0.747075058904576,165
Appleton WWTF,2021-02-05,74832,206077,155548,9.4,179038.725408779,1.35198747845287,165
Appleton WWTF,2021-02-09,74832,20000,33000,8.4,25690.4651573303,0.459963901268387,165
Appleton WWTF,2021-02-12,74832,173372,134589,8.3,152754.587845996,1.22898500256439,165
Appleton WWTF,2021-02-16,74832,20000,33000,8.7,25690.4651573303,0.475203867825124,165
Appleton WWTF,2021-02-19,74832,65861,33000,8,46619.8777347174,0.69757376463294,165
Appleton WWTF,2021-02-23,74832,20000,33000,7.9,25690.4651573303,0.433311706496947,165
Appleton WWTF,2021-02-26,74832,76882,33000,9.7,50369.6932688695,0.814853687889227,165
Appleton WWTF,2021-03-02,74832,88285,86008,10.4,87139.0628822688,1.08315887183549,165
Appleton WWTF,2021-03-04,74832,20000,33000,11,25690.4651573303,0.57707730036473,165
Appleton WWTF,2021-03-09,74832,20000,33000,13,25690.4651573303,0.649627967513342,165
Appleton WWTF,2021-03-12,74832,20000,33000,19.5,25690.4651573303,0.825719226569023,165
Appleton WWTF,2021-03-16,74832,20000,33000,15.6,25690.4651573303,0.728809213560967,165
Appleton WWTF,2021-03-18,74832,47651,33000,13.3,39654.5457671627,0.848057267910881,165
Appleton WWTF,2021-03-23,74832,20000,33000,11.9,25690.4651573303,0.611231576599036,165
Appleton WWTF,2021-03-26,74832,20000,33000,16.8,25690.4651573303,0.760993896932368,165
Appleton WWTF,2021-03-30,74832,45160,33000,15.1,38604.1448551836,0.891523531294149,165
Appleton WWTF,2021-04-01,74832,20000,33000,12.7,25690.4651573303,0.639488336162462,165
Appleton WWTF,2021-04-06,74832,32000,50000,11.5,40000,0.788670479117145,165
Appleton WWTF,2021-04-09,74832,20000,33000,16.5,25690.4651573303,0.753168559420412,165
Appleton WWTF,2021-04-13,74832,20000,33000,20.1,25690.4651573303,0.838880672626994,165
Appleton WWTF,2021-04-16,74832,20000,33000,15,25690.4651573303,0.711775874262187,165
Appleton WWTF,2021-04-20,74832,20000,33000,12,25690.4651573303,0.61486586125413,165
Appleton WWTF,2021-04-23,74832,20000,33000,11.1,25690.4651573303,0.581007593993163,165
Appleton WWTF,2021-04-27,74832,20000,33000,10.2,25690.4651573303,0.544284786968423,165
Appleton WWTF,2021-04-30,74832,20000,33000,11.3,25690.4651573303,0.588763058689925,165
Appleton WWTF,2021-05-04,74832,20000,33000,19,25690.4651573303,0.814438216159334,165
Appleton WWTF,2021-05-07,74832,20000,33000,12.9,25690.4651573303,0.646274325505754,165
Appleton WWTF,2021-05-11,74832,20000,33000,11.1,25690.4651573303,0.581007593993163,165
Appleton WWTF,2021-05-14,74832,32000,50000,10.3,40000,0.740809863468706,165
Appleton WWTF,2021-05-18,74832,32000,50000,9.7,40000,0.714744373029778,165
Appleton WWTF,2021-05-21,74832,32000,50000,10.7,40000,0.757356416448743,165
Appleton WWTF,2021-05-25,74832,32000,50000,10.9,40000,0.765399136704157,165
Appleton WWTF,2021-05-28,74832,32000,50000,11.4,40000,0.784877490100006,165
Appleton WWTF,2021-06-01,74832,32000,50000,10.3,40000,0.740809863468706,165
Appleton WWTF,2021-06-04,74832,20000,33000,9.9,25690.4651573303,0.531319809804055,165
Appleton WWTF,2021-06-08,74832,32000,50000,8.9,40000,0.677362645408446,165
Appleton WWTF,2021-06-11,74832,20000,33000,8.7,25690.4651573303,0.475203867825124,165
Appleton WWTF,2021-06-15,74832,20000,33000,7.8,25690.4651573303,0.427779217896986,165
Appleton WWTF,2021-06-18,74832,20000,33000,7.4,25690.4651573303,0.404916334937482,165
Appleton WWTF,2021-06-22,74832,20000,33000,8.9,25690.4651573303,0.485074621851418,165
Appleton WWTF,2021-06-25,74832,20000,33000,10.2,25690.4651573303,0.544284786968423,165
Appleton WWTF,2021-06-29,74832,20000,33000,17.7,25690.4651573303,0.783657881568312,165
Appleton WWTF,2021-07-02,74832,20000,33000,12.2,25690.4651573303,0.622044445881254,165
Appleton WWTF,2021-07-06,74832,20000,33000,9.5,25690.4651573303,0.513408220495353,165
Appleton WWTF,2021-07-09,74832,20000,33000,27.3,25690.4651573303,0.971847262247261,165
Appleton WWTF,2021-07-13,74832,20000,33000,13.1,25690.4651573303,0.65295591086227,165
Appleton WWTF,2021-07-16,74832,20000,33000,66.3,25690.4651573303,1.35719814361128,165
Appleton WWTF,2021-07-20,74832,20000,33000,13.7,25690.4651573303,0.672405182362912,165
Appleton WWTF,2021-07-23,74832,20000,33000,11.1,25690.4651573303,0.581007593993163,165
Appleton WWTF,2021-07-27,74832,20000,33000,9.5,25690.4651573303,0.513408220495353,165
Appleton WWTF,2021-07-30,74832,20000,33000,10.8,25690.4651573303,0.569108370693455,165
Appleton WWTF,2021-08-03,74832,20000,33000,8.9,25690.4651573303,0.485074621851418,165
Appleton WWTF,2021-08-06,74832,20000,33000,8.4,25690.4651573303,0.459963901268387,165
Appleton WWTF,2021-08-10,74832,20000,33000,19.9,25690.4651573303,0.834537691616212,165
Appleton WWTF,2021-08-13,74832,93660,33000,12.4,55594.7839279909,0.96436837925978,165
Appleton WWTF,2021-08-17,74832,32000,50000,9.7,40000,0.714744373029778,165
Appleton WWTF,2021-08-20,74832,80000,130000,8.8,101980.390271856,1.07891198923513,165
Appleton WWTF,2021-08-24,74832,32000,50000,8.5,40000,0.657391564477826,165
Appleton WWTF,2021-08-27,74832,32000,50000,8.7,40000,0.667491891382152,165
Appleton WWTF,2021-08-31,74832,20000,33000,21.9,25690.4651573303,0.876128730046624,165
Appleton WWTF,2021-09-03,74832,20000,33000,13.5,25690.4651573303,0.666018383701512,165
Appleton WWTF,2021-09-07,74832,61457,33000,10.3,45034.2203218841,0.792292520338882,165
Appleton WWTF,2021-09-10,74832,84651,82872,9.9,83756.7768720836,1.04456779850714,165
Appleton WWTF,2021-09-14,74832,120994,108721,9.3,114693.455236121,1.15393423240923,165
Appleton WWTF,2021-09-17,74832,139431,132138,8.4,135735.527692642,1.18288546915587,165
Appleton WWTF,2021-09-21,74832,73534,50000,8.5,60635.7980074477,0.838060670697858,165
Appleton WWTF,2021-09-24,74832,240160,133037,8.7,178746.093439829,1.3176684589689,165
Appleton WWTF,2021-09-28,74832,280480,352927,8.2,314625.118132675,1.53751989144081,165
Appleton WWTF,2021-10-01,74832,184950,164967,7.8,174672.970576446,1.260232956267,165
Appleton WWTF,2021-10-05,74832,84366,105607,8.1,94390.8902490066,1.0093277484778,165
Appleton WWTF,2021-10-09,74832,213341,181391,7.7,196718.421432768,1.30624840335605,165
Appleton WWTF,2021-10-12,74832,881125,803696,7.7,841520.432312846,1.93746803781947,165
Appleton WWTF,2021-10-15,74832,447331,404194,7.9,425215.834858017,1.65214916782141,165
Appleton WWTF,2021-10-19,74832,32000,50000,7.6,40000,0.608786231044325,165
Appleton WWTF,2021-10-22,74832,206541,182431,8.5,194112.032525034,1.34338403021396,165
Appleton WWTF,2021-10-26,74832,166791,179928,7.7,173235.016806649,1.25103905514392,165
Appleton WWTF,2021-10-29,74832,380242,412786,7.5,396179.977045787,1.5988664333214,165
Appleton WWTF,2021-11-02,74832,198382,232227,7.7,214638.432518503,1.3441108606774,165
Appleton WWTF,2021-11-05,74832,272926,240554,7.3,256229.2742916,1.39786425410835,165
Appleton WWTF,2021-11-09,74832,549588,478026,7.3,512559.609497276,1.69897988766492,165
Appleton WWTF,2021-11-12,74832,976881,978984,7.9,977931.934698934,2.01384836711959,165
Appleton WWTF,2021-11-16,74832,312775,318287,8.2,315518.963653534,1.5387519666089,165
Appleton WWTF,2021-11-19,74832,646463,583725,7.7,614293.589967371,1.80077935617387,165
Appleton WWTF,2021-11-22,74832,421151,377099,7.9,398516.776245367,1.62398634721205,165
Appleton WWTF,2021-11-26,74832,355885,405795,7.6,380021.517252642,1.58653442727929,165
Appleton WWTF,2021-11-30,74832,678394,736016,7.6,706617.887053533,1.85591086651789,165
Appleton WWTF,2021-12-04,74832,287035,380816,7.6,330616.878818974,1.52605126133782,165
Appleton WWTF,2021-12-07,74832,221946,289510,8.1,253486.856582348,1.43835311218578,165
Appleton WWTF,2021-12-10,74832,764646,890963,7.5,825391.600452779,1.91763395581988,165
Appleton WWTF,2021-12-14,74832,470702,340636,9.2,400422.335131296,1.6922187687476,165
Appleton WWTF,2021-12-17,74832,122565,85000,12.5,102068.726846179,1.23171535807802,165
Appleton WWTF,2021-12-20,74832,55000,85000,9.6,68373.9716558867,0.943074688079408,165
Appleton WWTF,2021-12-24,74832,481576,311560,9.3,387349.73674962,1.68249886113741,165
Appleton WWTF,2021-12-28,74832,55000,238696,9.7,114578.706573255,1.17178829709081,165
Appleton WWTF,2021-12-31,74832,289160,469270,8.9,368366.818809729,1.64158315764428,165
Appleton WWTF,2022-01-04,74832,895307,1248330,8.9,1057184.27310947,2.09945334793424,165
Appleton WWTF,2022-01-07,74832,928800,967200,8.6,947805.549677781,2.03713034597076,165
Appleton WWTF,2022-01-11,74832,1070400,781600,9.9,914671.875592554,2.08281316760035,165
Appleton WWTF,2022-01-14,74832,195200,351200,9.4,261828.646255523,1.51705766131764,165
Appleton WWTF,2022-01-18,74832,321600,125000,8.4,200499.376557634,1.35230496003969,165
Appleton WWTF,2022-01-21,74832,417600,251200,8.1,323884.423830477,1.5447877288439,165
Appleton WWTF,2022-01-25,74832,251200,60000,8,122768.074025782,1.11808807715192,165
Appleton WWTF,2022-01-28,74832,342400,125000,8,206881.608655772,1.3447245189341,165
Appleton WWTF,2022-02-01,74832,68320,12500,4.6,29223.2783924049,0.254399414461648,165
Appleton WWTF,2022-02-04,74832,60000,60000,8,60000,0.807153884811158,165
Appleton WWTF,2022-02-08,74832,60000,60000,8,60000,0.807153884811158,165
Appleton WWTF,2022-02-11,74832,651200,125000,7.6,285306.852353742,1.46203844216096,165
Appleton WWTF,2022-02-15,74832,60000,60000,7.9,60000,0.801690989109656,165
Appleton WWTF,2022-02-18,74832,583200,291600,7.8,412384.674787995,1.63330976760398,165
Appleton WWTF,2022-02-22,74832,60000,60000,8.2,60000,0.817877750202931,165
Appleton WWTF,2022-02-25,74832,125000,125000,7.5,125000,1.09788392383533,165
Appleton WWTF,2022-03-01,74832,125000,125000,8.1,125000,1.13130767932228,165
Appleton WWTF,2022-03-04,74832,125000,125000,7.5,125000,1.09788392383533,165
Appleton WWTF,2022-03-08,74832,125000,125000,11.4,125000,1.2797275117801,165
Appleton WWTF,2022-03-11,74832,125000,125000,8.8,125000,1.1673053325938,165
Appleton WWTF,2022-03-15,74832,125000,125000,8.5,125000,1.15224158615792,165
Appleton WWTF,2022-03-18,74832,332800,125000,10.2,203960.780543711,1.44405948451086,165
Appleton WWTF,2022-03-22,74832,125000,125000,13,125000,1.33676601275046,165
Appleton WWTF,2022-03-25,74832,125000,125000,25.2,125000,1.62422320122517,165
Appleton WWTF,2022-03-29,74832,125000,125000,13.7,125000,1.35954322760003,165
Appleton WWTF,2022-04-01,74832,125000,125000,36.8,125000,1.78867047911715,165
Appleton WWTF,2022-04-05,74832,125000,125000,25.9,125000,1.63612242452488,165
Appleton WWTF,2022-04-09,74832,125000,125000,18.5,125000,1.48999438884664,165
Appleton WWTF,2022-04-12,74832,125000,125000,16.9,125000,1.4507093650573,165
Ashland Sewage Utility,2020-09-22,8000,33511,16500,0.66,23514.4955293538,0.28778961455067,109
Ashland Sewage Utility,2020-09-29,8000,22894,38824,0.719,29813.3637149517,0.428049881786159,109
Ashland Sewage Utility,2020-10-06,8000,47000,76000,0.654,59766.2111899357,0.688943486440578,109
Ashland Sewage Utility,2020-10-13,8000,10000,16500,1.323,12845.2325786651,0.327211829302511,109
Ashland Sewage Utility,2020-10-20,8000,271426,215288,0.757,241732.829148215,1.35934152739957,109
Ashland Sewage Utility,2020-10-27,8000,121371,100313,0.854,110340.786307693,1.07110395818805,109
Ashland Sewage Utility,2020-11-03,8000,600616,622396,0.744,611409.025069143,1.75481479365516,109
Ashland Sewage Utility,2020-11-10,8000,738509,598548,0.856,664855.687297627,1.8521111658277,109
Ashland Sewage Utility,2020-11-17,8000,726957,587902,0.979,653742.666661738,1.90309953502885,109
Ashland Sewage Utility,2020-11-24,8000,891874,828700,0.767,859706.917385221,1.91605579813538,109
Ashland Sewage Utility,2020-12-01,8000,1969614,1245384,0.709,1566181.90571083,2.14239845039482,109
Ashland Sewage Utility,2020-12-08,8000,275478,350487,0.567,310727.304538883,1.34287248958962,109
Ashland Sewage Utility,2020-12-15,8000,196567,232148,0.656,213617.967212498,1.24345163038949,109
Ashland Sewage Utility,2020-12-22,8000,273660,413162,0.637,336252.751542645,1.42771529218257,109
Ashland Sewage Utility,2020-12-29,8000,359765,274230,0.622,314099.277219799,1.38776733473471,109
Ashland Sewage Utility,2021-01-05,8000,226898,208128,0.635,217310.439104982,1.23676432765229,109
Ashland Sewage Utility,2021-01-12,8000,584134,504241,0.532,542719.367900207,1.55739696572558,109
Ashland Sewage Utility,2021-01-19,8000,343612,532243,0.701,427650.653823889,1.57371717132183,109
Ashland Sewage Utility,2021-01-26,8000,285993,247453,0.658,266025.987130957,1.34005997000612,109
Ashland Sewage Utility,2021-02-02,8000,128459,133936,0.645,131168.916378843,1.02430065838016,109
Ashland Sewage Utility,2021-02-09,8000,288716,163599,0.52,217333.036798366,1.15003910509259,109
Ashland Sewage Utility,2021-02-16,8000,664836,585298,0.49,623800.59404268,1.5821518770347,109
Ashland Sewage Utility,2021-02-23,8000,144242,97231,0.735,118426.322673635,1.03664559604452,109
Ashland Sewage Utility,2021-03-02,8000,49381,75156,0.739,60920.2629344293,0.750316220504269,109
Ashland Sewage Utility,2021-03-09,8000,176579,212940,1.697,193909.082458765,1.6141900066909,109
Ashland Sewage Utility,2021-03-16,8000,20000,33000,1.115,25690.4651573303,0.55395684816317,109
Ashland Sewage Utility,2021-03-23,8000,20000,72491,1.002,38076.501940173,0.678434777774267,109
Ashland Sewage Utility,2021-03-30,8000,45779,33000,1.893,38867.8144484611,0.963650747750819,109
Ashland Sewage Utility,2021-04-06,8000,93553,89140,1.03,91319.8468023244,1.07031241196199,109
Ashland Sewage Utility,2021-04-13,8000,20000,33000,3.979,25690.4651573303,1.10645591992538,109
Ashland Sewage Utility,2021-04-20,8000,20000,33000,1.2,25690.4651573303,0.585863226826616,109
Ashland Sewage Utility,2021-04-27,8000,41650,66898,2.523,52785.4307550862,1.22134133348762,109
Ashland Sewage Utility,2021-05-04,8000,103046,98049,1.101,100516.452653285,1.14093448539529,109
Ashland Sewage Utility,2021-05-11,8000,138263,123060,0.839,130440.196182005,1.1360834171499,109
Ashland Sewage Utility,2021-05-18,8000,113851,110458,0.763,112141.668250477,1.02920156345831,109
Ashland Sewage Utility,2021-05-25,8000,32000,50000,2.769,40000,1.14129296008159,109
Ashland Sewage Utility,2021-06-01,8000,32000,50000,0.904,40000,0.655138434811382,109
Ashland Sewage Utility,2021-06-07,8000,41808,33000,0.762,37143.8285587256,0.548751650478226,109
Ashland Sewage Utility,2021-06-15,8000,20000,33000,0.724,25690.4651573303,0.366420546976138,109
Ashland Sewage Utility,2021-06-22,8000,20000,33000,0.782,25690.4651573303,0.399888733838839,109
Ashland Sewage Utility,2021-06-29,8000,20000,33000,0.714,25690.4651573303,0.360380192555165,109
Ashland Sewage Utility,2021-07-05,8000,20000,33000,0.697,25690.4651573303,0.349914758877,109
Ashland Sewage Utility,2021-07-06,8000,20000,33000,0.728,25690.4651573303,0.368813360092028,109
Ashland Sewage Utility,2021-07-12,8000,20000,33000,0.632,25690.4651573303,0.307399059061376,109
Ashland Sewage Utility,2021-07-13,8000,20000,33000,0.686,25690.4651573303,0.343006096485742,109
Ashland Sewage Utility,2021-07-19,8000,20000,33000,0.624,25690.4651573303,0.301866570461415,109
Ashland Sewage Utility,2021-07-20,8000,20000,33000,0.648,25690.4651573303,0.318256986649584,109
Ashland Sewage Utility,2021-07-26,8000,20000,33000,0.585,25690.4651573303,0.273837846861171,109
Ashland Sewage Utility,2021-07-27,8000,32000,50000,1.106,40000,0.742725131304698,109
Ashland Sewage Utility,2021-08-02,8000,95407,98963,0.609,97168.7343799434,0.86905385173409,109
Ashland Sewage Utility,2021-08-03,8000,20000,33000,0.671,25690.4651573303,0.333404500947983,109
Ashland Sewage Utility,2021-08-09,8000,81521,66058,0.654,73383.3374683927,0.778085220880158,109
Ashland Sewage Utility,2021-08-10,8000,84451,90165,0.658,87261.2423416032,0.855957298383771,109
Ashland Sewage Utility,2021-08-16,8000,20000,33000,0.603,25690.4651573303,0.286999292919142,109
Ashland Sewage Utility,2021-08-17,8000,20000,33000,0.621,25690.4651573303,0.299773580955571,109
Ashland Sewage Utility,2021-08-23,8000,203377,178957,0.601,190776.669928479,1.15630974877076,109
Ashland Sewage Utility,2021-08-24,8000,3517667,2942001,0.604,3216983.0325426,2.3853957219211,109
Ashland Sewage Utility,2021-08-30,8000,236981,260957,0.853,248680.217984865,1.42350028356006,109
Ashland Sewage Utility,2021-08-31,8000,264038,246193,0.672,254959.422916667,1.33075035353262,109
Ashland Sewage Utility,2021-09-06,8000,186054,180671,0.548,183342.745245074,1.09895430137472,109
Ashland Sewage Utility,2021-09-07,8000,194482,149632,0.666,170589.362575748,1.15233618859551,109
Ashland Sewage Utility,2021-09-13,8000,275887,205143,0.585,237899.741153705,1.2404598485946,109
Ashland Sewage Utility,2021-09-14,8000,280865,240272,1.145,259776.818211325,1.57031589287172,109
Ashland Sewage Utility,2021-09-20,8000,284037,378544,0.687,327903.190176613,1.44961239201712,109
Ashland Sewage Utility,2021-09-21,8000,342534,479825,1.742,405408.900432637,1.94585144273415,109
Ashland Sewage Utility,2021-09-27,8000,353409,421912,0.643,386144.400461796,1.49187072738253,109
Ashland Sewage Utility,2021-09-28,8000,537431,672055,0.691,600985.183432171,1.71525182550817,109
Ashland Sewage Utility,2021-10-04,8000,182502,154746,0.712,168051.939863841,1.17483353664469,109
Ashland Sewage Utility,2021-10-05,8000,228268,303862,0.677,263366.609531277,1.34805939455307,109
Ashland Sewage Utility,2021-10-11,8000,396593,426759,0.745,411399.601466749,1.58333015240315,109
Ashland Sewage Utility,2021-10-12,8000,638306,648951,0.708,643606.492358491,1.75556368707765,109
Ashland Sewage Utility,2021-10-18,8000,318007,428813,0.596,369277.044630451,1.43950858418973,109
Ashland Sewage Utility,2021-10-19,8000,451881,479692,0.654,465578.887678554,1.58048103973406,109
Ashland Sewage Utility,2021-10-25,8000,214235,268567,0.667,239867.570223655,1.30100738282513,109
Ashland Sewage Utility,2021-10-26,8000,1293244,1446775,0.665,1367857.11538157,2.05577239221407,109
Ashland Sewage Utility,2021-11-01,8000,760902,752921,0.62,756900.980803962,1.7683407705094,109
Ashland Sewage Utility,2021-11-02,8000,512926,379535,0.616,441218.051999235,1.53114399803237,109
Ashland Sewage Utility,2021-11-08,8000,518757,534141,0.6,526392.802702507,1.59637120598857,109
Ashland Sewage Utility,2021-11-09,8000,535853,553632,0.635,544669.962542456,1.6358171637627,109
Ashland Sewage Utility,2021-11-15,8000,662834,480327,0.899,564249.117604981,1.80214059332478,109
Ashland Sewage Utility,2021-11-16,8000,978943,887071,0.937,931875.499169819,2.0380074973278,109
Ashland Sewage Utility,2021-11-22,8000,640521,509008,0.658,570990.641926818,1.67176489719212,109
Ashland Sewage Utility,2021-11-23,8000,1115790,879382,0.712,990558.247545292,1.94527002497858,109
Ashland Sewage Utility,2021-11-29,8000,778022,769067,0.652,773531.541356912,1.79963563583545,109
Ashland Sewage Utility,2021-11-30,8000,1441977,1334252,0.675,1387069.1028943,2.06831188372426,109
Ashland Sewage Utility,2021-12-06,8000,946440,1139316,0.65,1038409.4736856,1.92619201130926,109
Ashland Sewage Utility,2021-12-07,8000,1188685,1351524,0.623,1267492.13249629,1.99434333195343,109
Ashland Sewage Utility,2021-12-13,8000,676150,639947,0.634,657799.486203813,1.71709280081639,109
Ashland Sewage Utility,2021-12-14,8000,752474,707424,0.669,729601.37539344,1.78542177479857,109
Ashland Sewage Utility,2021-12-20,8000,177145,199231,0.786,187863.715216643,1.26617546579567,109
Ashland Sewage Utility,2021-12-21,8000,366033,209185,0.709,276710.341521599,1.38958163856387,109
Ashland Sewage Utility,2021-12-28,8000,629501,520628,0.637,572482.180183803,1.65881141815745,109
Ashland Sewage Utility,2022-01-03,8000,282030,304472,0.56,293036.240352623,1.31201937371953,109
Ashland Sewage Utility,2022-01-04,8000,468740,638299,0.635,546988.366658743,1.63766182816246,109
Ashland Sewage Utility,2022-01-10,8000,614720,654560,0.557,634327.299743594,1.64507861084973,109
Ashland Sewage Utility,2022-01-17,8000,527200,478400,0.613,502207.606473657,1.58525377380963,109
Ashland Sewage Utility,2022-01-24,8000,303200,303200,0.535,303200,1.3069929919893,109
Ashland Sewage Utility,2022-01-31,8000,427200,459520,0.535,443065.394721818,1.47173162615263,109
