WWTP,date,population_served,n1_sars_cov2_conc,n2_sars_cov2_conc,average_flow_rate,geoMean,sars_cov2_adj_load_log10,n
Platteville WWTF,2021-10-27,14000,401367,398525,1.029,399943.47559999,1.46828595548804,150
Platteville WWTF,2021-11-01,14000,323624,373981,0.893,347892.551147621,1.34616855322229,150
Platteville WWTF,2021-11-03,14000,311517,293134,0.95,302185.744663775,1.31186954265172,150
Platteville WWTF,2021-11-08,14000,1125958,1142285,0.923,1134092.11884661,1.87372199775457,150
Platteville WWTF,2021-11-10,14000,293724,260484,0.937,276605.138086768,1.26747179830751,150
Platteville WWTF,2021-11-15,14000,240154,215511,0.888,227499.074050863,1.15926456346528,150
Platteville WWTF,2021-11-17,14000,608037,668549,0.992,637575.507930629,1.65491526203012,150
Platteville WWTF,2021-11-22,14000,308362,326920,0.853,317505.440961253,1.28657216750847,150
Platteville WWTF,2021-11-24,14000,588936,467196,0.927,524546.035592683,1.54073530753831,150
Platteville WWTF,2021-11-29,14000,641997,470810,0.797,549780.508539544,1.49551962438325,150
Platteville WWTF,2021-12-01,14000,229547,241524,0.949,235459.3587607,1.20305413369536,150
Platteville WWTF,2021-12-06,14000,300618,384056,0.841,339785.442018931,1.30987272786552,150
Platteville WWTF,2021-12-08,14000,278444,263549,0.877,270894.144927497,1.22967117603526,150
Platteville WWTF,2021-12-13,14000,750099,674411,0.878,711248.913313054,1.64938809609144,150
Platteville WWTF,2021-12-15,14000,404410,477074,0.959,439241.956488676,1.47839438882067,150
Platteville WWTF,2021-12-20,14000,1954151,1378067,0.771,1641021.33018343,1.95604056847198,150
Platteville WWTF,2021-12-22,14000,1398051,1315190,0.816,1355987.71922536,1.89781787934943,150
Platteville WWTF,2021-12-27,14000,47698017,60257545,0.672,53611243.2777702,3.41049711627435,150
Platteville WWTF,2021-12-29,14000,732760,953223,0.74,835753.364025536,1.6451818174176,150
Platteville WWTF,2022-01-04,14000,1495483,1559359,0.787,1527087.05560521,1.93371049253966,150
Platteville WWTF,2022-01-05,14000,2412905,2637142,0.769,2522533.07560278,2.14163517356439,150
Platteville WWTF,2022-01-10,14000,371680,460640,0.687,413776.117242163,1.3075941213764,150
Platteville WWTF,2022-01-12,14000,489600,591040,0.792,537934.181847556,1.48332628736008,150
Platteville WWTF,2022-01-17,14000,443840,502560,0.645,472288.291618583,1.33763885818084,150
Platteville WWTF,2022-01-19,14000,289920,273280,0.875,281477.0640745,1.24532302984689,150
Platteville WWTF,2022-01-24,14000,12500,30560,0.785,19544.8202856921,0.039773302522869,150
Platteville WWTF,2022-01-26,14000,415360,431680,0.783,423441.382956366,1.37442702576774,150
Platteville WWTF,2022-01-31,14000,43040,34400,0.849,38478.2535986237,0.367995007180646,150
Platteville WWTF,2022-02-02,14000,66400,41600,0.94,52557.0166581019,0.547630522918841,150
Platteville WWTF,2022-02-07,14000,141120,99680,0.865,118603.716636537,0.864986370337996,150
Platteville WWTF,2022-02-09,14000,210240,177920,0.923,193406.051611629,1.1055437242385,150
Platteville WWTF,2022-02-14,14000,97600,64960,0.785,79624.7197797267,0.64978953801692,150
Platteville WWTF,2022-02-16,14000,113280,194240,0.927,148335.792039548,0.992197653336688,150
Platteville WWTF,2022-02-21,14000,95680,111680,0.969,103370.897258368,0.854594027334238,150
Platteville WWTF,2022-02-23,14000,12500,12500,0.9,12500,-0.0949755132308567,150
Platteville WWTF,2022-02-28,14000,198400,60000,0.886,109105.453575887,0.839152145309714,150
Platteville WWTF,2022-03-02,14000,60000,60000,1.067,60000,0.660187634129875,150
Platteville WWTF,2022-03-07,14000,62400,25000,0.998,39496.835316263,0.449564804786364,150
Platteville WWTF,2022-03-09,14000,81600,25000,0.958,45166.3591625449,0.490052557113256,150
Platteville WWTF,2022-03-14,14000,25000,25000,0.74,25000,0.121043692724776,150
Platteville WWTF,2022-03-16,14000,67200,25000,0.828,40987.8030638384,0.384556941969574,150
Platteville WWTF,2022-03-21,14000,294080,326720,0.92,309970.672161093,1.30898039672373,150
Platteville WWTF,2022-03-23,14000,128000,60000,1.194,87635.6092008266,0.873556901130868,150
Platteville WWTF,2022-03-28,14000,63040,63040,0.912,63040,0.613483007131677,150
Platteville WWTF,2022-03-30,14000,25000,25000,1.065,25000,0.279161580768556,150
Platteville WWTF,2022-04-04,14000,25000,25000,1.046,25000,0.271343657525055,150
Platteville WWTF,2022-04-06,14000,60000,60000,1.204,60000,0.712649701627211,150
Platteville WWTF,2022-04-11,14000,25000,65280,0.962,40398.0197534483,0.443407113568496,150
Platteville WWTF,2022-04-13,14000,60000,60000,1.033,60000,0.646123536225026,150
Plymouth Utilities WWTF,2020-09-22,9000,10000,16500,1.637,12845.2325786651,0.36854814207957,111
Plymouth Utilities WWTF,2020-09-29,9000,95122,46363,1.729,66408.8946301623,1.10577873534259,111
Plymouth Utilities WWTF,2020-10-06,9000,10000,16500,1.59,12845.2325786651,0.35589658698808,111
Plymouth Utilities WWTF,2020-10-13,9000,57917,16500,1.65,30913.2738479767,0.753386435917476,111
Plymouth Utilities WWTF,2020-10-20,9000,351645,233797,1.51,286729.04642711,1.68220612823332,111
Plymouth Utilities WWTF,2020-10-27,9000,273284,165820,2.15,212875.439823386,1.70632150874663,111
Plymouth Utilities WWTF,2020-11-03,9000,508241,234831,1.82,345471.767690212,1.84424144071231,111
Plymouth Utilities WWTF,2020-11-09,9000,590759,220213,1.67,360683.811207268,1.82560061175844,111
Plymouth Utilities WWTF,2020-11-17,9000,117252,76477,1.818,94694.6735777678,1.28167692077471,111
Plymouth Utilities WWTF,2020-11-24,9000,292789,222465,1.64,255216.192442799,1.66750956377296,111
Plymouth Utilities WWTF,2020-12-01,9000,390197,205163,1.8,282938.133009674,1.75272147913945,111
Plymouth Utilities WWTF,2020-12-08,9000,32380,54788,1.679,42119.3000891515,0.895289332451848,111
Plymouth Utilities WWTF,2020-12-15,9000,134578,108431,1.71,120799.11886268,1.36081736740291,111
Plymouth Utilities WWTF,2020-12-22,9000,237173,216795,1.65,226755.199576548,1.61879868914624,111
Plymouth Utilities WWTF,2020-12-29,9000,20000,33000,1.6,25690.4651573303,0.659649440987534,111
Plymouth Utilities WWTF,2021-01-05,9000,20000,33000,1.541,25690.4651573303,0.643332097050029,111
Plymouth Utilities WWTF,2021-01-12,9000,45052,33000,1.48,38557.9563773808,0.802133213615201,111
Plymouth Utilities WWTF,2021-01-19,9000,20000,33000,1.61,25690.4651573303,0.662355334363459,111
Plymouth Utilities WWTF,2021-01-25,9000,104627,33000,1.44,58759.6034704115,0.973198839018643,111
Plymouth Utilities WWTF,2021-01-26,9000,82140,33000,1.51,52063.6149340401,0.941268757051605,111
Plymouth Utilities WWTF,2021-01-27,9000,170581,72502,1.482,111209.098827389,1.26274601570244,111
Plymouth Utilities WWTF,2021-01-28,9000,185424,137252,1.51,159529.98103178,1.42757675141058,111
Plymouth Utilities WWTF,2021-01-29,9000,523731,297673,1.48,394842.472339286,1.81244306857147,111
Plymouth Utilities WWTF,2021-01-30,9000,431435,279830,1.52,347460.006403615,1.76850590182642,111
Plymouth Utilities WWTF,2021-02-01,9000,310872,144766,1.48,212140.745619506,1.54264329690604,111
Plymouth Utilities WWTF,2021-02-02,9000,139135,75640,1.536,102587.384214629,1.24324266252078,111
Plymouth Utilities WWTF,2021-02-03,9000,53216,33000,1.54,41906.1809283547,0.855556295105795,111
Plymouth Utilities WWTF,2021-02-04,9000,81806,33000,1.56,51957.6558362673,0.954531637776112,111
Plymouth Utilities WWTF,2021-02-05,9000,55158,33000,1.55,42663.9660603653,0.866150413920086,111
Plymouth Utilities WWTF,2021-02-06,9000,20000,33000,1.519,25690.4651573303,0.637087232194396,111
Plymouth Utilities WWTF,2021-02-08,9000,93822,33000,1.438,55642.8432055732,0.948925689820854,111
Plymouth Utilities WWTF,2021-02-09,9000,118872,83833,1.571,99826.8319441221,1.24118096437359,111
Plymouth Utilities WWTF,2021-02-10,9000,88202,33000,1.57,53950.5885046679,0.973653329392654,111
Plymouth Utilities WWTF,2021-02-11,9000,123908,33000,1.55,63945.0076237387,1.04189583221183,111
Plymouth Utilities WWTF,2021-02-12,9000,20000,33000,1.57,25690.4651573303,0.651429110740843,111
Plymouth Utilities WWTF,2021-02-13,9000,20000,33000,1.54,25690.4651573303,0.643050179168072,111
Plymouth Utilities WWTF,2021-02-15,9000,40234,33000,1.54,36437.9198089024,0.794831787126697,111
Plymouth Utilities WWTF,2021-02-16,9000,123128,33000,1.59,63743.4231901614,1.05158999740569,111
Plymouth Utilities WWTF,2021-02-17,9000,74975,33000,1.55,49741.0796022764,0.932804395885693,111
Plymouth Utilities WWTF,2021-02-18,9000,147887,83236,1.59,110948.286746574,1.29227521516476,111
Plymouth Utilities WWTF,2021-02-19,9000,49115,33000,1.58,40259.0983505592,0.849278621645437,111
Plymouth Utilities WWTF,2021-02-20,9000,109916,33000,1.57,60226.4725847364,1.02144457061259,111
Plymouth Utilities WWTF,2021-02-22,9000,20000,33000,1.468,25690.4651573303,0.622255513911661,111
Plymouth Utilities WWTF,2021-02-23,9000,53477,33000,1.536,42008.8205023659,0.855489194113962,111
Plymouth Utilities WWTF,2021-02-24,9000,50916,33000,1.689,40990.5842846867,0.886071248977748,111
Plymouth Utilities WWTF,2021-02-25,9000,58624,33000,1.651,43983.9970898508,0.906799257588281,111
Plymouth Utilities WWTF,2021-02-26,9000,62996,33000,1.62,45594.6049440063,0.914185962204926,111
Plymouth Utilities WWTF,2021-02-27,9000,82889,33000,1.66,52300.4493288538,0.984370998638243,111
Plymouth Utilities WWTF,2021-03-01,9000,58994,33000,1.73,44122.5792537109,0.928464485556291,111
Plymouth Utilities WWTF,2021-03-02,9000,48761,33000,1.78,40113.7507595587,0.899470764624882,111
Plymouth Utilities WWTF,2021-03-03,9000,60101,33000,1.759,44534.6269772185,0.939721149027242,111
Plymouth Utilities WWTF,2021-03-04,9000,127110,101336,1.824,113493.695683945,1.36175406268383,111
Plymouth Utilities WWTF,2021-03-05,9000,101901,73441,1.81,86508.4466453999,1.24049457928074,111
Plymouth Utilities WWTF,2021-03-06,9000,143909,81340,1.85,108192.227354834,1.34712528067549,111
Plymouth Utilities WWTF,2021-03-09,9000,160444,110191,1.99,132964.223774668,1.46834536953629,111
Plymouth Utilities WWTF,2021-03-16,9000,20000,33000,1.99,25690.4651573303,0.754382534741316,111
Plymouth Utilities WWTF,2021-03-23,9000,92130,33000,1.66,55138.824797052,1.00732308412104,111
Plymouth Utilities WWTF,2021-03-30,9000,20000,33000,2.055,25690.4651573303,0.768341284543697,111
Plymouth Utilities WWTF,2021-04-06,9000,71953,33000,1.8,48728.3182554046,0.988811418639753,111
Plymouth Utilities WWTF,2021-04-13,9000,48951,33000,1.92,40191.8275274962,0.933196473330417,111
Plymouth Utilities WWTF,2021-04-20,9000,20000,33000,1.73,25690.4651573303,0.693575561460405,111
Plymouth Utilities WWTF,2021-04-27,9000,240495,183634,1.661,210150.086438241,1.58865669598614,111
Plymouth Utilities WWTF,2021-05-04,9000,243658,274420,1.95,258581.95675646,1.74839031947263,111
Plymouth Utilities WWTF,2021-05-11,9000,46179,33000,1.76,39037.2514401309,0.882749390361124,111
Plymouth Utilities WWTF,2021-05-18,9000,64259,50000,1.679,56682.8898345877,1.02426017025054,111
Plymouth Utilities WWTF,2021-05-25,9000,125832,143547,1.72,134397.939359203,1.40967854746737,111
Plymouth Utilities WWTF,2021-06-02,9000,32000,50000,1.76,40000,0.893330149702787,111
Plymouth Utilities WWTF,2021-06-08,9000,56686,33000,1.679,43250.8728235628,0.906803062860993,111
Plymouth Utilities WWTF,2021-06-15,9000,20000,33000,1.63,25690.4651573303,0.667717062735567,111
Plymouth Utilities WWTF,2021-06-22,9000,20000,33000,1.61,25690.4651573303,0.662355334363459,111
Plymouth Utilities WWTF,2021-06-29,9000,20000,33000,1.73,25690.4651573303,0.693575561460405,111
Plymouth Utilities WWTF,2021-07-06,9000,20000,33000,1.507,25690.4651573303,0.633642710646241,111
Plymouth Utilities WWTF,2021-07-13,9000,20000,33000,1.8,25690.4651573303,0.710801963434916,111
Plymouth Utilities WWTF,2021-07-20,9000,20000,33000,1.97,25690.4651573303,0.749995684493202,111
Plymouth Utilities WWTF,2021-07-27,9000,109708,33000,1.75,60169.4606922814,1.06817165811081,111
Plymouth Utilities WWTF,2021-08-03,9000,196566,134850,1.56,162809.474847135,1.4505617643706,111
Plymouth Utilities WWTF,2021-08-10,9000,126218,96714,2.069,110485.508787352,1.40482330118063,111
Plymouth Utilities WWTF,2021-08-17,9000,261396,152065,1.59,199371.970798305,1.5468187167842,111
Plymouth Utilities WWTF,2021-08-24,9000,342389,326589,1.56,334395.695428335,1.76314276718046,111
Plymouth Utilities WWTF,2021-08-31,9000,274144,211879,1.75,241009.038369933,1.67082886912716,111
Plymouth Utilities WWTF,2021-09-07,9000,172057,145047,1.47,157975.794598413,1.41166537379709,111
Plymouth Utilities WWTF,2021-09-14,9000,508390,194836,1.6,314726.347864299,1.74781057537065,111
Plymouth Utilities WWTF,2021-09-21,9000,115933,82735,1.56,97937.3103316606,1.22983026166087,111
Plymouth Utilities WWTF,2021-09-28,9000,362576,264299,1.55,309561.745414384,1.7268364754255,111
Plymouth Utilities WWTF,2021-10-05,9000,230211,153876,1.589,188212.507118948,1.52152986760458,111
Plymouth Utilities WWTF,2021-10-12,9000,325240,303042,1.67,313944.867898808,1.76532734968729,111
Plymouth Utilities WWTF,2021-10-19,9000,101532,78265,1.441,89142.5935229618,1.15450673671295,111
Plymouth Utilities WWTF,2021-10-26,9000,205893,107250,1.565,148600.21618423,1.41229127368163,111
Plymouth Utilities WWTF,2021-11-02,9000,429554,358531,1.52,392439.071925821,1.82137331849021,111
Plymouth Utilities WWTF,2021-11-09,9000,337581,290958,1.45,313403.721416961,1.70322964185629,111
Plymouth Utilities WWTF,2021-11-16,9000,752631,560466,1.491,649479.858075676,2.03180082112059,111
Plymouth Utilities WWTF,2021-11-30,9000,492922,537749,1.44,514847.853815086,1.91579888934583,111
Plymouth Utilities WWTF,2021-12-07,9000,641097,576434,1.489,607906.331681123,2.00248885513841,111
Plymouth Utilities WWTF,2021-12-14,9000,185821,244342,1.66,213081.849959118,1.59441203723891,111
Plymouth Utilities WWTF,2021-12-21,9000,449369,440162,1.551,444741.675332996,1.8844771160897,111
Plymouth Utilities WWTF,2021-12-28,9000,908870,765655,1.42,834194.737366522,2.11931328065507,111
Plymouth Utilities WWTF,2022-01-04,9000,867588,773603,1.53,819248.850816405,2.14386476223593,111
Plymouth Utilities WWTF,2022-01-11,9000,1758400,1873600,1.51,1815086.28995979,2.4836317142577,111
Plymouth Utilities WWTF,2022-01-18,9000,438400,446720,1.536,442540.447868893,1.87810167729785,111
Plymouth Utilities WWTF,2022-01-25,9000,193920,219200,1.53,206172.898315952,1.54468049752754,111
Plymouth Utilities WWTF,2022-02-01,9000,324960,3e+05,1.489,312230.683950184,1.71312776870305,111
Plymouth Utilities WWTF,2022-02-08,9000,98400,90240,1.481,94231.7144065627,1.19050964161719,111
Plymouth Utilities WWTF,2022-02-15,9000,12500,12500,1.46,12500,0.307020359353169,111
Plymouth Utilities WWTF,2022-02-22,9000,60960,60960,1.529,60960,1.01520993430454,111
Plymouth Utilities WWTF,2022-03-01,9000,57600,12500,1.58,26832.8157299975,0.673080825730732,111
Plymouth Utilities WWTF,2022-03-08,9000,12500,12500,1.65,12500,0.360151447782638,111
Plymouth Utilities WWTF,2022-03-15,9000,60000,60000,1.61,60000,1.03073461697617,111
Plymouth Utilities WWTF,2022-03-22,9000,12500,12500,1.83,12500,0.405118593299161,111
Plymouth Utilities WWTF,2022-03-29,9000,12500,12500,2.07,12500,0.458637849025649,111
Plymouth Utilities WWTF,2022-04-05,9000,12500,12500,2.57,12500,0.552600626900026,111
Plymouth Utilities WWTF,2022-04-12,9000,72960,56640,2.26,64284.1691242875,1.20796996470911,111
Port Washington WWTP,2020-09-12,12000,1107.6,1846.8,1.764,1430.21525652609,-0.677281258775504,39
Port Washington WWTP,2020-09-13,12000,3691.2,1741.2,1.511,2535.17601755776,-0.49590866387741,39
Port Washington WWTP,2020-09-28,12000,7092,3672,0.993,5103.11904623045,-0.374396297823201,39
Port Washington WWTP,2020-10-04,12000,5472,1953.6,0.994,3269.57171507217,-0.567303993993878,39
Port Washington WWTP,2020-10-11,12000,7622.4,5539.2,0.887,6497.84564913633,-0.318488235384916,39
Port Washington WWTP,2020-10-19,12000,41322.736,16309.21067,0.923,25960.3776337093,0.30033146063525,39
Port Washington WWTP,2020-10-26,12000,30867.75467,21610.22933,1.19,25827.4903411245,0.408447923146031,39
Port Washington WWTP,2020-11-02,12000,187303.8267,142220.6587,0.93,163212.970104415,1.10205637053296,39
Port Washington WWTP,2020-11-09,12000,78079.73333,36273.81333,0.91,53218.8845398755,0.605925913834692,39
Port Washington WWTP,2020-11-16,12000,115070.1529,32772.48,0.93,61409.5618329279,0.677537701138756,39
Port Washington WWTP,2020-11-23,12000,78583.92533,7927.018667,0.9,24958.6907312272,0.272283063027208,39
Port Washington WWTP,2020-11-30,12000,19803.54133,5504.096,1.202,10440.3348902364,0.0194376511904222,39
Port Washington WWTP,2020-12-07,12000,38990.848,18332.98133,1.037,26736.0896247912,0.363695398736297,39
Port Washington WWTP,2020-12-14,12000,15910.05867,12730.848,1.648,14231.954841091,0.291040518347173,39
Port Washington WWTP,2020-12-21,12000,13347.08267,4929.877333,1.141,8111.68788332676,-0.11278436984191,39
Port Washington WWTP,2020-12-28,12000,10027.81867,4453.696,1,6682.87781567973,-0.254217725139576,39
Port Washington WWTP,2021-01-05,12000,14607.56267,9278.533333,0.944,11642.0254744388,-0.0381807065003946,39
Port Washington WWTP,2021-01-11,12000,22254.47467,11120.23467,0.928,15731.3375396999,0.0851323797758136,39
Port Washington WWTP,2021-01-18,12000,8865.376,6652.533333,1,7679.66205959469,-0.193839136547672,39
Port Washington WWTP,2021-01-25,12000,11827.504,7268.768,1,9272.07542004874,-0.112004290480159,39
Port Washington WWTP,2021-02-01,12000,1631.6215,4341.653333,0.976,2661.56625385683,-0.664594146928596,39
Port Washington WWTP,2021-02-08,12000,45820.78222,22805.35111,1,32325.8260012323,0.430368384896733,39
Port Washington WWTP,2021-02-15,12000,3501.333333,1750.6665,0.887,2475.81642522551,-0.737539186379617,39
Port Washington WWTP,2021-02-22,12000,1757.6695,1757.6695,0.937,1757.6695,-0.862504438472164,39
Port Washington WWTP,2021-03-01,12000,1750.6665,1750.6665,2,1750.6665,-0.534947829031495,39
Port Washington WWTP,2021-03-08,12000,1603.6105,1603.6105,2.552,1603.6105,-0.467201684770022,39
Port Washington WWTP,2021-03-15,12000,1995.76,1995.76,1.76,1995.76,-0.533560264199223,39
Port Washington WWTP,2021-03-22,12000,1841.7015,1841.7015,1.5,1841.7015,-0.637870745174518,39
Port Washington WWTP,2021-03-29,12000,1540.5865,1540.5865,1.5,1540.5865,-0.715403899127667,39
Port Washington WWTP,2021-04-05,12000,7086.698667,2128.8105,1.208,3884.10073667581,-0.40782382667096,39
Port Washington WWTP,2021-04-12,12000,1379.5255,1379.5255,2.2,1379.5255,-0.597028832569015,39
Port Washington WWTP,2021-04-19,12000,2023.7705,2023.7705,1.25,2023.7705,-0.676109972023395,39
Port Washington WWTP,2021-04-26,12000,1638.624,1638.624,1.109,1638.624,-0.81977038846258,39
Port Washington WWTP,2021-05-03,12000,2773.056,1386.528,2.1,1960.84670221004,-0.464518309194442,39
Port Washington WWTP,2021-05-10,12000,15363.85067,5588.128,1.35,9265.80617738391,0.018035733814946,39
Port Washington WWTP,2021-05-17,12000,4411.68,1659.632,1.012,2705.87606917981,-0.64169283178626,39
Port Washington WWTP,2021-05-24,12000,15882.048,8403.2,1.2,11552.4900239559,0.0626756021599886,39
Port Washington WWTP,2021-05-31,12000,1428.544,2857.088,1.095,2020.26629924671,-0.734358507587857,39
Port Washington WWTP,2021-06-07,12000,2252.5245,2252.5245,0.963,2252.5245,-0.742885435561916,39
Portage WWTF,2020-09-22,10693,30207,16500,1.78,22325.2211635182,0.570116205380528,120
Portage WWTF,2020-09-29,10693,10000,16500,1.634,12845.2325786651,0.292894457479807,120
Portage WWTF,2020-10-06,10693,110000,88000,1.678,98386.9910099907,1.18863006832334,120
Portage WWTF,2020-10-13,10693,274161,358572,1.793,313538.607019933,1.72077174727827,120
Portage WWTF,2020-10-20,10693,474610,451878,1.586,463104.542819437,1.83688265738026,120
Portage WWTF,2020-10-27,10693,395807,316188,1.775,353764.644525142,1.76881321762943,120
Portage WWTF,2020-11-03,10693,239999,141517,1.737,184293.07768606,1.47620927442154,120
Portage WWTF,2020-11-10,10693,1082135,638565,1.645,831272.239567159,2.10680961289192,120
Portage WWTF,2020-11-17,10693,256986,214057,1.776,234541.365652202,1.59056284418691,120
Portage WWTF,2020-11-24,10693,1586853,1262318,1.669,1415313.78331944,2.34420950601044,120
Portage WWTF,2020-12-01,10693,180027,210487,1.772,194662.125615128,1.5086456120759,120
Portage WWTF,2020-12-08,10693,415958,610829,1.636,504062.703621286,1.88716829701855,120
Portage WWTF,2020-12-15,10693,104737,80454,1.569,91796.0271362546,1.12934726242936,120
Portage WWTF,2020-12-22,10693,49924,75556,1.561,61417.080230177,0.952592502464072,120
Portage WWTF,2020-12-29,10693,69014,114606,1.69,88934.9115027389,1.14785941503368,120
Portage WWTF,2021-01-05,10693,20000,33000,1.756,25690.4651573303,0.625196912517475,120
Portage WWTF,2021-01-12,10693,177387,136098,1.632,155377.012218668,1.37500735363534,120
Portage WWTF,2021-01-19,10693,20000,33000,1.673,25690.4651573303,0.604168341909786,120
Portage WWTF,2021-01-26,10693,445500,291145,1.589,360145.93916911,1.72850285263027,120
Portage WWTF,2021-02-02,10693,116941,92333,1.708,103911.08387944,1.22005017442964,120
Portage WWTF,2021-02-09,10693,137401,133012,1.711,135188.689660045,1.33509080130762,120
Portage WWTF,2021-02-16,10693,156481,114855,1.675,134062.02018096,1.32222100404111,120
Portage WWTF,2021-02-24,10693,53369,33000,1.695,41966.3794006583,0.82297163830465,120
Portage WWTF,2021-03-02,10693,20000,33000,1.82,25690.4651573303,0.640743788932466,120
Portage WWTF,2021-03-09,10693,97025,33000,1.673,56584.6710691155,0.947095169783822,120
Portage WWTF,2021-03-16,10693,20000,33000,1.641,25690.4651573303,0.595780982000485,120
Portage WWTF,2021-03-23,10693,20000,33000,1.531,25690.4651573303,0.565647591645652,120
Portage WWTF,2021-03-30,10693,20000,33000,1.789,25690.4651573303,0.633282741514764,120
Portage WWTF,2021-04-07,10693,20000,33000,1.562,25690.4651573303,0.574353430488673,120
Portage WWTF,2021-04-13,10693,61759,33000,1.668,45144.733912163,0.847703577067376,120
Portage WWTF,2021-04-20,10693,44205,33000,1.664,38193.7822164813,0.774046422522909,120
Portage WWTF,2021-04-28,10693,85572,70213,1.534,77513.0107530342,1.04610039883117,120
Portage WWTF,2021-05-04,10693,85618,100747,1.716,92874.9516608219,1.173316317418,120
Portage WWTF,2021-05-11,10693,54301,84010,1.669,67541.2985513308,1.02292617599602,120
Portage WWTF,2021-05-18,10693,50035,33000,1.585,40634.4066032716,0.779823621729587,120
Portage WWTF,2021-05-25,10693,32000,50000,1.697,40000,0.802642266822095,120
Portage WWTF,2021-06-01,10693,32000,50000,1.442,40000,0.73192568488783,120
Portage WWTF,2021-06-08,10693,20000,33000,1.641,25690.4651573303,0.595780982000485,120
Portage WWTF,2021-06-22,10693,20000,33000,1.537,25690.4651573303,0.567346268447137,120
Portage WWTF,2021-06-23,10693,20000,33000,1.545,25690.4651573303,0.569600884708245,120
Portage WWTF,2021-06-29,10693,20000,33000,1.504,25690.4651573303,0.557920237203015,120
Portage WWTF,2021-06-30,10693,20000,33000,1.601,25690.4651573303,0.585063732866691,120
Portage WWTF,2021-07-06,10693,20000,33000,1.498,25690.4651573303,0.556184214310839,120
Portage WWTF,2021-07-07,10693,20000,33000,1.533,25690.4651573303,0.566214555801767,120
Portage WWTF,2021-07-13,10693,20000,33000,1.623,25690.4651573303,0.590990920773623,120
Portage WWTF,2021-07-14,10693,20000,33000,1.538,25690.4651573303,0.567628736412804,120
Portage WWTF,2021-07-14,10693,346425,300112,1.712,322438.055446314,1.71285048687085,120
Portage WWTF,2021-07-20,10693,67339,33000,1.479,47140.0784895401,0.814258908474632,120
Portage WWTF,2021-07-27,10693,198087,139319,1.5,166124.299104616,1.36742485385402,120
Portage WWTF,2021-07-28,10693,132287,120709,1.478,126365.467921422,1.24220327709835,120
Portage WWTF,2021-08-03,10693,330202,245291,1.412,284597.222020876,1.57496578647363,120
Portage WWTF,2021-08-04,10693,109657,77808,1.525,92369.8644364059,1.11970058310457,120
Portage WWTF,2021-08-10,10693,98219,97530,1.748,97873.8937102229,1.20410872764418,120
Portage WWTF,2021-08-11,10693,20000,33000,1.642,25690.4651573303,0.596045553730813,120
Portage WWTF,2021-08-17,10693,43460,33000,1.594,37870.5690477447,0.751690581167747,120
Portage WWTF,2021-08-18,10693,20000,33000,1.589,25690.4651573303,0.581796298154771,120
Portage WWTF,2021-08-24,10693,140314,99750,1.643,118306.050141149,1.25954495151611,120
Portage WWTF,2021-08-25,10693,20000,33000,1.497,25690.4651573303,0.555894201290444,120
Portage WWTF,2021-08-31,10693,123710,122556,1.703,123131.648084479,1.29248477356623,120
Portage WWTF,2021-09-01,10693,60947,33000,1.613,44846.9731420081,0.830267937085245,120
Portage WWTF,2021-09-07,10693,284942,287911,1.405,286422.653018228,1.57558412053578,120
Portage WWTF,2021-09-08,10693,330200,256806,1.597,291199.830357093,1.63839646695113,120
Portage WWTF,2021-09-16,10693,204113,243921,1.472,223131.008766151,1.4873681720464,120
Portage WWTF,2021-09-21,10693,188668,157911,1.65,172605.772058758,1.42543969212618,120
Portage WWTF,2021-09-22,10693,123625,128077,1.553,125831.312180236,1.26186061439411,120
Portage WWTF,2021-09-28,10693,121213,98321,1.56,109168.600673454,1.20212277507221,120
Portage WWTF,2021-09-29,10693,337485,312319,1.51,324658.247569656,1.66130382057073,120
Portage WWTF,2021-10-05,10693,513290,390220,1.493,447544.437793612,1.79579640486714,120
Portage WWTF,2021-10-06,10693,390682,222210,1.453,294641.217788686,1.60245954831799,120
Portage WWTF,2021-10-12,10693,891232,795924,1.502,842230.929358451,2.07300155187573,120
Portage WWTF,2021-10-13,10693,400609,393248,1.515,396911.436005565,1.7500066782063,120
Portage WWTF,2021-10-19,10693,324960,320982,1.428,322964.875365728,1.6347839330272,120
Portage WWTF,2021-10-20,10693,401051,336956,1.383,367609.222893006,1.67710901208606,120
Portage WWTF,2021-10-26,10693,47408,33000,1.364,39553.3058036873,0.702897590503849,120
Portage WWTF,2021-10-27,10693,730885,563516,1.587,641767.396850292,1.97885501016716,120
Portage WWTF,2021-11-02,10693,432540,390518,1.352,410992.28182534,1.71571079095951,120
Portage WWTF,2021-11-03,10693,293745,223489,1.327,256220.171541977,1.50238467366081,120
Portage WWTF,2021-11-09,10693,362875,424967,1.413,392695.683863472,1.71509872297081,120
Portage WWTF,2021-11-10,10693,325176,376808,1.41,350041.309287918,1.66423884543113,120
Portage WWTF,2021-11-16,10693,1010747,914481,1.415,961409.86436951,2.1045654468511,120
Portage WWTF,2021-11-17,10693,608498,528485,1.487,567082.062430121,1.89685731188192,120
Portage WWTF,2021-11-23,10693,491895,558207,1.508,524003.084213252,1.86863561790168,120
Portage WWTF,2021-11-24,10693,792284,871481,1.387,830939.499966153,2.03254629855448,120
Portage WWTF,2021-11-30,10693,2521255,2593606,1.487,2557174.63141061,2.55097178903969,120
Portage WWTF,2021-12-01,10693,786691,703755,1.386,744068.360236477,1.98427650102722,120
Portage WWTF,2021-12-07,10693,680296,708638,1.428,694322.401228709,1.9671898179329,120
