"Date","Site","FirstConfirmed"
2021-10-07,"Sturgeon Bay Utilities WWTF",21
2021-10-07,"Sun Prairie WWTF",19
2021-10-07,"Superior WWTP",13
2021-10-07,"Viroqua WWTF",1
2021-10-07,"Washburn WWTP",3
2021-10-07,"Watertown WWTP",11
2021-10-07,"Waukesha WWTP",23
2021-10-07,"Waupaca WWTF",1
2021-10-07,"Wausau Water Works WWTF",27
2021-10-07,"Whitewater WWTF",1
2021-10-07,"Wisconsin Rapids WWTF",12
2020-10-08,"Algoma WWTF",1
2020-10-08,"Appleton WWTF",57
2020-10-08,"Ashland Sewage Utility",2
2020-10-08,"Baraboo WWTF",3
2020-10-08,"Beloit WWTF",24
2020-10-08,"Berlin WWTF",7
2020-10-08,"Burlington WPCC",1
2020-10-08,"Cedarburg WWTF",2
2020-10-08,"Chippewa Falls WWTF",7
2020-10-08,"Clintonville Wastewater Utility",3
2020-10-08,"Columbus WWTF",2
2020-10-08,"De Pere WWTF",40
2020-10-08,"Eau Claire WWTF",33
2020-10-08,"Fox River WPCC",12
2020-10-08,"Grafton Water & Wastewater Utility",3
2020-10-08,"Green Bay MSD",132
2020-10-08,"Hartford WPCF",2
2020-10-08,"Heart of the Valley MSD",53
2020-10-08,"Hudson WWTF",7
2020-10-08,"Janesville WW Utility",39
2020-10-08,"Kenosha WWTF",33
2020-10-08,"La Crosse WWTP",24
2020-10-08,"Lac du Flambeau Tribal Water & Sewer",4
2020-10-08,"Lodi WWTF",2
2020-10-08,"Madison MSD WWTF",123
2020-10-08,"Manitowoc WWTF",30
2020-10-08,"Marinette Wastewater Utility",10
2020-10-08,"Marshfield WWTF",12
2020-10-08,"Mauston WWTF",4
2020-10-08,"Menomonie WWTF",13
2020-10-08,"Merrill WWTP",5
2020-10-08,"Milwaukee MSD Jones Island",146
2020-10-08,"Milwaukee MSD South Shore",193
2020-10-08,"Monroe WWTF",3
2020-10-08,"New Richmond WWTF",4
2020-10-08,"Oconomowoc WWTP",12
2020-10-08,"Oshkosh WWTP",65
2020-10-08,"Platteville WWTF",4
2020-10-08,"Plymouth Utilities WWTF",4
2020-10-08,"Port Washington WWTP",4
2020-10-08,"Portage WWTF",4
2020-10-08,"Racine Wastewater Utility",38
2020-10-08,"Rhinelander WWTP",3
2020-10-08,"Rib Lake WWTF",1
2020-10-08,"Rib Mountain MSD WWTF",39
2020-10-08,"River Falls Municipal Utility WWTF",4
2020-10-08,"Sheboygan WWTP",15
2020-10-08,"South Milwaukee WWTF",2
2020-10-08,"Sparta WWTF",9
2020-10-08,"Spencer WWTP",1
2020-10-08,"Stevens Point WWTF",16
2020-10-08,"Sturgeon Bay Utilities WWTF",5
2020-10-08,"Sun Prairie WWTF",21
2020-10-08,"Superior WWTP",10
2020-10-08,"Washburn WWTP",1
2020-10-08,"Watertown WWTP",15
2020-10-08,"Waukesha WWTP",32
2020-10-08,"Waupaca WWTF",5
2020-10-08,"Wausau Water Works WWTF",42
2020-10-08,"Whitewater WWTF",3
2020-10-08,"Wisconsin Rapids WWTF",12
2021-10-08,"Appleton WWTF",23
2021-10-08,"Baraboo WWTF",3
2021-10-08,"Beloit WWTF",12
2021-10-08,"Berlin WWTF",3
2021-10-08,"Black River Falls WWTF",2
2021-10-08,"Burlington WPCC",3
2021-10-08,"Cedarburg WWTF",8
2021-10-08,"Chippewa Falls WWTF",8
2021-10-08,"Clintonville Wastewater Utility",1
2021-10-08,"Columbus WWTF",4
2021-10-08,"De Pere WWTF",34
2021-10-08,"Eau Claire WWTF",49
2021-10-08,"Fox River WPCC",14
2021-10-08,"Grafton Water & Wastewater Utility",5
2021-10-08,"Green Bay MSD",74
2021-10-08,"Hartford WPCF",20
2021-10-08,"Hayward WPCF",1
2021-10-08,"Heart of the Valley MSD",23
2021-10-08,"Hudson WWTF",12
2021-10-08,"Janesville WW Utility",22
2021-10-08,"Kenosha WWTF",57
2021-10-08,"La Crosse WWTP",17
2021-10-08,"Lac du Flambeau Tribal Water & Sewer",1
2021-10-08,"Lake Geneva WWTP",3
2021-10-08,"Madison MSD WWTF",100
2021-10-08,"Manitowoc WWTF",21
2021-10-08,"Marinette Wastewater Utility",14
2021-10-08,"Marshfield WWTF",8
2021-10-08,"Menomonie WWTF",8
2021-10-08,"Merrill WWTP",3
2021-10-08,"Milwaukee MSD Jones Island",179
2021-10-08,"Milwaukee MSD South Shore",281
2021-10-08,"Monroe WWTF",6
2021-10-08,"New Richmond WWTF",8
2021-10-08,"Oconomowoc WWTP",6
2021-10-08,"Oshkosh WWTP",45
2021-10-08,"Peshtigo WWTF",3
2021-10-08,"Platteville WWTF",8
2021-10-08,"Plymouth Utilities WWTF",2
2021-10-08,"Port Washington WWTP",17
2021-10-08,"Portage WWTF",4
2021-10-08,"Racine Wastewater Utility",40
2021-10-08,"Rhinelander WWTP",12
2021-10-08,"Rib Mountain MSD WWTF",29
2021-10-08,"River Falls Municipal Utility WWTF",10
2021-10-08,"Sheboygan WWTP",11
2021-10-08,"South Milwaukee WWTF",4
2021-10-08,"Sparta WWTF",7
2021-10-08,"Spencer WWTP",1
2021-10-08,"Spooner WWTP",1
2021-10-08,"Stevens Point WWTF",15
2021-10-08,"Sturgeon Bay Utilities WWTF",4
2021-10-08,"Sun Prairie WWTF",22
2021-10-08,"Superior WWTP",1
2021-10-08,"Viroqua WWTF",3
2021-10-08,"Watertown WWTP",3
2021-10-08,"Waukesha WWTP",24
2021-10-08,"Waupaca WWTF",12
2021-10-08,"Wausau Water Works WWTF",30
2021-10-08,"Whitewater WWTF",1
2021-10-08,"Wisconsin Rapids WWTF",20
2020-10-09,"Appleton WWTF",54
2020-10-09,"Ashland Sewage Utility",3
2020-10-09,"Baraboo WWTF",11
2020-10-09,"Beloit WWTF",15
2020-10-09,"Berlin WWTF",3
2020-10-09,"Black River Falls WWTF",1
2020-10-09,"Burlington WPCC",1
2020-10-09,"Cedarburg WWTF",4
2020-10-09,"Chippewa Falls WWTF",2
2020-10-09,"Clintonville Wastewater Utility",3
2020-10-09,"Columbus WWTF",3
2020-10-09,"De Pere WWTF",59
2020-10-09,"Eau Claire WWTF",27
2020-10-09,"Fox River WPCC",4
2020-10-09,"Grafton Water & Wastewater Utility",2
2020-10-09,"Green Bay MSD",179
2020-10-09,"Hartford WPCF",5
2020-10-09,"Hayward WPCF",2
2020-10-09,"Heart of the Valley MSD",40
2020-10-09,"Hudson WWTF",6
2020-10-09,"Janesville WW Utility",33
2020-10-09,"Kenosha WWTF",20
2020-10-09,"La Crosse WWTP",15
2020-10-09,"Lake Geneva WWTP",2
2020-10-09,"Lodi WWTF",1
2020-10-09,"Madison MSD WWTF",131
2020-10-09,"Manitowoc WWTF",40
2020-10-09,"Marinette Wastewater Utility",9
2020-10-09,"Marshfield WWTF",9
2020-10-09,"Mauston WWTF",7
2020-10-09,"Menomonie WWTF",6
2020-10-09,"Merrill WWTP",6
2020-10-09,"Milwaukee MSD Jones Island",162
2020-10-09,"Milwaukee MSD South Shore",164
2020-10-09,"Monroe WWTF",4
2020-10-09,"Oconomowoc WWTP",13
2020-10-09,"Oshkosh WWTP",61
2020-10-09,"Peshtigo WWTF",4
2020-10-09,"Platteville WWTF",12
2020-10-09,"Plymouth Utilities WWTF",4
2020-10-09,"Portage WWTF",9
2020-10-09,"Racine Wastewater Utility",16
2020-10-09,"Rhinelander WWTP",3
2020-10-09,"Rib Mountain MSD WWTF",37
2020-10-09,"River Falls Municipal Utility WWTF",1
2020-10-09,"Sheboygan WWTP",11
2020-10-09,"South Milwaukee WWTF",4
2020-10-09,"Sparta WWTF",15
2020-10-09,"Spencer WWTP",1
2020-10-09,"Stevens Point WWTF",9
2020-10-09,"Sun Prairie WWTF",12
2020-10-09,"Superior WWTP",5
2020-10-09,"Viroqua WWTF",4
2020-10-09,"Watertown WWTP",15
2020-10-09,"Waukesha WWTP",32
2020-10-09,"Waupaca WWTF",11
2020-10-09,"Wausau Water Works WWTF",34
2020-10-09,"Whitewater WWTF",6
2020-10-09,"Wisconsin Rapids WWTF",7
2021-10-09,"Appleton WWTF",6
2021-10-09,"Ashland Sewage Utility",3
2021-10-09,"Baraboo WWTF",8
2021-10-09,"Beloit WWTF",4
2021-10-09,"Black River Falls WWTF",1
2021-10-09,"Burlington WPCC",3
2021-10-09,"Cedarburg WWTF",3
2021-10-09,"Chippewa Falls WWTF",3
2021-10-09,"Clintonville Wastewater Utility",2
2021-10-09,"Columbus WWTF",2
2021-10-09,"Eau Claire WWTF",42
2021-10-09,"Fox River WPCC",1
2021-10-09,"Grafton Water & Wastewater Utility",6
2021-10-09,"Hartford WPCF",9
2021-10-09,"Hayward WPCF",1
2021-10-09,"Hudson WWTF",4
2021-10-09,"Janesville WW Utility",2
2021-10-09,"Kenosha WWTF",14
2021-10-09,"La Crosse WWTP",6
2021-10-09,"Madison MSD WWTF",38
2021-10-09,"Manitowoc WWTF",4
2021-10-09,"Marshfield WWTF",9
2021-10-09,"Mauston WWTF",4
2021-10-09,"Menomonie WWTF",6
2021-10-09,"Merrill WWTP",2
2021-10-09,"Milwaukee MSD Jones Island",30
2021-10-09,"Milwaukee MSD South Shore",60
2021-10-09,"Monroe WWTF",4
2021-10-09,"New Richmond WWTF",2
2021-10-09,"Oconomowoc WWTP",2
2021-10-09,"Oshkosh WWTP",5
2021-10-09,"Platteville WWTF",1
2021-10-09,"Port Washington WWTP",6
2021-10-09,"Portage WWTF",9
2021-10-09,"Racine Wastewater Utility",4
2021-10-09,"Rhinelander WWTP",1
2021-10-09,"Rib Mountain MSD WWTF",12
2021-10-09,"River Falls Municipal Utility WWTF",6
2021-10-09,"Sparta WWTF",9
2021-10-09,"Spencer WWTP",3
2021-10-09,"Stevens Point WWTF",6
2021-10-09,"Sturgeon Bay Utilities WWTF",4
2021-10-09,"Sun Prairie WWTF",13
2021-10-09,"Superior WWTP",7
2021-10-09,"Watertown WWTP",1
2021-10-09,"Waukesha WWTP",3
2021-10-09,"Waupaca WWTF",6
2021-10-09,"Wausau Water Works WWTF",12
2021-10-09,"Wisconsin Rapids WWTF",15
2020-11-01,"Appleton WWTF",36
2020-11-01,"Ashland Sewage Utility",4
2020-11-01,"Baraboo WWTF",4
2020-11-01,"Beloit WWTF",27
2020-11-01,"Berlin WWTF",7
2020-11-01,"Black River Falls WWTF",1
2020-11-01,"Burlington WPCC",8
2020-11-01,"Chippewa Falls WWTF",2
2020-11-01,"Clintonville Wastewater Utility",2
2020-11-01,"Columbus WWTF",2
2020-11-01,"De Pere WWTF",37
2020-11-01,"Eau Claire WWTF",78
2020-11-01,"Fox River WPCC",7
2020-11-01,"Grafton Water & Wastewater Utility",2
2020-11-01,"Green Bay MSD",117
2020-11-01,"Hartford WPCF",4
2020-11-01,"Hayward WPCF",1
2020-11-01,"Heart of the Valley MSD",27
2020-11-01,"Hudson WWTF",10
2020-11-01,"Janesville WW Utility",33
2020-11-01,"Kenosha WWTF",16
2020-11-01,"La Crosse WWTP",10
2020-11-01,"Lodi WWTF",2
2020-11-01,"Madison MSD WWTF",136
2020-11-01,"Manitowoc WWTF",17
2020-11-01,"Marinette Wastewater Utility",4
2020-11-01,"Marshfield WWTF",6
2020-11-01,"Mauston WWTF",8
2020-11-01,"Menomonie WWTF",21
2020-11-01,"Merrill WWTP",10
2020-11-01,"Milwaukee MSD Jones Island",315
2020-11-01,"Milwaukee MSD South Shore",243
2020-11-01,"Monroe WWTF",3
2020-11-01,"New Richmond WWTF",14
2020-11-01,"Oconomowoc WWTP",5
2020-11-01,"Oshkosh WWTP",50
2020-11-01,"Peshtigo WWTF",1
2020-11-01,"Platteville WWTF",22
2020-11-01,"Plymouth Utilities WWTF",3
2020-11-01,"Port Washington WWTP",3
2020-11-01,"Portage WWTF",2
2020-11-01,"Racine Wastewater Utility",102
2020-11-01,"Rhinelander WWTP",6
2020-11-01,"Rib Mountain MSD WWTF",37
2020-11-01,"River Falls Municipal Utility WWTF",13
2020-11-01,"Sheboygan WWTP",26
2020-11-01,"South Milwaukee WWTF",3
2020-11-01,"Sparta WWTF",10
2020-11-01,"Spencer WWTP",2
2020-11-01,"Spooner WWTP",1
2020-11-01,"Stevens Point WWTF",30
2020-11-01,"Sturgeon Bay Utilities WWTF",2
2020-11-01,"Sun Prairie WWTF",18
2020-11-01,"Superior WWTP",9
2020-11-01,"Viroqua WWTF",7
2020-11-01,"Washburn WWTP",1
2020-11-01,"Watertown WWTP",22
2020-11-01,"Waukesha WWTP",25
2020-11-01,"Waupaca WWTF",5
2020-11-01,"Wausau Water Works WWTF",33
2020-11-01,"Whitewater WWTF",1
2020-11-01,"Wisconsin Rapids WWTF",10
2021-11-01,"Algoma WWTF",1
2021-11-01,"Appleton WWTF",25
2021-11-01,"Ashland Sewage Utility",2
2021-11-01,"Baraboo WWTF",5
2021-11-01,"Beloit WWTF",12
2021-11-01,"Berlin WWTF",8
2021-11-01,"Black River Falls WWTF",2
2021-11-01,"Burlington WPCC",8
2021-11-01,"Cedarburg WWTF",8
2021-11-01,"Chippewa Falls WWTF",3
2021-11-01,"De Pere WWTF",46
2021-11-01,"Eau Claire WWTF",47
2021-11-01,"Fox River WPCC",23
2021-11-01,"Grafton Water & Wastewater Utility",1
2021-11-01,"Green Bay MSD",136
2021-11-01,"Hartford WPCF",6
2021-11-01,"Hayward WPCF",3
2021-11-01,"Heart of the Valley MSD",22
2021-11-01,"Hudson WWTF",10
2021-11-01,"Janesville WW Utility",16
2021-11-01,"Kenosha WWTF",38
2021-11-01,"La Crosse WWTP",13
2021-11-01,"Lake Geneva WWTP",3
2021-11-01,"Madison MSD WWTF",55
2021-11-01,"Manitowoc WWTF",20
2021-11-01,"Marinette Wastewater Utility",20
2021-11-01,"Marshfield WWTF",6
2021-11-01,"Menomonie WWTF",6
2021-11-01,"Merrill WWTP",11
2021-11-01,"Milwaukee MSD Jones Island",69
2021-11-01,"Milwaukee MSD South Shore",205
2021-11-01,"Monroe WWTF",3
2021-11-01,"New Richmond WWTF",8
2021-11-01,"Oconomowoc WWTP",24
2021-11-01,"Oshkosh WWTP",28
2021-11-01,"Peshtigo WWTF",9
2021-11-01,"Platteville WWTF",3
2021-11-01,"Plymouth Utilities WWTF",2
2021-11-01,"Port Washington WWTP",2
2021-11-01,"Portage WWTF",6
2021-11-01,"Racine Wastewater Utility",64
2021-11-01,"Rhinelander WWTP",4
2021-11-01,"Rib Mountain MSD WWTF",35
2021-11-01,"River Falls Municipal Utility WWTF",6
2021-11-01,"Sheboygan WWTP",43
2021-11-01,"South Milwaukee WWTF",7
2021-11-01,"Sparta WWTF",5
2021-11-01,"Spencer WWTP",1
2021-11-01,"Stevens Point WWTF",3
2021-11-01,"Sturgeon Bay Utilities WWTF",4
2021-11-01,"Sun Prairie WWTF",8
2021-11-01,"Superior WWTP",13
2021-11-01,"Viroqua WWTF",1
2021-11-01,"Washburn WWTP",2
2021-11-01,"Watertown WWTP",6
2021-11-01,"Waukesha WWTP",35
2021-11-01,"Waupaca WWTF",6
2021-11-01,"Wausau Water Works WWTF",22
2021-11-01,"Whitewater WWTF",3
2021-11-01,"Wisconsin Rapids WWTF",5
2020-11-10,"Appleton WWTF",36
2020-11-10,"Ashland Sewage Utility",4
2020-11-10,"Baraboo WWTF",7
2020-11-10,"Beloit WWTF",34
2020-11-10,"Berlin WWTF",6
2020-11-10,"Black River Falls WWTF",11
2020-11-10,"Burlington WPCC",17
2020-11-10,"Cedarburg WWTF",20
2020-11-10,"Chippewa Falls WWTF",26
2020-11-10,"Clintonville Wastewater Utility",5
2020-11-10,"Columbus WWTF",8
2020-11-10,"De Pere WWTF",108
2020-11-10,"Eau Claire WWTF",53
2020-11-10,"Fox River WPCC",43
2020-11-10,"Grafton Water & Wastewater Utility",14
2020-11-10,"Green Bay MSD",346
2020-11-10,"Hartford WPCF",14
2020-11-10,"Hayward WPCF",8
2020-11-10,"Heart of the Valley MSD",46
2020-11-10,"Hudson WWTF",21
2020-11-10,"Janesville WW Utility",57
2020-11-10,"Kenosha WWTF",197
2020-11-10,"La Crosse WWTP",57
2020-11-10,"Lac du Flambeau Tribal Water & Sewer",6
2020-11-10,"Lake Geneva WWTP",2
2020-11-10,"Lodi WWTF",2
2020-11-10,"Madison MSD WWTF",339
2020-11-10,"Manitowoc WWTF",45
2020-11-10,"Marinette Wastewater Utility",20
2020-11-10,"Marshfield WWTF",24
2020-11-10,"Mauston WWTF",6
2020-11-10,"Menomonie WWTF",34
2020-11-10,"Merrill WWTP",10
2020-11-10,"Milwaukee MSD Jones Island",415
2020-11-10,"Milwaukee MSD South Shore",750
2020-11-10,"Monroe WWTF",4
2020-11-10,"New Richmond WWTF",15
2020-11-10,"Oconomowoc WWTP",28
2020-11-10,"Oshkosh WWTP",70
2020-11-10,"Peshtigo WWTF",3
2020-11-10,"Platteville WWTF",24
2020-11-10,"Plymouth Utilities WWTF",18
2020-11-10,"Port Washington WWTP",15
2020-11-10,"Portage WWTF",4
2020-11-10,"Racine Wastewater Utility",178
2020-11-10,"Rhinelander WWTP",10
2020-11-10,"Rib Mountain MSD WWTF",67
2020-11-10,"River Falls Municipal Utility WWTF",21
2020-11-10,"Sheboygan WWTP",124
2020-11-10,"South Milwaukee WWTF",51
2020-11-10,"Sparta WWTF",13
2020-11-10,"Spencer WWTP",2
2020-11-10,"Stevens Point WWTF",22
2020-11-10,"Sturgeon Bay Utilities WWTF",12
2020-11-10,"Sun Prairie WWTF",31
2020-11-10,"Superior WWTP",21
2020-11-10,"Viroqua WWTF",3
2020-11-10,"Washburn WWTP",1
2020-11-10,"Watertown WWTP",40
2020-11-10,"Waukesha WWTP",114
2020-11-10,"Waupaca WWTF",3
2020-11-10,"Wausau Water Works WWTF",61
2020-11-10,"Whitewater WWTF",17
2020-11-10,"Wisconsin Rapids WWTF",5
2021-11-10,"Appleton WWTF",46
2021-11-10,"Baraboo WWTF",10
2021-11-10,"Beloit WWTF",46
2021-11-10,"Berlin WWTF",7
2021-11-10,"Black River Falls WWTF",10
2021-11-10,"Burlington WPCC",9
2021-11-10,"Cedarburg WWTF",4
2021-11-10,"Chippewa Falls WWTF",9
2021-11-10,"Clintonville Wastewater Utility",3
2021-11-10,"Columbus WWTF",3
2021-11-10,"De Pere WWTF",24
2021-11-10,"Eau Claire WWTF",53
2021-11-10,"Fox River WPCC",19
2021-11-10,"Grafton Water & Wastewater Utility",5
2021-11-10,"Green Bay MSD",91
2021-11-10,"Hartford WPCF",5
2021-11-10,"Hayward WPCF",10
2021-11-10,"Heart of the Valley MSD",35
2021-11-10,"Hudson WWTF",22
2021-11-10,"Janesville WW Utility",47
2021-11-10,"Kenosha WWTF",41
2021-11-10,"La Crosse WWTP",39
2021-11-10,"Lake Geneva WWTP",6
2021-11-10,"Lodi WWTF",2
2021-11-10,"Madison MSD WWTF",120
2021-11-10,"Manitowoc WWTF",42
2021-11-10,"Marinette Wastewater Utility",8
2021-11-10,"Marshfield WWTF",14
2021-11-10,"Mauston WWTF",4
2021-11-10,"Menomonie WWTF",13
2021-11-10,"Merrill WWTP",13
2021-11-10,"Milwaukee MSD Jones Island",140
2021-11-10,"Milwaukee MSD South Shore",255
2021-11-10,"Monroe WWTF",16
2021-11-10,"New Richmond WWTF",24
2021-11-10,"Oconomowoc WWTP",11
2021-11-10,"Oshkosh WWTP",45
2021-11-10,"Peshtigo WWTF",6
2021-11-10,"Platteville WWTF",9
2021-11-10,"Plymouth Utilities WWTF",1
2021-11-10,"Port Washington WWTP",2
2021-11-10,"Portage WWTF",7
2021-11-10,"Racine Wastewater Utility",82
2021-11-10,"Rhinelander WWTP",16
2021-11-10,"Rib Lake WWTF",4
2021-11-10,"Rib Mountain MSD WWTF",73
2021-11-10,"River Falls Municipal Utility WWTF",23
2021-11-10,"Sheboygan WWTP",37
2021-11-10,"South Milwaukee WWTF",5
2021-11-10,"Sparta WWTF",3
2021-11-10,"Spencer WWTP",3
2021-11-10,"Spooner WWTP",2
2021-11-10,"Stevens Point WWTF",17
2021-11-10,"Sturgeon Bay Utilities WWTF",4
2021-11-10,"Sun Prairie WWTF",16
2021-11-10,"Superior WWTP",18
2021-11-10,"Viroqua WWTF",1
2021-11-10,"Watertown WWTP",10
2021-11-10,"Waukesha WWTP",25
2021-11-10,"Waupaca WWTF",3
2021-11-10,"Wausau Water Works WWTF",38
2021-11-10,"Whitewater WWTF",7
2021-11-10,"Wisconsin Rapids WWTF",22
2020-11-11,"Algoma WWTF",6
2020-11-11,"Appleton WWTF",52
2020-11-11,"Ashland Sewage Utility",8
2020-11-11,"Baraboo WWTF",20
2020-11-11,"Beloit WWTF",41
2020-11-11,"Berlin WWTF",6
2020-11-11,"Black River Falls WWTF",14
2020-11-11,"Burlington WPCC",15
2020-11-11,"Cedarburg WWTF",13
2020-11-11,"Chippewa Falls WWTF",24
2020-11-11,"Clintonville Wastewater Utility",1
2020-11-11,"Columbus WWTF",3
2020-11-11,"De Pere WWTF",62
2020-11-11,"Eau Claire WWTF",129
2020-11-11,"Fox River WPCC",50
2020-11-11,"Grafton Water & Wastewater Utility",17
2020-11-11,"Green Bay MSD",223
2020-11-11,"Hartford WPCF",17
2020-11-11,"Hayward WPCF",2
2020-11-11,"Heart of the Valley MSD",48
2020-11-11,"Hudson WWTF",23
2020-11-11,"Janesville WW Utility",59
2020-11-11,"Kenosha WWTF",173
2020-11-11,"La Crosse WWTP",60
2020-11-11,"Lake Geneva WWTP",9
2020-11-11,"Lodi WWTF",4
2020-11-11,"Madison MSD WWTF",454
2020-11-11,"Manitowoc WWTF",37
2020-11-11,"Marinette Wastewater Utility",21
2020-11-11,"Marshfield WWTF",39
2020-11-11,"Mauston WWTF",1
2020-11-11,"Menomonie WWTF",19
2020-11-11,"Merrill WWTP",16
2020-11-11,"Milwaukee MSD Jones Island",393
2020-11-11,"Milwaukee MSD South Shore",774
2020-11-11,"Monroe WWTF",18
2020-11-11,"New Richmond WWTF",9
2020-11-11,"Oconomowoc WWTP",43
2020-11-11,"Oshkosh WWTP",248
2020-11-11,"Peshtigo WWTF",18
2020-11-11,"Platteville WWTF",30
2020-11-11,"Plymouth Utilities WWTF",20
2020-11-11,"Port Washington WWTP",19
2020-11-11,"Portage WWTF",5
2020-11-11,"Racine Wastewater Utility",202
2020-11-11,"Red Cliff WWTP",2
2020-11-11,"Rhinelander WWTP",2
2020-11-11,"Rib Mountain MSD WWTF",64
2020-11-11,"River Falls Municipal Utility WWTF",18
2020-11-11,"Sheboygan WWTP",111
2020-11-11,"South Milwaukee WWTF",31
2020-11-11,"Sparta WWTF",29
2020-11-11,"Spencer WWTP",4
2020-11-11,"Spooner WWTP",1
2020-11-11,"Stevens Point WWTF",25
2020-11-11,"Sturgeon Bay Utilities WWTF",4
2020-11-11,"Sun Prairie WWTF",36
2020-11-11,"Superior WWTP",19
2020-11-11,"Viroqua WWTF",3
2020-11-11,"Washburn WWTP",2
2020-11-11,"Watertown WWTP",24
2020-11-11,"Waukesha WWTP",103
2020-11-11,"Waupaca WWTF",8
2020-11-11,"Wausau Water Works WWTF",62
2020-11-11,"Whitewater WWTF",13
2020-11-11,"Wisconsin Rapids WWTF",11
2021-11-11,"Algoma WWTF",1
2021-11-11,"Appleton WWTF",36
2021-11-11,"Baraboo WWTF",14
2021-11-11,"Beloit WWTF",11
2021-11-11,"Black River Falls WWTF",10
2021-11-11,"Burlington WPCC",9
2021-11-11,"Cedarburg WWTF",10
2021-11-11,"Chippewa Falls WWTF",12
2021-11-11,"Clintonville Wastewater Utility",1
2021-11-11,"Columbus WWTF",5
2021-11-11,"De Pere WWTF",38
2021-11-11,"Eau Claire WWTF",65
2021-11-11,"Fox River WPCC",20
2021-11-11,"Grafton Water & Wastewater Utility",2
2021-11-11,"Green Bay MSD",87
2021-11-11,"Hartford WPCF",6
2021-11-11,"Hayward WPCF",1
2021-11-11,"Heart of the Valley MSD",12
2021-11-11,"Hudson WWTF",25
2021-11-11,"Janesville WW Utility",24
2021-11-11,"Kenosha WWTF",55
2021-11-11,"La Crosse WWTP",22
2021-11-11,"Lac du Flambeau Tribal Water & Sewer",1
2021-11-11,"Lake Geneva WWTP",1
2021-11-11,"Madison MSD WWTF",113
2021-11-11,"Manitowoc WWTF",16
2021-11-11,"Marinette Wastewater Utility",5
2021-11-11,"Marshfield WWTF",26
2021-11-11,"Mauston WWTF",2
2021-11-11,"Menomonie WWTF",21
2021-11-11,"Merrill WWTP",6
2021-11-11,"Milwaukee MSD Jones Island",197
2021-11-11,"Milwaukee MSD South Shore",256
2021-11-11,"Monroe WWTF",4
2021-11-11,"New Richmond WWTF",23
2021-11-11,"Oconomowoc WWTP",22
2021-11-11,"Oshkosh WWTP",44
2021-11-11,"Peshtigo WWTF",6
2021-11-11,"Platteville WWTF",3
2021-11-11,"Plymouth Utilities WWTF",10
2021-11-11,"Port Washington WWTP",7
2021-11-11,"Portage WWTF",4
2021-11-11,"Racine Wastewater Utility",51
2021-11-11,"Rhinelander WWTP",4
2021-11-11,"Rib Lake WWTF",1
2021-11-11,"Rib Mountain MSD WWTF",42
2021-11-11,"River Falls Municipal Utility WWTF",13
2021-11-11,"Sheboygan WWTP",50
2021-11-11,"South Milwaukee WWTF",1
2021-11-11,"Sparta WWTF",6
2021-11-11,"Spencer WWTP",2
2021-11-11,"Spooner WWTP",1
2021-11-11,"Stevens Point WWTF",23
2021-11-11,"Sturgeon Bay Utilities WWTF",4
2021-11-11,"Sun Prairie WWTF",2
2021-11-11,"Superior WWTP",14
2021-11-11,"Viroqua WWTF",1
2021-11-11,"Watertown WWTP",2
2021-11-11,"Waukesha WWTP",49
2021-11-11,"Waupaca WWTF",5
2021-11-11,"Wausau Water Works WWTF",25
2021-11-11,"Whitewater WWTF",1
2021-11-11,"Wisconsin Rapids WWTF",28
2020-11-12,"Algoma WWTF",2
2020-11-12,"Appleton WWTF",80
2020-11-12,"Ashland Sewage Utility",8
2020-11-12,"Baraboo WWTF",14
2020-11-12,"Beloit WWTF",58
2020-11-12,"Berlin WWTF",8
2020-11-12,"Black River Falls WWTF",13
2020-11-12,"Burlington WPCC",32
2020-11-12,"Cedarburg WWTF",15
2020-11-12,"Chippewa Falls WWTF",31
2020-11-12,"Clintonville Wastewater Utility",14
2020-11-12,"Columbus WWTF",1
2020-11-12,"De Pere WWTF",69
2020-11-12,"Eau Claire WWTF",46
2020-11-12,"Fox River WPCC",31
2020-11-12,"Grafton Water & Wastewater Utility",12
2020-11-12,"Green Bay MSD",187
2020-11-12,"Hartford WPCF",34
2020-11-12,"Hayward WPCF",4
2020-11-12,"Heart of the Valley MSD",57
2020-11-12,"Hudson WWTF",39
2020-11-12,"Janesville WW Utility",42
2020-11-12,"Kenosha WWTF",38
2020-11-12,"La Crosse WWTP",79
2020-11-12,"Lake Geneva WWTP",10
2020-11-12,"Lodi WWTF",2
2020-11-12,"Madison MSD WWTF",289
2020-11-12,"Manitowoc WWTF",20
2020-11-12,"Marinette Wastewater Utility",8
2020-11-12,"Marshfield WWTF",56
2020-11-12,"Mauston WWTF",2
2020-11-12,"Menomonie WWTF",23
2020-11-12,"Merrill WWTP",24
2020-11-12,"Milwaukee MSD Jones Island",421
2020-11-12,"Milwaukee MSD South Shore",846
2020-11-12,"Monroe WWTF",11
2020-11-12,"New Richmond WWTF",14
2020-11-12,"Oconomowoc WWTP",39
2020-11-12,"Oshkosh WWTP",104
2020-11-12,"Peshtigo WWTF",4
2020-11-12,"Platteville WWTF",14
2020-11-12,"Plymouth Utilities WWTF",13
2020-11-12,"Port Washington WWTP",27
2020-11-12,"Portage WWTF",19
2020-11-12,"Racine Wastewater Utility",275
2020-11-12,"Red Cliff WWTP",1
2020-11-12,"Rhinelander WWTP",3
2020-11-12,"Rib Mountain MSD WWTF",69
