"Site","Sample ID","Date","Filter","Well","N1Ct","N1","N1LOD","N2CT","N2","N2LOD","PMMOVCT","PMMOV","BCoV","HF183CT","HF183","CrPCT","CrP","Notes","...20"
"Hudson","Hudson (M) 3/1/21 rep 3",2021-03-01,"3","1","33.76","50649","N","34.43","25036","Y","26","3176947","0.54","30.99","32263124","32.26","20278362",NA,NA
"Hudson","Hudson (M) 3/1/21 rep 3",2021-03-01,"3","2","34.15","39378","Y","33.97","33645","Y","25.8","3705602","0.56000000000000005","31.66","20483043","32.42","18209406",NA,NA
"Hudson","Hudson (M) 3/1/21 rep 3",2021-03-01,"3","3","33.36","65369","N","33.5","45647","Y","25.64","4187451","0.62","31.28","26595383","32.36","18914798",NA,NA
"Hudson","Hudson (T) 3/2/21 rep 1",2021-03-02,"1","1","34","43519","N","33.299999999999997","51753","Y","25.14","6114071","4.76","27.52","337380452","30.72","58057055",NA,NA
"Hudson","Hudson (T) 3/2/21 rep 1",2021-03-02,"1","2","32.869999999999997","89448","N","34.799999999999997","19823","Y","25.19","5870895","4.21","28.94","129374211","30.85","52984700",NA,NA
"Hudson","Hudson (T) 3/2/21 rep 1",2021-03-02,"1","3","32.840000000000003","91122","N","33.119999999999997","58198","Y","25.13","6159272","4.2699999999999996","28.42","183331909","30.44","70312257",NA,NA
"Hudson","Hudson (T) 3/2/21 rep 2",2021-03-02,"2","1","34.590000000000003","29706","Y","35.82","10294","Y","26.01","3139306","4.47","28.82","140327641","31.32","38390437",NA,NA
"Hudson","Hudson (T) 3/2/21 rep 2",2021-03-02,"2","2","32.29","129819","N","33.99","33169","Y","26.08","2984061","4.66","30.98","32583951","31.83","27162241",NA,NA
"Hudson","Hudson (T) 3/2/21 rep 2",2021-03-02,"2","3","33.72","51920","N","33.15","56837","Y","25.94","3320941","4.45","29.34","98818152","31.87","26438695",NA,NA
"Hudson","Hudson (T) 3/2/21 rep 3",2021-03-02,"3","1","35.67","14891","Y","32.33","96309","N","25.94","3329717","6.82","27.87","266841635","30.01","93739974",NA,NA
"Hudson","Hudson (T) 3/2/21 rep 3",2021-03-02,"3","2","34.15","39330","Y","34.08","31355","Y","26.14","2843235","6.57","28.54","169512874","30.8","54881588",NA,NA
"Hudson","Hudson (T) 3/2/21 rep 3",2021-03-02,"3","3","32.840000000000003","91606","N","35.96","9451","Y","26","3170012","6.75","28.49","175471248","30.79","55209915",NA,NA
"Hudson","Hudson (W) 3/3/21 rep 1",2021-03-03,"1","1","32.92","86786","N","31.88","128432","N","25.76","3823619","2.4700000000000002","27.94","254238619","30.5","67356736",NA,NA
"Hudson","Hudson (W) 3/3/21 rep 1",2021-03-03,"1","2","31.92","164950","N","32.130000000000003","108981","N","25.62","4238904","2.2599999999999998","28.66","156649541","31.03","46897317",NA,NA
"Hudson","Hudson (W) 3/3/21 rep 1",2021-03-03,"1","3","33.06","79357","N","31.91","125978","N","25.7","3991106","2.82","28.58","164776607","31.08","45488156",NA,NA
"Hudson","Hudson (W) 3/3/21 rep 2",2021-03-03,"2","1","32.85","90740","N","32.92","65995","N","25.5","4646028","2.2599999999999998","28.94","129297115","31.12","44255602",NA,NA
"Hudson","Hudson (W) 3/3/21 rep 2",2021-03-03,"2","2","33.53","58681","N","32.53","84831","N","25.52","4566635","2.84","29.62","81779083","31.54","33051313",NA,NA
"Hudson","Hudson (W) 3/3/21 rep 2",2021-03-03,"2","3","33.49","60337","N","33.380000000000003","49005","Y","25.45","4841799","2.72","29.2","108735983","31.86","26588716",NA,NA
"Hudson","Hudson (W) 3/3/21 rep 3",2021-03-03,"3","1","32.380000000000003","122500","N","33","62514","Y","25.97","3247409","0.9","29.61","82189955","31.66","30472179",NA,NA
"Hudson","Hudson (W) 3/3/21 rep 3",2021-03-03,"3","2","32.880000000000003","89001","N","32.61","80620","N","25.98","3216012","0.86","29.87","69008751","31.8","27760998",NA,NA
"Hudson","Hudson (W) 3/3/21 rep 3",2021-03-03,"3","3","33.64","54548","N","32.909999999999997","66432","N","26.02","3134675","0.87","30.27","52639558","31.77","28425333",NA,NA
"Kenosha","Kenosha (M) 3/1/21 rep 1",2021-03-01,"1","1","32.659999999999997","102815","N","32.479999999999997","87268","N","25.88","3472440","10.78","28.39","188131652","31.29","39176585",NA,NA
"Kenosha","Kenosha (M) 3/1/21 rep 1",2021-03-01,"1","2","33.14","75191","N","32.33","95992","N","25.76","3797931","10.48","28.75","147456454","31.39","36707776",NA,NA
"Kenosha","Kenosha (M) 3/1/21 rep 1",2021-03-01,"1","3","33.97","44260","N","32.82","70341","N","25.76","3824439","11.99","29.26","104090011","31.2","41857193",NA,NA
"Kenosha","Kenosha (M) 3/1/21 rep 2",2021-03-01,"2","1","31.72","188069","N","30.89","242240","N","25.49","4676904","14.87","27.1","449191857","29.66","119077700",NA,NA
"Kenosha","Kenosha (M) 3/1/21 rep 2",2021-03-01,"2","2","31.73","185743","N","31.91","125889","N","25.38","5102167","15.16","28.25","205750784","30","94539265",NA,NA
"Kenosha","Kenosha (M) 3/1/21 rep 2",2021-03-01,"2","3","31.01","295368","N","31.17","201896","N","25.31","5374218","16.920000000000002","27.5","343246273","29.99","95037035",NA,NA
"Kenosha","Kenosha (M) 3/1/21 rep 3",2021-03-01,"3","1","32.78","94876","N","31.66","147685","N","25.25","5596889","17.420000000000002","26.9","512769019","29.54","129670240",NA,NA
"Kenosha","Kenosha (M) 3/1/21 rep 3",2021-03-01,"3","2","32.61","106220","N","32.42","90794","N","25.31","5367761","20.2","26.93","505110277","30.04","92129702",NA,NA
"Kenosha","Kenosha (M) 3/1/21 rep 3",2021-03-01,"3","3","32.42","119500","N","32.51","85545","N","25.09","6364426","21.76","27.3","391841567","29.69","116735466",NA,NA
"Kenosha","Kenosha (T) 3/2/21 rep 1",2021-03-02,"1","1","36.270000000000003","10082","Y","33.380000000000003","49006","Y","26.44","2265180","13.35","28.37","189892659","31.23","40893165",NA,NA
"Kenosha","Kenosha (T) 3/2/21 rep 1",2021-03-02,"1","2","33.5","59651","N","37.1","4559","Y","26.36","2411096","14.53","29.34","98547596","31.71","29457425",NA,NA
"Kenosha","Kenosha (T) 3/2/21 rep 1",2021-03-02,"1","3","34.64","28700","Y","34.700000000000003","21140","Y","26.26","2595020","12.91","29.64","80580534","32","24178885",NA,NA
"Kenosha","Kenosha (T) 3/2/21 rep 2",2021-03-02,"2","1","35.299999999999997","18881","Y","33.89","35494","Y","25.97","3246078","43.59","27.64","312332312","30.34","74782232","BCoV outlier?",NA
"Kenosha","Kenosha (T) 3/2/21 rep 2",2021-03-02,"2","2","34.11","40395","N","33.950000000000003","34057","Y","26.2","2727490","40.81","28.27","202783042","30.85","52856463","BCoV outlier?",NA
"Kenosha","Kenosha (T) 3/2/21 rep 2",2021-03-02,"2","3","32.65","103041","N","33.19","55384","Y","26.17","2797765","39.61","27.85","269496465","30.65","60824519","BCoV outlier?",NA
"Kenosha","Kenosha (T) 3/2/21 rep 3",2021-03-02,"3","1","34.44","32687","Y","33.92","34822","Y","26.1","2945430","22","28.79","142769973","31.36","37577894",NA,NA
"Kenosha","Kenosha (T) 3/2/21 rep 3",2021-03-02,"3","2","33.89","46467","N","34.61","22312","Y","26.16","2800352","30.56","28.91","132009100","30.98","48678102",NA,NA
"Kenosha","Kenosha (T) 3/2/21 rep 3",2021-03-02,"3","3","33.04","80311","N","34.85","19192","Y","26.19","2737595","20.79","28.62","160442824","30.98","48547097",NA,NA
"Kenosha","Kenosha (W) 3/3/21 rep 1",2021-03-03,"1","1","33.03","80719","N","32.49","86559","N","25.72","3942918","15.24","29.74","75189493","32.19","21288361",NA,NA
"Kenosha","Kenosha (W) 3/3/21 rep 1",2021-03-03,"1","2","32.24","134223","N","32.909999999999997","66350","N","25.87","3510435","16.100000000000001","29.95","65443773","32.43","18028761",NA,NA
"Kenosha","Kenosha (W) 3/3/21 rep 1",2021-03-03,"1","3","32.57","108488","N","33.15","56746","Y","25.77","3793089","14.71","29.92","66777604","31.9","25915157",NA,NA
"Kenosha","Kenosha (W) 3/3/21 rep 2",2021-03-03,"2","1","33.229999999999997","71081","N","33.619999999999997","42181","Y","26.11","2922715","19","30.45","46486127","32.79","14154667",NA,NA
"Kenosha","Kenosha (W) 3/3/21 rep 2",2021-03-03,"2","2","33.58","56769","N","33.799999999999997","37485","Y","26.1","2946872","16.12","29.67","79074401","33.22","10539677",NA,NA
"Kenosha","Kenosha (W) 3/3/21 rep 2",2021-03-03,"2","3","35.5","16606","Y","34.409999999999997","25377","Y","26.1","2940345","15.93","30.56","43248392","31.99","24458905",NA,NA
"Kenosha","Kenosha (W) 3/3/21 rep 3",2021-03-03,"3","1","36.33","9731","Y","34.21","28894","Y","26.2","2731898","12.69","30.34","50273964","32.75","14592772",NA,NA
"Kenosha","Kenosha (W) 3/3/21 rep 3",2021-03-03,"3","2","35.26","19325","Y","35.43","13223","Y","26.11","2930598","14.35","29.55","85442304","32.200000000000003","21187051",NA,NA
"Kenosha","Kenosha (W) 3/3/21 rep 3",2021-03-03,"3","3","34.799999999999997","26043","Y","36.15","8342","Y","26.15","2838026","11.34","30.8","36608868","32.26","20286948",NA,NA
"Plymouth","Plymouth (M) 3/1/21 rep 1",2021-03-01,"1","1","34.53","30908","Y","38.049999999999997","2474","Y","26.24","2638706","0.09","29.05","119767630","31.03","46899295",NA,NA
"Plymouth","Plymouth (M) 3/1/21 rep 1",2021-03-01,"1","2","33.28","68670","N","34.64","22019","Y","25.99","3191727","0.09","28.45","180593238","30.64","61167859",NA,NA
"Plymouth","Plymouth (M) 3/1/21 rep 1",2021-03-01,"1","3","34.619999999999997","29199","Y","36.6","6282","Y","26.24","2636893","0.09","28.58","164759909","30.72","58008979",NA,NA
"Plymouth","Plymouth (M) 3/1/21 rep 2",2021-03-01,"2","1","32.950000000000003","85067","N","33.46","46832","Y","25.31","5362841","0.09","27.97","249796560","30.07","90352608",NA,NA
"Plymouth","Plymouth (M) 3/1/21 rep 2",2021-03-01,"2","2","33.85","47702","N","34.51","23810","Y","25.37","5138222","0.09","27.75","288319626","29.88","102404789",NA,NA
"Plymouth","Plymouth (M) 3/1/21 rep 2",2021-03-01,"2","3","33.630000000000003","54994","N","33.1","58654","Y","25.46","4805424","0.09","28.13","223195287","30.07","90350401",NA,NA
"Plymouth","Plymouth (M) 3/1/21 rep 3",2021-03-01,"3","1","33.17","73704","N","34.869999999999997","18909","Y","25.98","3215355","0.09","28.53","170658171","30.87","52321861",NA,NA
"Plymouth","Plymouth (M) 3/1/21 rep 3",2021-03-01,"3","2","33.67","53675","N","33.549999999999997","44117","Y","26.07","3016311","0.09","29.11","115025945","30.93","50161550",NA,NA
"Plymouth","Plymouth (M) 3/1/21 rep 3",2021-03-01,"3","3","32.92","87023","N","37.74","3019","Y","26.06","3025859","0.09","29.65","79824239","31.1","44637790",NA,NA
"Plymouth","Plymouth (T) 3/2/21 rep 1",2021-03-02,"1","1","33.56","57724","N","34.200000000000003","29092","Y","25.38","5107965","0.09","29.71","77020918","31.25","40337194",NA,NA
"Plymouth","Plymouth (T) 3/2/21 rep 1",2021-03-02,"1","2","35.01","22713","Y","34.020000000000003","32607","Y","25.58","4366890","0.09","29.68","78624362","31.26","40120029",NA,NA
"Plymouth","Plymouth (T) 3/2/21 rep 1",2021-03-02,"1","3","33.74","51350","N","33.97","33770","Y","25.55","4482468","0.09","29.84","70291086","31.31","38755880",NA,NA
"Plymouth","Plymouth (T) 3/2/21 rep 2",2021-03-02,"2","1","33.479999999999997","60477","N","33.93","34487","Y","25.29","5461568","0.08","29.79","72542240","31.2","41680751",NA,NA
"Plymouth","Plymouth (T) 3/2/21 rep 2",2021-03-02,"2","2","33.31","67400","N","34.090000000000003","31235","Y","25.44","4856292","0.08","29.75","74713940","31.27","39896017",NA,NA
"Plymouth","Plymouth (T) 3/2/21 rep 2",2021-03-02,"2","3","34.369999999999997","34278","Y","33.93","34573","Y","25.32","5321998","0.08","30.07","60124337","31.21","41581867",NA,NA
"Plymouth","Plymouth (T) 3/2/21 rep 3",2021-03-02,"3","1","34.25","37028","Y","36.869999999999997","5261","Y","25.99","3202840","0.09","29.7","77407684","32.200000000000003","21163387",NA,NA
"Plymouth","Plymouth (T) 3/2/21 rep 3",2021-03-02,"3","2","34.07","41386","N",NA,"0","Y","26.16","2821158","0.09","30.3","51551283","31.97","24791456",NA,NA
"Plymouth","Plymouth (T) 3/2/21 rep 3",2021-03-02,"3","3","33.340000000000003","66493","N","36.85","5358","Y","26.08","2976287","0.09","30.44","46769188","32.32","19491463",NA,NA
"Plymouth","Plymouth (W) 3/3/21 rep 1",2021-03-03,"1","1","33.78","50014","N","34.58","22815","Y","25.91","3412676","0.09","29.18","109692259","31","47787912",NA,NA
"Plymouth","Plymouth (W) 3/3/21 rep 1",2021-03-03,"1","2","33.200000000000003","72527","N","36.9","5161","Y","25.98","3220996","0.09","29.4","94887225","30.96","49210821",NA,NA
"Plymouth","Plymouth (W) 3/3/21 rep 1",2021-03-03,"1","3","33.29","68452","N","35.47","12929","Y","25.83","3614323","0.09","28.84","138156789","30.95","49363241",NA,NA
"Plymouth","Plymouth (W) 3/3/21 rep 2",2021-03-03,"2","1","34.450000000000003","32502","Y","34.44","24971","Y","26.04","3086566","0.09","28.47","178239672","30.95","49539828",NA,NA
"Plymouth","Plymouth (W) 3/3/21 rep 2",2021-03-03,"2","2","34.82","25561","Y","33.9","35247","Y","25.94","3330201","0.09","28.32","197339212","30.6","62794304",NA,NA
"Plymouth","Plymouth (W) 3/3/21 rep 2",2021-03-03,"2","3","34.93","23890","Y","34.299999999999997","27204","Y","25.9","3428426","0.09","28.19","214377946","30.42","71212189",NA,NA
"Plymouth","Plymouth (W) 3/3/21 rep 3",2021-03-03,"3","1","32.04","152857","N","32.94","65042","Y","25.82","3650810","0.08","27.76","287985333","30.24","80167850",NA,NA
"Plymouth","Plymouth (W) 3/3/21 rep 3",2021-03-03,"3","2","33.6","56029","N","34.799999999999997","19795","Y","25.81","3667081","0.08","27.95","252940889","30.14","85723548",NA,NA
"Plymouth","Plymouth (W) 3/3/21 rep 3",2021-03-03,"3","3","33.520000000000003","59072","N","32.93","65516","Y","25.87","3512009","0.08","27.84","271383613","30.05","91171563",NA,NA
"Madison","MMSD (W) 3/3/21 rep 1",2021-03-03,"1","1","31.78","180897","N","31.58","155350","N","23.13","30189476","7.59","27.42","362377114","30.79","55227240",NA,NA
"Madison","MMSD (W) 3/3/21 rep 1",2021-03-03,"1","2","31.65","196385","N","32.04","115409","N","23.28","27189587","6.16","28.44","181368272","31.17","42551649",NA,NA
"Madison","MMSD (W) 3/3/21 rep 1",2021-03-03,"1","3","31.78","179848","N","31.81","134179","N","23.06","31859217","10.1","28.21","212133493","31.12","44075426",NA,NA
"Madison","MMSD (W) 3/3/21 rep 2",2021-03-03,"2","1","31.28","248378","N","31.1","211632","N","22.65","42509719","8.5500000000000007","27.19","421922917","31.38","36880559",NA,NA
"Madison","MMSD (W) 3/3/21 rep 2",2021-03-03,"2","2","31.39","232183","N","31.82","133073","N","23.11","30604601","9.8000000000000007","27.44","357691894","29.91","100248454",NA,NA
"Madison","MMSD (W) 3/3/21 rep 2",2021-03-03,"2","3","31.5","216379","N","31.13","206651","N","23.02","32618149","8.32","26.96","492971896","29.65","120218823",NA,NA
"Madison","MMSD (W) 3/3/21 rep 3",2021-03-03,"3","1","31.71","188340","N","31.68","146055","N","23.32","26417234","6.94","28.23","209156312","31.85","26824771",NA,NA
"Madison","MMSD (W) 3/3/21 rep 3",2021-03-03,"3","2","31.58","204852","N","31.49","164762","N","23.33","26211977","7.78","28.62","160220996","31.14","43636857",NA,NA
"Madison","MMSD (W) 3/3/21 rep 3",2021-03-03,"3","3","31.1","279350","N","31.07","215554","N","23.03","32562040","6.26","28.75","147058277","31.03","46910668",NA,NA
"Madison","MMSD (TH) 3/4/21 rep 1",2021-03-04,"1","1","31.05","287691","N","30.92","236404","N","22.73","40057491","14.15","27.37","373849269","30.64","61240718",NA,NA
"Madison","MMSD (TH) 3/4/21 rep 1",2021-03-04,"1","2","31.1","279425","N","31.2","197524","N","22.67","41722231","12.9","26.92","507260188","30.27","78473144",NA,NA
"Madison","MMSD (TH) 3/4/21 rep 1",2021-03-04,"1","3","31.1","278505","N","31.03","220173","N","22.71","40764556","13.26","27.41","364296751","30.38","72878876",NA,NA
"Madison","MMSD (TH) 3/4/21 rep 2",2021-03-04,"2","1","32.119999999999997","145015","N","31.39","174914","N","23.3","26792941","1.7","26.14","862238164","29.59","124640519","DA Updated 1.14.22 w RR data",NA
"Madison","MMSD (TH) 3/4/21 rep 2",2021-03-04,"2","2","32.25","133320","N","31.76","138243","N","23.27","27464522","1.56","26.67","601914919","30.16","84768382",NA,NA
"Madison","MMSD (TH) 3/4/21 rep 2",2021-03-04,"2","3","32.69","100788","N","31.21","196635","N","23.29","26975863","1.81","26.86","527428306","29.61","123542473",NA,NA
"Madison","MMSD (TH) 3/4/21 rep 3",2021-03-04,"3","1","31.6","202229","N","30.79","257174","N","22.7","41069283","15.87","26.69","594170583","30.93","50303908",NA,NA
"Madison","MMSD (TH) 3/4/21 rep 3",2021-03-04,"3","2","31.25","253787","N","31.27","189678","N","22.88","35962638","13.76","27.16","432317071","29.49","133893008",NA,NA
"Madison","MMSD (TH) 3/4/21 rep 3",2021-03-04,"3","3","32.11","146201","N","31.17","202118","N","23.06","31734882","14.79","26.79","553514758","30.08","89258701",NA,NA
"Merrill","Merrill (M) 3/1/21 rep 1",2021-03-01,"1","1","33.01","81935","N","33.36","49774","Y","24.57","10907889","1.85","28.99","125197827","32.03","23762042",NA,NA
"Merrill","Merrill (M) 3/1/21 rep 1",2021-03-01,"1","2","32.9","87787","N","32.74","73822","N","24.46","11829233","1.85","29.9","67489228","31.42","36048673",NA,NA
"Merrill","Merrill (M) 3/1/21 rep 1",2021-03-01,"1","3","33.049999999999997","79951","N","32.96","64215","Y","24.56","11000758","1.36","29.68","78547251","31.42","36067892",NA,NA
"Merrill","Merrill (M) 3/1/21 rep 2",2021-03-01,"2","1","34.590000000000003","29619","Y","32.94","65223","Y","24.54","11197409","1.21","28.93","130091796","30.84","53299990",NA,NA
"Merrill","Merrill (M) 3/1/21 rep 2",2021-03-01,"2","2","34.99","22930","Y","34.4","25669","Y","24.85","9003094","0.91","29.15","112052549","31.25","40390328",NA,NA
"Merrill","Merrill (M) 3/1/21 rep 2",2021-03-01,"2","3","34.18","38754","Y",NA,"0","Y","24.91","8594990","0.82","29.41","93924715","31.05","46268085",NA,NA
"Merrill","Merrill (M) 3/1/21 rep 3",2021-03-01,"3","1","33.520000000000003","59174","N","33.65","41355","Y","24.09","15359045","4.55","29.78","73229723","31.16","42994522",NA,NA
"Merrill","Merrill (M) 3/1/21 rep 3",2021-03-01,"3","2","33.33","66664","N","33.44","47140","Y","24.04","15928870","4.08","30.07","60126137","31.66","30484144",NA,NA
"Merrill","Merrill (M) 3/1/21 rep 3",2021-03-01,"3","3","33.549999999999997","57908","N","32.909999999999997","66247","N","24.02","16084822","4.1100000000000003","29.9","67398549","31.2","41807196",NA,NA
"Merrill","Merrill (T) 3/2/21 rep 1",2021-03-02,"1","1","32.869999999999997","89611","N","31.56","157303","N","24.19","14288961","4.2300000000000004","29.26","103789914","31.13","43880089",NA,NA
"Merrill","Merrill (T) 3/2/21 rep 1",2021-03-02,"1","2","31.95","161506","N","32.659999999999997","78085","N","24.19","14288891","3.7","28.96","127420670","31.55","32902537",NA,NA
"Merrill","Merrill (T) 3/2/21 rep 1",2021-03-02,"1","3","32.36","124413","N","32.42","90757","N","24.3","13242715","3.28","28.93","129790848","31.34","38090266",NA,NA
"Merrill","Merrill (T) 3/2/21 rep 2",2021-03-02,"2","1","32.46","116703","N","32.42","90799","N","24.6","10690911","9.06","27.48","348117164","30.63","61421135",NA,NA
"Merrill","Merrill (T) 3/2/21 rep 2",2021-03-02,"2","2","32.64","104142","N","32.909999999999997","66349","N","24.52","11378068","7.75","27.94","253930181","30.29","77810021",NA,NA
"Merrill","Merrill (T) 3/2/21 rep 2",2021-03-02,"2","3","33.19","72994","N","32.200000000000003","104438","N","24.45","11915548","7.53","27.87","265855930","30.31","76811406",NA,NA
"Merrill","Merrill (T) 3/2/21 rep 3",2021-03-02,"3","1","32.57","108706","N","32.619999999999997","79635","N","23.88","17781336","9.59","27.16","430038973","29.86","104189116",NA,NA
"Merrill","Merrill (T) 3/2/21 rep 3",2021-03-02,"3","2","32.53","111502","N","32.44","89483","N","23.92","17313885","8.61","27.05","464126447","30.15","85669607",NA,NA
"Merrill","Merrill (T) 3/2/21 rep 3",2021-03-02,"3","3","33.35","65995","N","32.51","85555","N","24.07","15548140","7.96","27.7","300209860","30.04","91724475",NA,NA
"Merrill","Merrill (W) 3/3/21 rep 1",2021-03-03,"1","1","33.03","81002","N","33.32","51029","Y","23.88","17868435","8.57","28.32","196452914","30.9","51237360",NA,NA
"Merrill","Merrill (W) 3/3/21 rep 1",2021-03-03,"1","2","32.78","94670","N","33.590000000000003","42861","Y","24.02","16083387","6.05","28.11","226061369","30.04","92299215",NA,NA
"Merrill","Merrill (W) 3/3/21 rep 1",2021-03-03,"1","3","32.74","97175","N","32.880000000000003","67577","N","23.81","18650888","7.43","28.06","234795627","30.15","85376137",NA,NA
"Merrill","Merrill (W) 3/3/21 rep 2",2021-03-03,"2","1","32.9","87710","N","33.340000000000003","50527","Y","24.22","14005050","10.91","26.71","582775418","29.71","115107364",NA,NA
"Merrill","Merrill (W) 3/3/21 rep 2",2021-03-03,"2","2","33.92","45751","N","34.19","29330","Y","24.39","12408947","7.82","27.42","361495420","29.55","128266758",NA,NA
"Merrill","Merrill (W) 3/3/21 rep 2",2021-03-03,"2","3","34.1","40741","N","33.44","47383","Y","24.19","14297569","8.6","26.99","482875790","29.72","114683343",NA,NA
"Merrill","Merrill (W) 3/3/21 rep 3",2021-03-03,"3","1","33.39","64337","N","32.35","95109","N","24.05","15777784","11.08","28.19","214970430","30.61","62373303",NA,NA
"Merrill","Merrill (W) 3/3/21 rep 3",2021-03-03,"3","2","33.770000000000003","50191","N","32.840000000000003","69231","N","24.12","15071887","9.42","28.29","200508590","30.94","49711934",NA,NA
"Merrill","Merrill (W) 3/3/21 rep 3",2021-03-03,"3","3","32.75","96538","N","33.06","60287","Y","24.1","15219881","9.1199999999999992","28.65","157701480","30.5","67128439",NA,NA
"Oshkosh","Oshkosh (M) 3/1/21 rep 1",2021-03-01,"1","1","32.67","102025","N","33.01","62286","Y","23.34","25996866","3.04","29.16","111778536","31.95","25119294",NA,NA
"Oshkosh","Oshkosh (M) 3/1/21 rep 1",2021-03-01,"1","2","32.619999999999997","105014","N","32.97","63728","Y","23.23","28211537","2.86","29.57","84201410","32.18","21399206",NA,NA
"Oshkosh","Oshkosh (M) 3/1/21 rep 1",2021-03-01,"1","3","32.83","91801","N","32.67","77499","N","23.37","25583307","2.59","29.56","84951056","31.78","28086445",NA,NA
"Oshkosh","Oshkosh (M) 3/1/21 rep 2",2021-03-01,"2","1","33.47","61130","N","32.76","73035","N","24.23","13947111","1.95","30.17","56345803","32.42","18267858",NA,NA
"Oshkosh","Oshkosh (M) 3/1/21 rep 2",2021-03-01,"2","2","35.299999999999997","18817","Y","33.31","51257","Y","24.38","12556390","2.13","29.97","64488990","32.950000000000003","12738826",NA,NA
"Oshkosh","Oshkosh (M) 3/1/21 rep 2",2021-03-01,"2","3","33.83","48344","N","34.11","30882","Y","24.06","15724732","1.86",NA,NA,"32.630000000000003","15784536",NA,NA
"Oshkosh","Oshkosh (M) 3/1/21 rep 3",2021-03-01,"3","1","33.94","45155","N","33.97","33753","Y","24.19","14287705","1.21","29.92","66677063","31.77","28323616",NA,NA
"Oshkosh","Oshkosh (M) 3/1/21 rep 3",2021-03-01,"3","2",NA,"0","Y","34.35","26421","Y","24.03","16030709","1.2","29.83","70588891","31.76","28551877",NA,NA
"Oshkosh","Oshkosh (M) 3/1/21 rep 3",2021-03-01,"3","3","33.99","43661","N","33.78","37985","Y","24.38","12559572","1.2",NA,NA,"31.89","26066144",NA,NA
"Oshkosh","Oshkosh (T) 3/2/21 rep 1",2021-03-02,"1","1","33.36","65401","N","33.659999999999997","41045","Y","24.24","13799493","2.1","27.81","278163497","31.37","37278481",NA,NA
"Oshkosh","Oshkosh (T) 3/2/21 rep 1",2021-03-02,"1","2","33.6","56060","N","35.340000000000003","14008","Y","24.04","15911334","2.2400000000000002","29.58","83794404","31.96","24869292",NA,NA
"Oshkosh","Oshkosh (T) 3/2/21 rep 1",2021-03-02,"1","3","33.64","54819","N","33.340000000000003","50362","Y","24.12","15029968","1.72","30.91","34020531","31.81","27548578",NA,NA
"Oshkosh","Oshkosh (T) 3/2/21 rep 2",2021-03-02,"2","1","33.82","48807","N","33.21","54665","Y","24.33","12989394","2.86","27.64","310675400","30.3","76946082",NA,NA
"Oshkosh","Oshkosh (T) 3/2/21 rep 2",2021-03-02,"2","2","33.479999999999997","60668","N","34.590000000000003","22653","Y","24.38","12516510","2.75","28.12","225702468","30.8","54779071",NA,NA
"Oshkosh","Oshkosh (T) 3/2/21 rep 2",2021-03-02,"2","3","34.81","25742","Y","33.83","36881","Y","24.48","11638907","2.29","29.82","71478101","30.96","49296735",NA,NA
"Oshkosh","Oshkosh (T) 3/2/21 rep 3",2021-03-02,"3","1","33.49","60384","N","32.950000000000003","64896","Y","24.18","14451762","6.57","27.93","256494305","30.78","55708385",NA,NA
"Oshkosh","Oshkosh (T) 3/2/21 rep 3",2021-03-02,"3","2","33.65","54156","N","34.22","28761","Y","24.28","13427482","5.2","28.04","238350180","30.97","48791741",NA,NA
"Oshkosh","Oshkosh (T) 3/2/21 rep 3",2021-03-02,"3","3","34.54","30749","Y","33.35","50042","Y","24.16","14651128","4.46","30.16","56671003","30.89","51610401",NA,NA
"Oshkosh","Oshkosh (W) 3/3/21 rep 1",2021-03-03,"1","1","34.99","22944","Y","34.35","26511","Y","23.74","19665946","2.93","28.5","174158962","31.61","31591396",NA,NA
"Oshkosh","Oshkosh (W) 3/3/21 rep 1",2021-03-03,"1","2","33.21","72066","N","33.81","37444","Y","23.99","16534978","2.71","27.56","329033350","30.26","79031463",NA,NA
"Oshkosh","Oshkosh (W) 3/3/21 rep 1",2021-03-03,"1","3","33.979999999999997","43862","N","35.64","11596","Y","23.69","20437936","2.63","29.98","64076073","30.82","54289468",NA,NA
"Oshkosh","Oshkosh (W) 3/3/21 rep 2",2021-03-03,"2","1","33.92","45682","N","33.450000000000003","46972","Y","23.93","17193557","3.56","30.01","62553830","32.869999999999997","13373558",NA,NA
"Oshkosh","Oshkosh (W) 3/3/21 rep 2",2021-03-03,"2","2","33.130000000000003","76015","N","32.67","77219","N","23.83","18421010","2.72","29.97","64281031","32.82","13916321",NA,NA
"Oshkosh","Oshkosh (W) 3/3/21 rep 2",2021-03-03,"2","3","32.700000000000003","100028","N","33.26","53122","Y","23.88","17755415","3.37",NA,NA,"32.69","15145105",NA,NA
"Oshkosh","Oshkosh (W) 3/3/21 rep 3",2021-03-03,"3","1","32.479999999999997","115078","N","31.61","151978","N","24.1","15281096","4.97","29.89","68145467","34.43","4636274","Crp is LA/outlier",NA
"Oshkosh","Oshkosh (W) 3/3/21 rep 3",2021-03-03,"3","2","32.61","105732","N","31.61","152629","N","24.18","14388064","4.54","29.33","99016516","31.82","27436910",NA,NA
"Oshkosh","Oshkosh (W) 3/3/21 rep 3",2021-03-03,"3","3","32.799999999999997","93999","N","32.090000000000003","111972","N","23.94","17104914","4.8499999999999996","29.88","68631395","32.61","15965777",NA,NA
"River Falls","River Falls (M) 3/1/21 rep 1",2021-03-01,"1","1","30.73","354009","N","31.85","130778","N","24.37","10989502","0.51","29.17","110555905","30.7","58556914",NA,NA
