"Site","Sample ID","Date","Filter","Well","N1Ct","N1","N1LOD","N2CT","N2","N2LOD","PMMOVCT","PMMOV","BCoV","HF183CT","HF183","CrPCT","CrP","Notes","...20"
"Madison","MMSD (T) rep 3",2021-02-02,"3","1","31.89","167912","N","31.96","122134","N","23.26","27618627","1.1000000000000001","26.46","693587712","29.44","138066883",NA,NA
"Madison","MMSD (T) rep 3",2021-02-02,"3","2","32.06","150259","N","31.53","160215","N","23.3","26777380","1.17","26.71","583017728","30.03","92529688",NA,NA
"Madison","MMSD (T) rep 3",2021-02-02,"3","3","32.380000000000003","122546","N","31.99","119347","N","22.99","33289875","0.93","25.39","1427905024","30.86","52666072",NA,NA
"Wausau","Wausau (TH) rep 1",2021-01-28,"1","1","34.17","38873","Y","35.99","9239","Y","23.3","26798488","0.18","25.47","1350654123","28.93","195902996",NA,NA
"Wausau","Wausau (TH) rep 1",2021-01-28,"1","2","34.090000000000003","40981","N","35.94","9583","Y","23.51","23051228","0.24","25.62","1226385673","29.06","179218341",NA,NA
"Wausau","Wausau (TH) rep 1",2021-01-28,"1","3","34.04","42399","N","38.54","1814","Y","23.24","28059603","0.25","25.36","1452652150","29.08","176621236",NA,NA
"Wausau","Wausau (TH) rep 2",2021-01-28,"2","1","33.270000000000003","69247","N","37.700000000000003","3095","Y","23.73","19765588","0.37","24.99","1873668761","28.28","305064856",NA,NA
"Wausau","Wausau (TH) rep 2",2021-01-28,"2","2","33.69","53094","N","34.81","19705","Y","23.94","17103829","0.44","24.74","2215339532","28.33","295542539",NA,NA
"Wausau","Wausau (TH) rep 2",2021-01-28,"2","3","34.43","33003","Y","34.18","29410","Y","23.79","19050666","0.41","24.72","2251406005","28.31","299111251",NA,NA
"Wausau","Wausau (TH) rep 3",2021-01-28,"3","1","33.26","69629","N","33.340000000000003","50352","Y","23.25","27785744","0.65","24.6","2432382721","29.05","180875190",NA,NA
"Wausau","Wausau (TH) rep 3",2021-01-28,"3","2","32.76","96056","N","35.04","17044","Y","23.7","20170256","0.61","24.97","1891637703","28.28","305718388",NA,NA
"Wausau","Wausau (TH) rep 3",2021-01-28,"3","3","33.869999999999997","47197","N","35.200000000000003","15383","Y","23.72","19941135","0.68","24.41","2770048966","28.31","299237579",NA,NA
"Wausau","Wausau (F) rep 1",2021-01-29,"1","1","34.770000000000003","26440","Y","35.99","9232","Y","24.57","10938711","0.34","25.47","1355169560","29.05","180956753",NA,NA
"Wausau","Wausau (F) rep 1",2021-01-29,"1","2","33.270000000000003","69437","N","35.270000000000003","14663","Y","24.07","15620955","0.31","26.14","862507304","29.37","145264097",NA,NA
"Wausau","Wausau (F) rep 1",2021-01-29,"1","3","36.43","9092","Y","39.69","870","Y","24.2","14247898","0.38","25.82","1069706988","29.35","147042032",NA,NA
"Wausau","Wausau (F) rep 2",2021-01-29,"2","1","33.92","45709","N","33.9","35238","Y","24.12","15063653","0.24","25.04","1812715634","29.05","179963322",NA,NA
"Wausau","Wausau (F) rep 2",2021-01-29,"2","2","34.33","35148","Y",NA,"0","Y","24.27","13484300","0.28000000000000003","25.96","969361619","29.3","152310000",NA,NA
"Wausau","Wausau (F) rep 2",2021-01-29,"2","3","35.68","14794","Y","34.08","31508","Y","24.03","16010313","0.32","25.69","1168832766","29.45","137472827",NA,NA
"Wausau","Wausau (F) rep 3",2021-01-29,"3","1","39.81","1041","Y","34.96","17868","Y","24.09","15415376","0.27","25.33","1484828415","29.24","158961370",NA,NA
"Wausau","Wausau (F) rep 3",2021-01-29,"3","2","34.270000000000003","36568","Y","35.479999999999997","12847","Y","23.96","16801398","0.31","25.8","1081257605","29.52","131010721",NA,NA
"Wausau","Wausau (F) rep 3",2021-01-29,"3","3","35.19","20217","Y","35.79","10503","Y","24.14","14838889","0.31","25.42","1399508740","29.33","149259228",NA,NA
"Wausau","Wausau (S) rep 1",2021-01-30,"1","1","31.68","192299","N","31.46","168229","N","23.99","16486875","1.99","24.81","2110365300","29.76","111280723",NA,NA
"Wausau","Wausau (S) rep 1",2021-01-30,"1","2","31.6","203013","N","31.06","217237","N","23.88","17773094","1.9","26.27","787042423","28.34","292306999",NA,NA
"Wausau","Wausau (S) rep 1",2021-01-30,"1","3","31.25","253231","N","31.15","205072","N","23.94","17054788","2.19","24.73","2226120653","29.18","164742682",NA,NA
"Wausau","Wausau (S) rep 2",2021-01-30,"2","1","30.83","331209","N","31.2","198449","N","23.63","21253024","3.13","25.24","1585305942","29.98","95786738",NA,NA
"Wausau","Wausau (S) rep 2",2021-01-30,"2","2","30.37","446942","N","30.71","270525","N","23.77","19318017","3.13","24.92","1963875287","29.14","169255937",NA,NA
"Wausau","Wausau (S) rep 2",2021-01-30,"2","3","31.11","278085","N","31.36","178629","N","23.56","22316173","3.34","24.93","1955087991","29.03","182710782",NA,NA
"Wausau","Wausau (S) rep 3",2021-01-30,"3","1","31.13","274532","N","31.94","123184","N","23.84","18291823","1.02","25.5","1327714799","30.87","52226911",NA,NA
"Wausau","Wausau (S) rep 3",2021-01-30,"3","2","31.69","191544","N","31.89","127659","N","23.64","21168872","0.93","25.81","1075782432","29.14","170350076",NA,NA
"Wausau","Wausau (S) rep 3",2021-01-30,"3","3","31.04","290292","N","31.84","131609","N","23.77","19251640","0.94","25.65","1200999089","29.6","124008516",NA,NA
"Plymouth","Plymouth rep1",2021-01-28,"1","1","31.71","188619","N","31.78","136565","N","25.08","7623623","0.57999999999999996","26.35","744767166","30","94280161",NA,NA
"Plymouth","Plymouth rep1",2021-01-28,"1","2","31.57","206777","N","31.91","126171","N","25.17","7174441","0.67","26.52","664428392","30.06","90491382",NA,NA
"Plymouth","Plymouth rep1",2021-01-28,"1","3","31.7","189395","N","31.4","174600","N","25.22","6910266","0.66","26.67","599916559","30.22","81575554",NA,NA
"Plymouth","Plymouth rep2",2021-01-28,"2","1","31.8","177610","N","32.18","105809","N","24.82","9170297","1.07","26.78","559259969","29.97","96485198",NA,NA
"Plymouth","Plymouth rep2",2021-01-28,"2","2","31.87","170298","N","31.86","129479","N","24.8","9309257","1.0900000000000001","26.85","531544146","30.23","80669438",NA,NA
"Plymouth","Plymouth rep2",2021-01-28,"2","3","31.79","179223","N","31.84","131437","N","25.04","7836556","1.02","26.78","557189208","30.23","81085258",NA,NA
"Plymouth","Plymouth rep3",2021-01-28,"3","1","31.44","224647","N","31.65","148305","N","24.89","8745754","1.3","27.57","327567037","30.97","48830038",NA,NA
"Plymouth","Plymouth rep3",2021-01-28,"3","2","31.9","167076","N","31.52","161320","N","24.78","9470418","1.62","24.84","2069983874","29.63","121629001",NA,NA
"Plymouth","Plymouth rep3",2021-01-28,"3","3","31.92","165171","N","31.96","121577","N","25.07","7672017","1.36","26.46","690151551","29.9","101506178",NA,NA
"Plymouth","Plymouth rep1",2021-01-29,"1","1","31.27","251057","N","31.59","154726","N","25.35","6320586","0.01","27.42","362807687","29.37","145465791",NA,NA
"Plymouth","Plymouth rep1",2021-01-29,"1","2","30.94","308561","N","31.92","124968","N","25.45","5885872","0.01","26.35","748315313","29.59","125224380",NA,NA
"Plymouth","Plymouth rep1",2021-01-29,"1","3","31.26","251238","N","31.82","133202","N","25.17","7192415","0.02","25.91","1002271568","29.47","135987591",NA,NA
"Plymouth","Plymouth rep2",2021-01-29,"2","1","29.39","838973","N","29.92","449038","N","25.53","5541458","0.3","26.94","499037446","29.62","122072983",NA,NA
"Plymouth","Plymouth rep2",2021-01-29,"2","2","29.56","749672","N","29.76","498046","N","25.29","6568628","0.34","26.17","843999485","29.7","115943289",NA,NA
"Plymouth","Plymouth rep2",2021-01-29,"2","3","29.57","743739","N","30.19","378846","N","25.03","7890543","0.36","26.25","796376714","29.75","112297479",NA,NA
"Plymouth","Plymouth rep3",2021-01-29,"3","1","30.14","517922","N","30.4","330280","N","25.62","5233554","0.3","26.69","593654616","29.45","137478811",NA,NA
"Plymouth","Plymouth rep3",2021-01-29,"3","2","30.34","454520","N","30.49","311661","N","25.3","6529006","0.35","27.02","473433253","29.66","118862433",NA,NA
"Plymouth","Plymouth rep3",2021-01-29,"3","3","29.91","597899","N","30.56","298295","N","25.71","4885584","0.3","26.16","845524274","29.66","119169469",NA,NA
"Plymouth","Plymouth rep1",2021-01-30,"1","1","30.83","331711","N","30.9","240616","N","25.1","7505084","0.73","25.97","963785465","29.27","155179238",NA,NA
"Plymouth","Plymouth rep1",2021-01-30,"1","2","30.99","298888","N","30.88","243475","N","24.7","10002805","0.81","26.33","757592228","29.23","160010921",NA,NA
"Plymouth","Plymouth rep1",2021-01-30,"1","3","30.61","383423","N","31.34","181321","N","25.12","7442228","0.74","25.63","1213908068","29.43","139062962",NA,NA
"Plymouth","Plymouth rep2",2021-01-30,"2","1","29.74","670357","N","29.97","436134","N","24.78","9440177","1.02","26.01","942062858","29.42","140449973",NA,NA
"Plymouth","Plymouth rep2",2021-01-30,"2","2","29.84","625001","N","29.85","468152","N","24.83","9116166","1","26.22","817045821","29.62","122645805",NA,NA
"Plymouth","Plymouth rep2",2021-01-30,"2","3","29.91","598852","N","30.21","372819","N","24.93","8484649","1.03","26.14","862029309","29.37","145317277",NA,NA
"Plymouth","Plymouth rep3",2021-01-30,"3","1","30.88","320576","N","31.23","194091","N","24.96","8284204","1.48","25.92","996225219","29.63","121932621",NA,NA
"Plymouth","Plymouth rep3",2021-01-30,"3","2","30.78","342068","N","30.91","237672","N","24.95","8387266","1.66","26.05","913790102","29.19","164052073",NA,NA
"Plymouth","Plymouth rep3",2021-01-30,"3","3","30.93","312034","N","31.7","144188","N","24.73","9806433","1.42","26","944819687","29.43","139224562",NA,NA
"River Falls","River Falls  rep1",2021-01-28,"1","1","31.74","184784","N","31.48","165858","N","25.62","5215471","0.81","26.69","591841668","31.02","47353335",NA,NA
"River Falls","River Falls  rep1",2021-01-28,"1","2","31.24","254830","N","31.31","184947","N","25.72","4871905","0.86","27.02","473310455","31.24","40650424",NA,NA
"River Falls","River Falls  rep1",2021-01-28,"1","3","31.43","225883","N","31.4","174561","N","26.1","3725296","0.73","26.65","609474321","31.21","41463914",NA,NA
"River Falls","River Falls  rep2",2021-01-28,"2","1","30.37","446262","N","30.44","322383","N","24.23","13958457","2.2000000000000002","24.88","2020224216","28.95","192854555",NA,NA
"River Falls","River Falls  rep2",2021-01-28,"2","2","30.35","452266","N","30.71","271508","N","24.06","15681181","1.05","24.77","2175270308","29.04","181528778",NA,NA
"River Falls","River Falls  rep2",2021-01-28,"2","3","30.58","390583","N","30.56","297856","N","24.37","12602635","2.12","24.7","2283670956","28.82","210443165",NA,NA
"River Falls","River Falls  rep3",2021-01-28,"3","1","30.06","544554","N","30.15","387518","N","23.45","24043124","4.09","24.59","2461577635","28.79","215192799",NA,NA
"River Falls","River Falls  rep3",2021-01-28,"3","2","29.95","584401","N","30.26","362374","N","23.35","25853766","3.33","25.42","1402592115","29.04","181328243",NA,NA
"River Falls","River Falls  rep3",2021-01-28,"3","3","30.34","454883","N","30.22","370491","N","23.47","23713071","4.5599999999999996","24.64","2365304434","29.07","177518164",NA,NA
"River Falls","River Falls  rep1",2021-01-29,"1","1","30.4","436859","N","30.69","274141","N","24.58","10860097","2.2400000000000002","24.94","1938721449","29.15","168575336",NA,NA
"River Falls","River Falls  rep1",2021-01-29,"1","2","30.5","411156","N","30.61","289014","N","24.68","10112462","2.79","25.18","1645494865","29.4","142159103",NA,NA
"River Falls","River Falls  rep1",2021-01-29,"1","3","30.43","428233","N","31.18","201143","N","24.72","9847394","2.13","25.15","1684595643","29.21","162131992",NA,NA
"River Falls","River Falls  rep2",2021-01-29,"2","1","30.1","529774","N","29.75","499275","N","24.37","12589737","2.4500000000000002","24.66","2347056758","28.53","256828468",NA,NA
"River Falls","River Falls  rep2",2021-01-29,"2","2","30.06","542706","N","30.03","417558","N","24.29","13314382","1.78","25.02","1836093870","28.66","235579416",NA,NA
"River Falls","River Falls  rep2",2021-01-29,"2","3","29.9","603176","N","29.79","489273","N","24.24","13781299","2.4300000000000002","25.27","1552621018","28.97","190421172",NA,NA
"River Falls","River Falls  rep3",2021-01-29,"3","1","30.15","512961","N","30.37","336332","N","24.28","13432085","2.86","24.43","2731944966","29.91","100674101",NA,NA
"River Falls","River Falls  rep3",2021-01-29,"3","2","30.67","366942","N","30.54","301183","N","24.2","14195385","1.91","25.06","1785111417","29.01","185636486",NA,NA
"River Falls","River Falls  rep3",2021-01-29,"3","3","30.44","426072","N","30.1","400228","N","24.2","14166263","2.86","24.49","2622829432","27.94","384717155",NA,NA
"River Falls","River Falls  rep1",2021-01-30,"1","1","30.33","456247","N","30.6","290528","N","24.24","13809463","4.92","24.65","2353996182","29.84","105105126",NA,NA
"River Falls","River Falls  rep1",2021-01-30,"1","2","30.28","473812","N","30.45","320242","N","24.23","13865300","4.74","25.79","1087508028","28.52","259448127",NA,NA
"River Falls","River Falls  rep1",2021-01-30,"1","3","30.5","411335","N","30.34","344229","N","23.88","17758723","5.59","24.55","2518891345","28.65","236616820",NA,NA
"River Falls","River Falls  rep2",2021-01-30,"2","1","30.05","547962","N","30.38","334513","N","24.24","13841593","4.5999999999999996","24.98","1881238643","30.38","73247147",NA,NA
"River Falls","River Falls  rep2",2021-01-30,"2","2","30.18","503079","N","30.21","373935","N","24.68","10115996","4.76","26.01","936901024","29.58","126261405",NA,NA
"River Falls","River Falls  rep2",2021-01-30,"2","3","30.29","470782","N","30.13","393766","N","24.42","12138310","4.97","25.09","1750558407","28.52","259215605",NA,NA
"River Falls","River Falls  rep3",2021-01-30,"3","1","30.5","410298","N","30.17","383073","N","23.81","18663431","3.88","24.92","1964292557","29.88","102453095",NA,NA
"River Falls","River Falls  rep3",2021-01-30,"3","2","30.63","377720","N","30.3","351136","N","23.84","18316136","4.5199999999999996","24.75","2197794343","28.88","202816375",NA,NA
"River Falls","River Falls  rep3",2021-01-30,"3","3","30.62","379051","N","30.88","243227","N","23.93","17236564","4.9400000000000004","24.75","2204191734","28.77","218690218",NA,NA
"Sun Prairie","Sun Prairie rep1",2021-01-28,"1","1","31.39","232174","N","31.03","220584","N","23.83","18487143","1.61","25.43","1391183537","29.03","182908522",NA,NA
"Sun Prairie","Sun Prairie rep1",2021-01-28,"1","2","31.56","207844","N","31.52","161263","N","23.86","18110494","2.2799999999999998","25.69","1165066022","29.1","174898865",NA,NA
"Sun Prairie","Sun Prairie rep1",2021-01-28,"1","3","31.36","235584","N","30.93","236021","N","23.96","16888068","2.23","24.91","1977855330","28.73","224101968",NA,NA
"Sun Prairie","Sun Prairie rep2",2021-01-28,"2","1","31.52","212510","N","32.26","100364","N","24.42","12134099","1.83","25.87","1031243918","29.19","164545165",NA,NA
"Sun Prairie","Sun Prairie rep2",2021-01-28,"2","2","31.85","172544","N","31.44","169795","N","24.3","13256349","2.5099999999999998","25.37","1449082227","29.25","157634369",NA,NA
"Sun Prairie","Sun Prairie rep2",2021-01-28,"2","3","31.37","234775","N","31.99","119596","N","23.99","16534043","2.02","25.14","1690035969","28.96","192111352",NA,NA
"Sun Prairie","Sun Prairie rep3",2021-01-28,"3","1","33.82","48757","N","32.96","64195","Y","24.11","15174761","0.53","25.29","1527979858","28.92","197798818",NA,NA
"Sun Prairie","Sun Prairie rep3",2021-01-28,"3","2","31.88","169133","N","32.58","81789","N","24.22","13985100","0.66","25.07","1768944011","29.01","185927054",NA,NA
"Sun Prairie","Sun Prairie rep3",2021-01-28,"3","3","32.729999999999997","98227","N","33.11","58278","Y","24.04","15897694","0.71","25.06","1787044468","28.52","258448520",NA,NA
"Sun Prairie","Sun Prairie rep1",2021-01-29,"1","1","31.41","228527","N","31.3","185947","N","24.22","14002300","1.58","25.41","1411876224","29.38","143853948",NA,NA
"Sun Prairie","Sun Prairie rep1",2021-01-29,"1","2","30.99","299350","N","31.13","207648","N","24.06","15723914","2.17","25.15","1674602539","29.11","172885970",NA,NA
"Sun Prairie","Sun Prairie rep1",2021-01-29,"1","3","31.43","225519","N","31.65","148780","N","24.06","15660983","2.72","24.95","1927564464","28.96","191451517",NA,NA
"Sun Prairie","Sun Prairie rep2",2021-01-29,"2","1","31.91","166047","N","31.28","188105","N","24.49","11579618","3.81","24.83","2081510439","28.83","210039206",NA,NA
"Sun Prairie","Sun Prairie rep2",2021-01-29,"2","2","31.96","160437","N","32.549999999999997","83712","N","23.97","16742066","3.75","25.41","1409701118","29.26","156139065",NA,NA
"Sun Prairie","Sun Prairie rep2",2021-01-29,"2","3","32.74","97476","N","32.82","70314","N","24.5","11480733","4.97","25.18","1651759356","28.81","211905675",NA,NA
"Sun Prairie","Sun Prairie rep3",2021-01-29,"3","1","32.64","103899","N","32.44","89432","N","24.47","11709971","2.92","25.4","1417399766","28.85","206315591","Updated on 1.14.22 by DA (after RR)",NA
"Sun Prairie","Sun Prairie rep3",2021-01-29,"3","2","32.659999999999997","102775","N","31.79","136228","N","24.39","12405159","3.7","25.62","1220933560","29.08","176285133",NA,NA
"Sun Prairie","Sun Prairie rep3",2021-01-29,"3","3","31.64","197001","N","32.33","96089","N","24.35","12811675","4.12","25.36","1458044262","29.46","136937800",NA,NA
"Sun Prairie","Sun Prairie rep1",2021-01-30,"1","1","32.299999999999997","128968","N","32.6","80663","N","24.25","13710017","1.44","25.38","1440441481","29.09","175247039",NA,NA
"Sun Prairie","Sun Prairie rep1",2021-01-30,"1","2","32.01","155993","N","31.72","141921","N","24.21","14121915","1.52","25.15","1675932508","29.13","170483963",NA,NA
"Sun Prairie","Sun Prairie rep1",2021-01-30,"1","3","31.95","161954","N","32.15","108213","N","24.39","12444215","1.61","25.21","1616956731","29.24","158283926",NA,NA
"Sun Prairie","Sun Prairie rep2",2021-01-30,"2","1","32.270000000000003","132011","N","32.68","76718","N","24.03","15967809","1.63","24.73","2237377365","29.43","139021427",NA,NA
"Sun Prairie","Sun Prairie rep2",2021-01-30,"2","2","32.68","101116","N","32.22","102865","N","24.1","15277035","1.78","25.19","1633306225","29.49","134032711",NA,NA
"Sun Prairie","Sun Prairie rep2",2021-01-30,"2","3","33.51","59418","N","32.619999999999997","79805","N","24.1","15276177","1.64","25.02","1831962179","29.3","152679883",NA,NA
"Sun Prairie","Sun Prairie rep3",2021-01-30,"3","1","32.89","88477","N","33.64","41548","Y","24.22","14023406","1.68","25.08","1763409106","29.57","126899837",NA,NA
"Sun Prairie","Sun Prairie rep3",2021-01-30,"3","2","31.92","165328","N","32.58","81817","N","24.19","14281070","1.8","25.33","1483693500","28.95","193865324",NA,NA
"Sun Prairie","Sun Prairie rep3",2021-01-30,"3","3","32.5","113802","N","32.97","63821","Y","24.04","15898329","1.75","25.36","1456513129","28.69","231302218",NA,NA
"Hudson","Hudson (M) rep 1",2021-02-01,"1","1","31.77","181527","N","31.36","179332","N","24.91","8633385","3.84","27.53","334720788","29.71","115206459",NA,NA
"Hudson","Hudson (M) rep 1",2021-02-01,"1","2","31.28","248797","N","31.48","165958","N","25.01","8019154","3.26","27.83","273303910","29.6","123799105",NA,NA
"Hudson","Hudson (M) rep 1",2021-02-01,"1","3","31.37","234901","N","31.52","161474","N","24.54","11156736","3.04","27.04","467010225","29.75","112187675",NA,NA
"Hudson","Hudson (M) rep 2",2021-02-01,"2","1","33.15","74843","N","32.340000000000003","95438","N","25.14","7344188","3.3","27.73","293722656","29.77","110889293",NA,NA
"Hudson","Hudson (M) rep 2",2021-02-01,"2","2","33.229999999999997","71045","N","33.24","53871","Y","24.82","9156863","3.27","28.14","221712827","30.06","90629706",NA,NA
"Hudson","Hudson (M) rep 2",2021-02-01,"2","3","32.42","119829","N","32.049999999999997","115192","N","24.98","8188666","3.33","27.59","323197015","29.58","125626271",NA,NA
"Hudson","Hudson (M) rep 3",2021-02-01,"3","1","32.97","84232","N","32.880000000000003","67593","N","25.38","6176870","2.65","27.92","257004455","29.8","107982812",NA,NA
"Hudson","Hudson (M) rep 3",2021-02-01,"3","2","36.19","10650","Y","34.96","17894","Y","25.65","5119523","2.77","26.94","500736188","29.81","107777177",NA,NA
"Hudson","Hudson (M) rep 3",2021-02-01,"3","3","32.270000000000003","131797","N","33.17","56220","Y","25.23","6869091","2.76","27.25","404798836","29.88","102549469",NA,NA
"Hudson","Hudson (T) rep 1",2021-02-02,"1","1","33.01","81819","N","33.479999999999997","45959","Y","20.75","161833715","2.0499999999999998","26.97","489847756","29.46","136420145",NA,NA
"Hudson","Hudson (T) rep 1",2021-02-02,"1","2","33.35","65947","N","32.729999999999997","74232","N","20.72","165590941","2.62","26.8","549483304","29.8","108566833",NA,NA
"Hudson","Hudson (T) rep 1",2021-02-02,"1","3","32.94","85667","N","33.08","59426","Y","20.66","172773649","2.35","26.85","533283745","29.48","134271629",NA,NA
"Hudson","Hudson (T) rep 2",2021-02-02,"2","1","32.01","155529","N","31.99","119455","N","24.65","10354460","2.84","26.73","576969136","30.36","73766999",NA,NA
"Hudson","Hudson (T) rep 2",2021-02-02,"2","2","31.66","194626","N","31.44","170128","N","25.12","7433323","2.39","26.92","506592564","29.45","137813724",NA,NA
"Hudson","Hudson (T) rep 2",2021-02-02,"2","3","32.14","142873","N","31.53","159882","N","24.93","8480561","2.63","26.7","587483526","29.79","109250126",NA,NA
"Hudson","Hudson (T) rep 3",2021-02-02,"3","1","32.119999999999997","144803","N","31.76","138728","N","25.28","6634150","2.93","27.33","385354846","29.81","107874612",NA,NA
"Hudson","Hudson (T) rep 3",2021-02-02,"3","2","32.049999999999997","151876","N","32.119999999999997","110260","N","25.06","7728937","3.07","27.61","318665469","30.28","78415693",NA,NA
"Hudson","Hudson (T) rep 3",2021-02-02,"3","3","32.369999999999997","123806","N","32.130000000000003","109356","N","25.45","5866303","3.33","26.67","599921821","29.99","95144936",NA,NA
"Hudson","Hudson (W) rep 1",2021-02-03,"1","1","31.88","168867","N","32.89","67249","N","24.36","12710933","2.5299999999999998","25.57","1260507052","29.21","162040514",NA,NA
"Hudson","Hudson (W) rep 1",2021-02-03,"1","2","33","82360","N","31.98","120522","N","24.45","11951970","2.48","25.49","1336931949","29.37","144915042",NA,NA
"Hudson","Hudson (W) rep 1",2021-02-03,"1","3","32.01","156015","N","32.4","91899","N","24.19","14345419","2.69","25.24","1576488121","29.6","124492379",NA,NA
"Hudson","Hudson (W) rep 2",2021-02-03,"2","1","32.08","148759","N","32.94","65085","Y","25.02","7948719","1.89","26.55","650594457","29.11","172850779",NA,NA
"Hudson","Hudson (W) rep 2",2021-02-03,"2","2","32.630000000000003","104455","N","33.520000000000003","44971","Y","24.78","9443902","1.61","26.79","552271281","29.28","154863755",NA,NA
"Hudson","Hudson (W) rep 2",2021-02-03,"2","3","33.31","67624","N","33.700000000000003","39997","Y","24.92","8539735","1.86","26.43","707183608","29.01","186045784",NA,NA
"Hudson","Hudson (W) rep 3",2021-02-03,"3","1","33.36","65258","N","33.380000000000003","49068","Y","23.09","31077857","2.96","25.91","1006934083","29.79","108784505",NA,NA
"Hudson","Hudson (W) rep 3",2021-02-03,"3","2","32.479999999999997","115276","N","33.340000000000003","50496","Y","23.26","27589924","2.94","25.53","1294873315","29.89","101855752",NA,NA
"Hudson","Hudson (W) rep 3",2021-02-03,"3","3","32.880000000000003","89216","N","33.17","56026","Y","23.27","27313732","2.9","25.33","1485926761","29.65","120136912",NA,NA
"Kenosha","Kenosha (M) rep 1",2021-02-01,"1","1","30.79","341057","N","30.14","390880","N","24.3","13269351","4.53","25.78","1096719387","29.17","166060918",NA,NA
"Kenosha","Kenosha (M) rep 1",2021-02-01,"1","2","30.78","343758","N","30.35","341641","N","24.56","11021450","4.7300000000000004","25.72","1146209883","29.36","146487536",NA,NA
"Kenosha","Kenosha (M) rep 1",2021-02-01,"1","3","30.9","317951","N","30.58","293682","N","24.36","12662179","4.13","25.65","1194025570","29.2","162799010",NA,NA
"Kenosha","Kenosha (M) rep 2",2021-02-01,"2","1","31.17","267122","N","30.97","228891","N","23.99","16488381","5.0999999999999996","25.34","1476547747","28.3","300196573",NA,NA
"Kenosha","Kenosha (M) rep 2",2021-02-01,"2","2","31.56","207312","N","31.07","215682","N","23.76","19445982","4.7","24.73","2226682798","28.26","308952114",NA,NA
"Kenosha","Kenosha (M) rep 2",2021-02-01,"2","3","31.67","193448","N","31.11","209401","N","23.71","20121110","4.79","25.19","1640647926","28.2","321638165",NA,NA
"Kenosha","Kenosha (M) rep 3",2021-02-01,"3","1","31.99","157320","N","31.73","140883","N","24.33","12974989","5.51","23.84","4078558443","28.85","206276694",NA,NA
"Kenosha","Kenosha (M) rep 3",2021-02-01,"3","2","32.049999999999997","151806","N","31.99","119223","N","24.08","15443702","5.09","25.28","1538820444","28.41","278457213",NA,NA
"Kenosha","Kenosha (M) rep 3",2021-02-01,"3","3","31.63","198102","N","31.74","140290","N","24.06","15678298","4.79","24.92","1961178347","28.44","273394975",NA,NA
"Kenosha","Kenosha (T) rep 1",2021-02-02,"1","1","31.84","174028","N","31.32","183094","N","24.36","12720487","5.0199999999999996","25.63","1216102206","28.25","311616926",NA,NA
"Kenosha","Kenosha (T) rep 1",2021-02-02,"1","2","31.27","250698","N","31.02","221818","N","24.44","12015907","5.23","23.72","4411325271","28.24","313090129",NA,NA
"Kenosha","Kenosha (T) rep 1",2021-02-02,"1","3","31.71","189061","N","31.62","151782","N","24.03","16006193","5.47","24.53","2550054168","28.38","283891931",NA,NA
"Kenosha","Kenosha (T) rep 2",2021-02-02,"2","1","30.33","456374","N","29.37","637962","N","24.43","12115770","4.32","25.48","1347924228","28.38","285530478",NA,NA
"Kenosha","Kenosha (T) rep 2",2021-02-02,"2","2","30.35","450563","N","29.42","617355","N","24.2","14206679","4.8499999999999996","25.51","1319737340","28.85","207479564",NA,NA
"Kenosha","Kenosha (T) rep 2",2021-02-02,"2","3","30.64","374472","N","29.42","620050","N","24.36","12651766","4.22","24.74","2214995701","28.92","197267708",NA,NA
"Kenosha","Kenosha (T) rep 3",2021-02-02,"3","1","31.65","195669","N","31.33","182102","N","24.61","10644123","4.16","26.11","875115476","29.17","166535189",NA,NA
"Kenosha","Kenosha (T) rep 3",2021-02-02,"3","2","31.73","185786","N","31.56","157747","N","24.33","13003407","4.76","25.99","950484703","29.29","153648838",NA,NA
"Kenosha","Kenosha (T) rep 3",2021-02-02,"3","3","32.01","155450","N","31.57","156801","N","24.49","11592596","5.47","25.41","1412711433","29.27","155073278",NA,NA
"Kenosha","Kenosha (W) rep 1",2021-02-03,"1","1","30.99","298851","N","30.9","240109","N","24.34","12829526","5.81","25.57","1268541746","29.62","122797447",NA,NA
"Kenosha","Kenosha (W) rep 1",2021-02-03,"1","2","30.98","300849","N","30.96","230243","N","24.3","13249265","4.2","24.95","1922107715","28.71","227737121",NA,NA
"Kenosha","Kenosha (W) rep 1",2021-02-03,"1","3","31.16","268860","N","31.13","206991","N","24.16","14627337","4.83","24.5","2610378029","29.24","158234073",NA,NA
"Kenosha","Kenosha (W) rep 2",2021-02-03,"2","1","31.06","286972","N","30.89","241830","N","24.26","13625668","5.62","25.18","1644200393","29.34","148371137",NA,NA
"Kenosha","Kenosha (W) rep 2",2021-02-03,"2","2","31.01","295992","N","31.02","222184","N","24.17","14469445","4.79","25.21","1618403495","29.08","176553995",NA,NA
"Kenosha","Kenosha (W) rep 2",2021-02-03,"2","3","31.19","264183","N","30.93","234814","N","24.02","16191490","6.33","24.82","2102280192","29.09","175374969",NA,NA
"Kenosha","Kenosha (W) rep 3",2021-02-03,"3","1","30.67","367665","N","31.36","178441","N","24.16","14580984","4.68","24.81","2114138004","28.9","199384416",NA,NA
"Kenosha","Kenosha (W) rep 3",2021-02-03,"3","2","31.28","248283","N","31.42","172309","N","24.02","16099204","4.3499999999999996","25.46","1363216641","29.76","111146314",NA,NA
