CaseSignal,NSignal,LogModel,hasIntercept,WeekStart,Bin Size,Offset,COR,R2,PVal
BinningCases,N1Mean,TRUE,TRUE,Wednesday,14,-1,0.193,0.0372,0.402
BinningCases,N1Mean,TRUE,TRUE,Wednesday,14,0,0.197,0.0388,0.392
BinningCases,N1Mean,TRUE,TRUE,Wednesday,14,1,0.199,0.0396,0.387
BinningCases,N1Mean,TRUE,TRUE,Wednesday,14,2,0.216,0.0465,0.348
BinningCases,N1Mean,TRUE,TRUE,Thursday,7,-2,0.0965,0.0093,0.549
BinningCases,N1Mean,TRUE,TRUE,Thursday,7,-1,0.104,0.0108,0.519
BinningCases,N1Mean,TRUE,TRUE,Thursday,7,0,0.125,0.0157,0.434
BinningCases,N1Mean,TRUE,TRUE,Thursday,7,1,0.233,0.0543,0.143
BinningCases,N1Mean,TRUE,TRUE,Thursday,7,2,0.253,0.0639,0.111
BinningCases,N1Mean,TRUE,TRUE,Thursday,14,-2,0.199,0.0397,0.386
BinningCases,N1Mean,TRUE,TRUE,Thursday,14,-1,0.191,0.0366,0.406
BinningCases,N1Mean,TRUE,TRUE,Thursday,14,0,0.194,0.0376,0.4
BinningCases,N1Mean,TRUE,TRUE,Thursday,14,1,0.214,0.0456,0.353
BinningCases,N1Mean,TRUE,TRUE,Thursday,14,2,0.231,0.0533,0.314
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,7,-2,0.409,0.949,8.4e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,7,-1,0.413,0.95,4.56e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,7,0,0.443,0.953,1.51e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,7,1,0.449,0.955,7.94e-28
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,7,2,0.465,0.956,5.2e-28
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,14,-2,0.561,0.958,1.72e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,14,-1,0.558,0.959,1.3e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,14,0,0.601,0.962,6.11e-15
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,14,1,0.604,0.962,5.35e-15
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,14,2,0.606,0.963,5.09e-15
BinningThenSLDCases,N1Median,TRUE,FALSE,Friday,7,-2,0.435,0.95,2.39e-26
BinningThenSLDCases,N1Median,TRUE,FALSE,Friday,7,-1,0.449,0.952,1.11e-26
BinningThenSLDCases,N1Median,TRUE,FALSE,Friday,7,0,0.462,0.954,5.32e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Friday,7,1,0.482,0.955,3.14e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Friday,7,2,0.485,0.956,2.47e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Friday,14,-2,0.673,0.96,5.3e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Friday,14,-1,0.68,0.962,3.46e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Friday,14,0,0.691,0.962,2.9e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Friday,14,1,0.699,0.963,2.53e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Friday,14,2,0.704,0.963,2.31e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Saturday,7,-2,0.424,0.951,1.71e-26
BinningThenSLDCases,N1Median,TRUE,FALSE,Saturday,7,-1,0.435,0.953,8.69e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Saturday,7,0,0.456,0.954,5.2e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Saturday,7,1,0.459,0.955,3.86e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Saturday,7,2,0.465,0.956,2.21e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Saturday,14,-2,0.659,0.961,4.36e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Saturday,14,-1,0.668,0.961,3.72e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Saturday,14,0,0.68,0.962,3.21e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Saturday,14,1,0.684,0.962,2.77e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Saturday,14,2,0.688,0.964,1.87e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Sunday,7,-2,0.375,0.951,1.64e-26
BinningThenSLDCases,N1Median,TRUE,FALSE,Sunday,7,-1,0.392,0.952,1.06e-26
BinningThenSLDCases,N1Median,TRUE,FALSE,Sunday,7,0,0.396,0.953,7.81e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Sunday,7,1,0.401,0.954,4.56e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Sunday,7,2,0.4,0.956,2.37e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Sunday,14,-2,0.631,0.96,4.58e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Sunday,14,-1,0.642,0.961,4.02e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Sunday,14,0,0.647,0.962,3.45e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Sunday,14,1,0.651,0.963,2.34e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Sunday,14,2,0.657,0.965,1.55e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Monday,7,-2,0.328,0.95,2.27e-26
BinningThenSLDCases,N1Median,TRUE,FALSE,Monday,7,-1,0.326,0.951,1.83e-26
BinningThenSLDCases,N1Median,TRUE,FALSE,Monday,7,0,0.336,0.952,1.02e-26
BinningThenSLDCases,N1Median,TRUE,FALSE,Monday,7,1,0.339,0.954,5.09e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Monday,7,2,0.351,0.956,2.53e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Monday,14,-2,0.627,0.96,4.66e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Monday,14,-1,0.629,0.961,4.11e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Monday,14,0,0.635,0.962,2.77e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Monday,14,1,0.641,0.964,1.83e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Monday,14,2,0.649,0.966,1.13e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Tuesday,7,-2,0.31,0.95,2.09e-26
BinningThenSLDCases,N1Median,TRUE,FALSE,Tuesday,7,-1,0.315,0.952,1.26e-26
BinningThenSLDCases,N1Median,TRUE,FALSE,Tuesday,7,0,0.323,0.954,5.95e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Tuesday,7,1,0.337,0.955,2.94e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Tuesday,7,2,0.363,0.958,9.78e-28
BinningThenSLDCases,N1Median,TRUE,FALSE,Tuesday,14,-2,0.599,0.96,4.54e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Tuesday,14,-1,0.602,0.962,3.15e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Tuesday,14,0,0.61,0.964,2.07e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Tuesday,14,1,0.618,0.965,1.31e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Tuesday,14,2,0.622,0.968,6.67e-15
BinningThenSLDCases,N1Median,TRUE,FALSE,Wednesday,7,-2,0.361,0.953,6.92e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Wednesday,7,-1,0.36,0.955,3.75e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Wednesday,7,0,0.378,0.957,1.67e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Wednesday,7,1,0.4,0.959,5.79e-28
BinningThenSLDCases,N1Median,TRUE,FALSE,Wednesday,7,2,0.404,0.961,2.56e-28
BinningThenSLDCases,N1Median,TRUE,FALSE,Wednesday,14,-2,0.532,0.961,4.23e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Wednesday,14,-1,0.534,0.962,2.91e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Wednesday,14,0,0.544,0.964,1.84e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Wednesday,14,1,0.549,0.967,9.79e-15
BinningThenSLDCases,N1Median,TRUE,FALSE,Wednesday,14,2,0.553,0.968,6.67e-15
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,7,-2,0.409,0.949,8.4e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,7,-1,0.413,0.95,4.56e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,7,0,0.443,0.953,1.51e-27
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,7,1,0.449,0.955,7.94e-28
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,7,2,0.465,0.956,5.2e-28
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,14,-2,0.529,0.962,2.9e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,14,-1,0.533,0.964,1.91e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,14,0,0.54,0.966,1e-14
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,14,1,0.544,0.968,6.96e-15
BinningThenSLDCases,N1Median,TRUE,FALSE,Thursday,14,2,0.552,0.969,5.29e-15
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,7,-2,0.409,0.167,0.00884
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,7,-1,0.413,0.17,0.00816
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,7,0,0.443,0.196,0.00421
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,7,1,0.449,0.202,0.00366
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,7,2,0.465,0.216,0.00251
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,14,-2,0.561,0.314,0.0101
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,14,-1,0.558,0.312,0.0105
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,14,0,0.601,0.361,0.00511
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,14,1,0.604,0.365,0.00479
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,14,2,0.606,0.367,0.00461
BinningThenSLDCases,N1Median,FALSE,TRUE,Friday,7,-2,0.435,0.189,0.00561
BinningThenSLDCases,N1Median,FALSE,TRUE,Friday,7,-1,0.449,0.201,0.00418
BinningThenSLDCases,N1Median,FALSE,TRUE,Friday,7,0,0.462,0.214,0.00305
BinningThenSLDCases,N1Median,FALSE,TRUE,Friday,7,1,0.482,0.232,0.00188
BinningThenSLDCases,N1Median,FALSE,TRUE,Friday,7,2,0.485,0.235,0.00175
BinningThenSLDCases,N1Median,FALSE,TRUE,Friday,14,-2,0.673,0.453,0.00159
BinningThenSLDCases,N1Median,FALSE,TRUE,Friday,14,-1,0.68,0.462,0.00136
BinningThenSLDCases,N1Median,FALSE,TRUE,Friday,14,0,0.691,0.477,0.00106
BinningThenSLDCases,N1Median,FALSE,TRUE,Friday,14,1,0.699,0.489,0.000864
BinningThenSLDCases,N1Median,FALSE,TRUE,Friday,14,2,0.704,0.495,0.00077
BinningThenSLDCases,N1Median,FALSE,TRUE,Saturday,7,-2,0.424,0.18,0.00714
BinningThenSLDCases,N1Median,FALSE,TRUE,Saturday,7,-1,0.435,0.189,0.00566
BinningThenSLDCases,N1Median,FALSE,TRUE,Saturday,7,0,0.456,0.208,0.00355
BinningThenSLDCases,N1Median,FALSE,TRUE,Saturday,7,1,0.459,0.211,0.00329
BinningThenSLDCases,N1Median,FALSE,TRUE,Saturday,7,2,0.465,0.216,0.00289
BinningThenSLDCases,N1Median,FALSE,TRUE,Saturday,14,-2,0.659,0.434,0.00217
BinningThenSLDCases,N1Median,FALSE,TRUE,Saturday,14,-1,0.668,0.446,0.00177
BinningThenSLDCases,N1Median,FALSE,TRUE,Saturday,14,0,0.68,0.462,0.00137
BinningThenSLDCases,N1Median,FALSE,TRUE,Saturday,14,1,0.684,0.468,0.00124
BinningThenSLDCases,N1Median,FALSE,TRUE,Saturday,14,2,0.688,0.473,0.00114
BinningThenSLDCases,N1Median,FALSE,TRUE,Sunday,7,-2,0.375,0.141,0.0185
BinningThenSLDCases,N1Median,FALSE,TRUE,Sunday,7,-1,0.392,0.153,0.0137
BinningThenSLDCases,N1Median,FALSE,TRUE,Sunday,7,0,0.396,0.157,0.0127
BinningThenSLDCases,N1Median,FALSE,TRUE,Sunday,7,1,0.401,0.16,0.0115
BinningThenSLDCases,N1Median,FALSE,TRUE,Sunday,7,2,0.4,0.16,0.0117
BinningThenSLDCases,N1Median,FALSE,TRUE,Sunday,14,-2,0.631,0.399,0.00374
BinningThenSLDCases,N1Median,FALSE,TRUE,Sunday,14,-1,0.642,0.412,0.00306
BinningThenSLDCases,N1Median,FALSE,TRUE,Sunday,14,0,0.647,0.418,0.00277
BinningThenSLDCases,N1Median,FALSE,TRUE,Sunday,14,1,0.651,0.424,0.00251
BinningThenSLDCases,N1Median,FALSE,TRUE,Sunday,14,2,0.657,0.432,0.00224
BinningThenSLDCases,N1Median,FALSE,TRUE,Monday,7,-2,0.328,0.108,0.0416
BinningThenSLDCases,N1Median,FALSE,TRUE,Monday,7,-1,0.326,0.106,0.043
BinningThenSLDCases,N1Median,FALSE,TRUE,Monday,7,0,0.336,0.113,0.0364
BinningThenSLDCases,N1Median,FALSE,TRUE,Monday,7,1,0.339,0.115,0.0345
BinningThenSLDCases,N1Median,FALSE,TRUE,Monday,7,2,0.351,0.123,0.0286
BinningThenSLDCases,N1Median,FALSE,TRUE,Monday,14,-2,0.627,0.393,0.0041
BinningThenSLDCases,N1Median,FALSE,TRUE,Monday,14,-1,0.629,0.395,0.00394
BinningThenSLDCases,N1Median,FALSE,TRUE,Monday,14,0,0.635,0.403,0.0035
BinningThenSLDCases,N1Median,FALSE,TRUE,Monday,14,1,0.641,0.411,0.00311
BinningThenSLDCases,N1Median,FALSE,TRUE,Monday,14,2,0.649,0.422,0.00262
BinningThenSLDCases,N1Median,FALSE,TRUE,Tuesday,7,-2,0.31,0.0963,0.0546
BinningThenSLDCases,N1Median,FALSE,TRUE,Tuesday,7,-1,0.315,0.0995,0.0505
BinningThenSLDCases,N1Median,FALSE,TRUE,Tuesday,7,0,0.323,0.104,0.045
BinningThenSLDCases,N1Median,FALSE,TRUE,Tuesday,7,1,0.337,0.114,0.036
BinningThenSLDCases,N1Median,FALSE,TRUE,Tuesday,7,2,0.363,0.132,0.0231
BinningThenSLDCases,N1Median,FALSE,TRUE,Tuesday,14,-2,0.599,0.359,0.00669
BinningThenSLDCases,N1Median,FALSE,TRUE,Tuesday,14,-1,0.602,0.363,0.00634
BinningThenSLDCases,N1Median,FALSE,TRUE,Tuesday,14,0,0.61,0.372,0.00559
BinningThenSLDCases,N1Median,FALSE,TRUE,Tuesday,14,1,0.618,0.382,0.00479
BinningThenSLDCases,N1Median,FALSE,TRUE,Tuesday,14,2,0.622,0.387,0.00445
BinningThenSLDCases,N1Median,FALSE,TRUE,Wednesday,7,-2,0.361,0.13,0.024
BinningThenSLDCases,N1Median,FALSE,TRUE,Wednesday,7,-1,0.36,0.129,0.0245
BinningThenSLDCases,N1Median,FALSE,TRUE,Wednesday,7,0,0.378,0.143,0.0178
BinningThenSLDCases,N1Median,FALSE,TRUE,Wednesday,7,1,0.4,0.16,0.0116
BinningThenSLDCases,N1Median,FALSE,TRUE,Wednesday,7,2,0.404,0.163,0.0107
BinningThenSLDCases,N1Median,FALSE,TRUE,Wednesday,14,-2,0.532,0.283,0.019
BinningThenSLDCases,N1Median,FALSE,TRUE,Wednesday,14,-1,0.534,0.286,0.0184
BinningThenSLDCases,N1Median,FALSE,TRUE,Wednesday,14,0,0.544,0.296,0.016
BinningThenSLDCases,N1Median,FALSE,TRUE,Wednesday,14,1,0.549,0.301,0.0149
BinningThenSLDCases,N1Median,FALSE,TRUE,Wednesday,14,2,0.553,0.306,0.0141
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,7,-2,0.409,0.167,0.00884
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,7,-1,0.413,0.17,0.00816
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,7,0,0.443,0.196,0.00421
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,7,1,0.449,0.202,0.00366
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,7,2,0.465,0.216,0.00251
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,14,-2,0.529,0.28,0.0198
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,14,-1,0.533,0.284,0.0187
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,14,0,0.54,0.291,0.0171
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,14,1,0.544,0.296,0.0161
BinningThenSLDCases,N1Median,FALSE,TRUE,Thursday,14,2,0.552,0.305,0.0142
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,7,-2,0.48,0.641,3.38e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,7,-1,0.495,0.65,2.01e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,7,0,0.533,0.676,4.38e-11
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,7,1,0.546,0.685,2.54e-11
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,7,2,0.587,0.711,4.54e-12
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,14,-2,0.497,0.713,1.48e-06
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,14,-1,0.497,0.714,1.43e-06
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,14,0,0.542,0.737,6.42e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,14,1,0.551,0.742,5.39e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,14,2,0.549,0.742,5.33e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Friday,7,-2,0.452,0.631,9.26e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Friday,7,-1,0.477,0.65,3.36e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Friday,7,0,0.499,0.664,1.52e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Friday,7,1,0.554,0.697,2.16e-11
BinningThenSLDCases,N1Median,FALSE,FALSE,Friday,7,2,0.565,0.706,1.21e-11
BinningThenSLDCases,N1Median,FALSE,FALSE,Friday,14,-2,0.528,0.722,2.12e-06
BinningThenSLDCases,N1Median,FALSE,FALSE,Friday,14,-1,0.539,0.732,1.53e-06
BinningThenSLDCases,N1Median,FALSE,FALSE,Friday,14,0,0.557,0.74,1.14e-06
BinningThenSLDCases,N1Median,FALSE,FALSE,Friday,14,1,0.572,0.75,8.18e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Friday,14,2,0.579,0.754,6.85e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Saturday,7,-2,0.44,0.628,1.12e-09
BinningThenSLDCases,N1Median,FALSE,FALSE,Saturday,7,-1,0.458,0.639,6.05e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Saturday,7,0,0.511,0.671,1.07e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Saturday,7,1,0.521,0.678,6.73e-11
BinningThenSLDCases,N1Median,FALSE,FALSE,Saturday,7,2,0.528,0.684,4.76e-11
BinningThenSLDCases,N1Median,FALSE,FALSE,Saturday,14,-2,0.571,0.746,9.34e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Saturday,14,-1,0.589,0.755,6.62e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Saturday,14,0,0.614,0.769,3.84e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Saturday,14,1,0.623,0.775,3.08e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Saturday,14,2,0.632,0.78,2.53e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Sunday,7,-2,0.376,0.589,7.55e-09
BinningThenSLDCases,N1Median,FALSE,FALSE,Sunday,7,-1,0.431,0.621,1.58e-09
BinningThenSLDCases,N1Median,FALSE,FALSE,Sunday,7,0,0.444,0.631,9.56e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Sunday,7,1,0.455,0.638,6.38e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Sunday,7,2,0.456,0.642,5.33e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Sunday,14,-2,0.595,0.754,7.05e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Sunday,14,-1,0.624,0.771,3.63e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Sunday,14,0,0.633,0.777,2.83e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Sunday,14,1,0.643,0.782,2.27e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Sunday,14,2,0.655,0.79,1.62e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Monday,7,-2,0.35,0.589,7.69e-09
BinningThenSLDCases,N1Median,FALSE,FALSE,Monday,7,-1,0.361,0.598,5.03e-09
BinningThenSLDCases,N1Median,FALSE,FALSE,Monday,7,0,0.378,0.608,3.01e-09
BinningThenSLDCases,N1Median,FALSE,FALSE,Monday,7,1,0.384,0.615,2.15e-09
BinningThenSLDCases,N1Median,FALSE,FALSE,Monday,7,2,0.411,0.63,1.02e-09
BinningThenSLDCases,N1Median,FALSE,FALSE,Monday,14,-2,0.635,0.775,3.04e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Monday,14,-1,0.641,0.78,2.49e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Monday,14,0,0.651,0.786,1.95e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Monday,14,1,0.663,0.793,1.41e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Monday,14,2,0.678,0.803,8.98e-08
BinningThenSLDCases,N1Median,FALSE,FALSE,Tuesday,7,-2,0.374,0.613,2.41e-09
BinningThenSLDCases,N1Median,FALSE,FALSE,Tuesday,7,-1,0.388,0.623,1.47e-09
BinningThenSLDCases,N1Median,FALSE,FALSE,Tuesday,7,0,0.399,0.631,9.34e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Tuesday,7,1,0.427,0.646,4.29e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Tuesday,7,2,0.46,0.668,1.26e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Tuesday,14,-2,0.64,0.776,2.93e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Tuesday,14,-1,0.647,0.781,2.4e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Tuesday,14,0,0.659,0.788,1.77e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Tuesday,14,1,0.673,0.798,1.17e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Tuesday,14,2,0.678,0.804,8.82e-08
BinningThenSLDCases,N1Median,FALSE,FALSE,Wednesday,7,-2,0.453,0.635,7.58e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Wednesday,7,-1,0.46,0.643,5.12e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Wednesday,7,0,0.487,0.658,2.24e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Wednesday,7,1,0.517,0.679,6.59e-11
BinningThenSLDCases,N1Median,FALSE,FALSE,Wednesday,7,2,0.528,0.686,4.18e-11
BinningThenSLDCases,N1Median,FALSE,FALSE,Wednesday,14,-2,0.636,0.773,3.4e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Wednesday,14,-1,0.642,0.778,2.76e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Wednesday,14,0,0.656,0.787,1.86e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Wednesday,14,1,0.661,0.793,1.45e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Wednesday,14,2,0.664,0.796,1.25e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,7,-2,0.48,0.641,3.38e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,7,-1,0.495,0.65,2.01e-10
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,7,0,0.533,0.676,4.38e-11
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,7,1,0.546,0.685,2.54e-11
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,7,2,0.587,0.711,4.54e-12
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,14,-2,0.635,0.773,3.34e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,14,-1,0.646,0.781,2.39e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,14,0,0.653,0.788,1.79e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,14,1,0.657,0.792,1.53e-07
BinningThenSLDCases,N1Median,FALSE,FALSE,Thursday,14,2,0.669,0.797,1.18e-07
BinningThenSLDCases,N1Median,TRUE,TRUE,Thursday,7,-2,0.409,0.167,0.00884
BinningThenSLDCases,N1Median,TRUE,TRUE,Thursday,7,-1,0.413,0.17,0.00816
BinningThenSLDCases,N1Median,TRUE,TRUE,Thursday,7,0,0.443,0.196,0.00421
BinningThenSLDCases,N1Median,TRUE,TRUE,Thursday,7,1,0.449,0.202,0.00366
BinningThenSLDCases,N1Median,TRUE,TRUE,Thursday,7,2,0.465,0.216,0.00251
BinningThenSLDCases,N1Median,TRUE,TRUE,Thursday,14,-2,0.561,0.314,0.0101
BinningThenSLDCases,N1Median,TRUE,TRUE,Thursday,14,-1,0.558,0.312,0.0105
BinningThenSLDCases,N1Median,TRUE,TRUE,Thursday,14,0,0.601,0.361,0.00511
BinningThenSLDCases,N1Median,TRUE,TRUE,Thursday,14,1,0.604,0.365,0.00479
BinningThenSLDCases,N1Median,TRUE,TRUE,Thursday,14,2,0.606,0.367,0.00461
BinningThenSLDCases,N1Median,TRUE,TRUE,Friday,7,-2,0.435,0.189,0.00561
BinningThenSLDCases,N1Median,TRUE,TRUE,Friday,7,-1,0.449,0.201,0.00418
BinningThenSLDCases,N1Median,TRUE,TRUE,Friday,7,0,0.462,0.214,0.00305
BinningThenSLDCases,N1Median,TRUE,TRUE,Friday,7,1,0.482,0.232,0.00188
BinningThenSLDCases,N1Median,TRUE,TRUE,Friday,7,2,0.485,0.235,0.00175
BinningThenSLDCases,N1Median,TRUE,TRUE,Friday,14,-2,0.673,0.453,0.00159
BinningThenSLDCases,N1Median,TRUE,TRUE,Friday,14,-1,0.68,0.462,0.00136
BinningThenSLDCases,N1Median,TRUE,TRUE,Friday,14,0,0.691,0.477,0.00106
BinningThenSLDCases,N1Median,TRUE,TRUE,Friday,14,1,0.699,0.489,0.000864
BinningThenSLDCases,N1Median,TRUE,TRUE,Friday,14,2,0.704,0.495,0.00077
BinningThenSLDCases,N1Median,TRUE,TRUE,Saturday,7,-2,0.424,0.18,0.00714
BinningThenSLDCases,N1Median,TRUE,TRUE,Saturday,7,-1,0.435,0.189,0.00566
BinningThenSLDCases,N1Median,TRUE,TRUE,Saturday,7,0,0.456,0.208,0.00355
BinningThenSLDCases,N1Median,TRUE,TRUE,Saturday,7,1,0.459,0.211,0.00329
BinningThenSLDCases,N1Median,TRUE,TRUE,Saturday,7,2,0.465,0.216,0.00289
BinningThenSLDCases,N1Median,TRUE,TRUE,Saturday,14,-2,0.659,0.434,0.00217
BinningThenSLDCases,N1Median,TRUE,TRUE,Saturday,14,-1,0.668,0.446,0.00177
BinningThenSLDCases,N1Median,TRUE,TRUE,Saturday,14,0,0.68,0.462,0.00137
BinningThenSLDCases,N1Median,TRUE,TRUE,Saturday,14,1,0.684,0.468,0.00124
