Date,Cases,Tests,ServiceID
2020-08-13,1309,38279,18
2020-08-14,1326,38453,18
2020-08-15,1333,38728,18
2020-08-16,1356,38807,18
2020-08-17,1365,39042,18
2020-08-18,1369,39423,18
2020-08-19,1381,39896,18
2020-08-20,1395,40211,18
2020-08-21,1403,40441,18
2020-08-22,1419,40602,18
2020-08-23,1430,40802,18
2020-08-24,1437,40980,18
2020-08-25,1453,41407,18
2020-08-26,1467,41739,18
2020-08-27,1492,42127,18
2020-08-28,1510,42335,18
2020-08-29,1522,42660,18
2020-08-30,1531,42799,18
2020-08-31,1533,42983,18
2020-09-01,1552,43155,18
2020-09-02,1556,43406,18
2020-09-03,1565,43563,18
2020-09-04,1586,43712,18
2020-09-05,1602,43870,18
2020-09-06,1617,44047,18
2020-09-07,1623,44238,18
2020-09-08,1635,44284,18
2020-09-09,1643,44447,18
2020-09-10,1674,44630,18
2020-09-11,1690,44711,18
2020-09-12,1700,44873,18
2020-09-13,1722,45073,18
2020-09-14,1738,45114,18
2020-09-15,1745,45392,18
2020-09-16,1769,45638,18
2020-09-17,1807,46280,18
2020-09-18,1844,46763,18
2020-09-19,1871,47270,18
2020-09-20,1900,47575,18
2020-09-21,1909,47877,18
2020-09-22,1924,48581,18
2020-09-23,1942,48895,18
2020-09-24,1972,49219,18
2020-09-25,2002,49648,18
2020-09-26,2035,49863,18
2020-09-27,2064,50078,18
2020-09-28,2100,50263,18
2020-09-29,2133,50547,18
2020-09-30,2165,50833,18
2020-10-01,2222,51199,18
2020-10-02,2249,51442,18
2020-10-03,2291,51691,18
2020-10-04,2319,51747,18
2020-10-05,2348,51905,18
2020-10-06,2388,52349,18
2020-10-07,2410,52702,18
2020-10-08,2444,53172,18
2020-10-09,2508,53622,18
2020-10-10,2565,53886,18
2020-10-11,2618,53961,18
2020-10-12,2664,54193,18
2020-10-13,2705,54509,18
2020-10-14,2754,54860,18
2020-10-15,2822,55263,18
2020-10-16,2899,55794,18
2020-10-17,2899,55794,18
2020-10-18,2978,58540,18
2020-10-19,2978,59896,18
2020-10-20,3076,60199,18
2020-10-21,3200,60443,18
2020-10-22,3279,60947,18
2020-10-23,3382,61448,18
2020-10-24,3490,62016,18
2020-10-25,3593,62513,18
2020-10-26,3656,62994,18
2020-10-27,3764,63542,18
2020-10-28,3897,63802,18
2020-10-29,3947,64100,18
2020-10-30,4088,64607,18
2020-10-31,4187,65137,18
2020-11-01,4243,65672,18
2020-11-02,4307,65956,18
2020-11-03,4493,66607,18
2020-11-04,4542,67004,18
2020-11-05,4656,67388,18
2020-11-06,4804,67859,18
2020-11-07,4935,68416,18
2020-11-08,4990,68680,18
2020-11-09,5082,69039,18
2020-11-10,5309,69678,18
2020-11-11,5426,70154,18
2020-11-12,5613,70641,18
2020-11-13,5719,71000,18
2020-11-14,5788,71686,18
2020-11-15,5931,72283,18
2020-11-16,6085,72575,18
2020-11-17,6304,73291,18
2020-11-18,6490,73989,18
2020-11-19,6603,74394,18
2020-11-20,6750,75106,18
2020-11-21,6864,75562,18
2020-11-22,6931,76083,18
2020-11-23,6952,76469,18
2020-11-24,7232,77143,18
2020-11-25,7301,77479,18
2020-11-26,7419,77903,18
2020-11-27,7439,78212,18
2020-11-28,7573,78448,18
2020-11-29,7688,78797,18
2020-11-30,7770,79111,18
2020-12-01,7813,79218,18
2020-12-02,7889,79409,18
2020-12-03,8019,79836,18
2020-12-04,8145,80290,18
2020-12-05,8234,80609,18
2020-12-06,8278,80915,18
2020-12-07,8368,81228,18
2020-12-08,8423,81404,18
2020-12-09,8474,81622,18
2020-12-10,8555,82013,18
2020-12-11,8610,82280,18
2020-12-12,8673,82556,18
2020-12-13,8737,82898,18
2020-12-14,8791,83081,18
2020-12-15,8808,83161,18
2020-12-16,8835,83356,18
2020-12-17,8901,83709,18
2020-12-18,8961,83964,18
2020-12-19,9033,84339,18
2020-12-20,9070,84567,18
2020-12-21,9105,84816,18
2020-12-22,9132,84932,18
2020-12-23,9179,85087,18
2020-12-24,9253,85454,18
2020-12-25,9315,85793,18
2020-12-26,9315,85935,18
2020-12-27,9379,86089,18
2020-12-28,9426,86342,18
2020-12-29,9456,86453,18
2020-12-30,9506,86559,18
2020-12-31,9586,86827,18
2021-01-01,9665,87090,18
2021-01-02,9665,87233,18
2021-01-03,9779,87424,18
2021-01-04,9856,87678,18
