"Date","Cases","Tests","Population","Site","Per_pos"
2020-03-31,4,67,127634,"MMSD-P8",5.97014925373134
2020-04-01,10,65,127634,"MMSD-P8",15.3846153846154
2020-04-02,5,56,127634,"MMSD-P8",8.92857142857143
2020-04-03,6,39,127634,"MMSD-P8",15.3846153846154
2020-04-04,6,58,127634,"MMSD-P8",10.3448275862069
2020-04-05,4,25,127634,"MMSD-P8",16
2020-04-06,1,32,127634,"MMSD-P8",3.125
2020-04-07,7,52,127634,"MMSD-P8",13.4615384615385
2020-04-08,5,43,127634,"MMSD-P8",11.6279069767442
2020-04-09,4,32,127634,"MMSD-P8",12.5
2020-04-10,4,46,127634,"MMSD-P8",8.69565217391304
2020-04-11,1,25,127634,"MMSD-P8",4
2020-04-12,0,15,127634,"MMSD-P8",0
2020-04-13,3,37,127634,"MMSD-P8",8.10810810810811
2020-04-14,3,44,127634,"MMSD-P8",6.81818181818182
2020-04-15,1,43,127634,"MMSD-P8",2.32558139534884
2020-04-16,0,36,127634,"MMSD-P8",0
2020-04-17,4,50,127634,"MMSD-P8",8
2020-04-18,1,53,127634,"MMSD-P8",1.88679245283019
2020-04-19,0,24,127634,"MMSD-P8",0
2020-04-20,2,45,127634,"MMSD-P8",4.44444444444444
2020-04-21,1,74,127634,"MMSD-P8",1.35135135135135
2020-04-22,0,69,127634,"MMSD-P8",0
2020-04-23,4,75,127634,"MMSD-P8",5.33333333333333
2020-04-24,1,68,127634,"MMSD-P8",1.47058823529412
2020-04-25,0,57,127634,"MMSD-P8",0
2020-04-26,1,58,127634,"MMSD-P8",1.72413793103448
2020-04-27,1,65,127634,"MMSD-P8",1.53846153846154
2020-04-28,3,91,127634,"MMSD-P8",3.2967032967033
