"","Date","Site","N1RankLeft","N1RankRight","N2RankLeft","N2RankRight","N1","N2","MaxN1Rank"
"383",2021-10-04,"MMSD-P2",89,75,101,55,220932,170892,-101
"384",2021-10-07,"MMSD-P2",33,41,53,79,269119,177581,-79
"385",2021-10-07,"MMSD-P7",21,80,16,83,233824,206261,-83
"386",2021-10-07,"MMSD-P8",26,64,50,88,216720,130824,-88
"387",2021-10-07,"MMSD-P11",28,79,37,86,202368,142260,-86
"388",2021-10-07,"MMSD-P18",12,41,17,70,359371,317340,-70
"389",2021-10-11,"MMSD-P2",67,80,29,89,252770,250532,-89
"390",2021-10-11,"MMSD-P7",26,16,23,14,302216,289560,-26
"391",2021-10-11,"MMSD-P8",43,72,19,84,233131,221137,-84
"392",2021-10-11,"MMSD-P11",26,59,19,81,275285,254214,-81
"393",2021-10-11,"MMSD-P18",64,33,35,25,310064,399310,-64
"394",2021-10-14,"MMSD-P18",72,83,80,52,212879,236450,-83
"395",2021-10-14,"MMSD-P11",46,72,24,16,282371,334026,-72
"396",2021-10-14,"MMSD-P8",35,48,23,37,259475,271972,-48
"397",2021-10-14,"MMSD-P7",90,93,92,88,150208,128737,-93
"398",2021-10-14,"MMSD-P2",28,21,19,10,318004,413158,-28
"399",2021-10-18,"MMSD-P2",87,42,98,41,210354,159605,-98
"400",2021-10-18,"MMSD-P7",13,12,18,17,337918,220443,-18
"401",2021-10-18,"MMSD-P8",59,9,70,9,257382,260545,-70
"402",2021-10-18,"MMSD-P11",33,18,89,36,320876,233892,-89
"403",2021-10-18,"MMSD-P18",22,36,53,34,344765,263476,-53
"404",2021-10-21,"MMSD-P2",66,15,67,22,195292,140965,-67
"405",2021-10-21,"MMSD-P7",94,67,89,72,118611,91705,-94
"406",2021-10-21,"MMSD-P8",98,20,98,22,98514,77698,-98
"407",2021-10-21,"MMSD-P11",87,78,69,30,165831,210507,-87
"408",2021-10-21,"MMSD-P18",69,30,71,35,258928,187078,-71
"409",2021-10-25,"MMSD-P2",93,90,86,74,53530,48418,-93
"410",2021-10-25,"MMSD-P7",39,66,34,67,140109,139446,-67
"411",2021-10-25,"MMSD-P8",87,90,85,83,20618,21285,-90
"412",2021-10-25,"MMSD-P11",27,21,75,23,235951,167268,-75
"413",2021-10-25,"MMSD-P18",75,64,70,64,152257,118249,-75
"414",2021-10-28,"MMSD-P2",18,72,34,83,175018,101314,-83
"415",2021-10-28,"MMSD-P7",40,89,39,82,158726,164919,-89
"416",2021-10-28,"MMSD-P8",17,86,24,95,122403,70458,-95
"417",2021-10-28,"MMSD-P11",84,84,82,82,109576,102428,-84
"418",2021-10-28,"MMSD-P18",41,52,41,84,206646,184718,-84
"419",2021-11-01,"MMSD-P2",36,92,25,99,214249,204727,-99
"420",2021-11-01,"MMSD-P7",17,52,24,86,289131,246156,-86
"421",2021-11-01,"MMSD-P8",21,49,12,15,187325,244197,-49
"422",2021-11-01,"MMSD-P11",21,99,23,98,220577,192889,-99
"423",2021-11-01,"MMSD-P18",53,54,21,42,209159,332511,-54
"424",2021-11-04,"MMSD-P2",16,14,9,12,371357,476660,-16
"425",2021-11-04,"MMSD-P7",54,75,20,93,287371,332058,-93
"426",2021-11-04,"MMSD-P8",58,17,92,20,185698,140124,-92
"427",2021-11-04,"MMSD-P11",6,10,7,9,591985,596739,-10
"428",2021-11-04,"MMSD-P18",51,84,63,61,227410,305826,-84
"429",2021-11-08,"MMSD-P2",94,38,96,71,223860,244615,-96
"430",2021-11-08,"MMSD-P7",31,62,13,16,340868,488750,-62
"431",2021-11-08,"MMSD-P8",90,91,87,90,99435,79669,-91
"432",2021-11-08,"MMSD-P11",95,92,96,84,258028,290494,-96
"433",2021-11-08,"MMSD-P18",21,35,44,38,381630,361822,-44
"434",2021-11-11,"MMSD-P2",70,101,37,93,200875,289930,-101
"435",2021-11-11,"MMSD-P7",44,90,90,95,348838,351352,-95
"436",2021-11-11,"MMSD-P8",16,104,17,104,203046,182723,-104
"437",2021-11-11,"MMSD-P11",13,15,21,34,449118,393453,-34
"438",2021-11-11,"MMSD-P18",70,100,67,97,289302,321930,-100
"439",2021-11-15,"MMSD-P2",7,37,15,92,569756,511475,-92
"440",2021-11-15,"MMSD-P7",16,105,11,105,495222,534731,-105
"441",2021-11-15,"MMSD-P8",3,2,3,2,860526,850735,-3
"442",2021-11-15,"MMSD-P18",5,11,8,12,909463,899487,-12
"443",2021-11-18,"MMSD-P2",71,96,16,77,544506,698871,-96
"444",2021-11-18,"MMSD-P7",1,1,1,1,6737773,6994002,-1
"445",2021-11-18,"MMSD-P8",105,100,105,92,254934,276440,-105
"446",2021-11-18,"MMSD-P11",90,97,71,95,273574,364568,-97
"447",2021-11-18,"MMSD-P18",94,68,93,57,509187,436077,-94
"448",2021-11-22,"MMSD-P2",12,64,31,35,745157,754597,-64
"449",2021-11-22,"MMSD-P7",105,99,105,81,503492,592713,-105
"450",2021-11-22,"MMSD-P8",7,11,15,18,521918,432589,-18
"451",2021-11-22,"MMSD-P11",8,93,10,83,610822,569157,-93
"452",2021-11-22,"MMSD-P18",37,91,48,87,574819,474563,-91
"453",2021-11-25,"MMSD-P2",44,20,73,8,760105,718692,-73
"454",2021-11-25,"MMSD-P7",7,88,25,98,918189,669835,-98
"455",2021-11-25,"MMSD-P8",96,14,89,11,365946,352506,-96
"456",2021-11-25,"MMSD-P11",12,12,22,19,820850,660455,-22
"457",2021-11-25,"MMSD-P18",14,96,18,98,798216,701921,-98
"458",2021-11-29,"MMSD-P2",88,16,100,100,649125,429717,-100
"459",2021-11-29,"MMSD-P7",18,94,8,96,1035980,1076600,-96
"460",2021-11-29,"MMSD-P8",93,103,96,101,246918,220014,-103
"461",2021-11-29,"MMSD-P18",9,6,7,6,1154247,1369457,-9
"462",2021-12-02,"MMSD-P2",92,12,8,6,527116,786149,-92
"463",2021-12-02,"MMSD-P7",12,6,10,7,1224699,1346764,-12
"464",2021-12-02,"MMSD-P8",4,3,6,4,683746,834224,-6
"465",2021-12-02,"MMSD-P11",93,95,86,89,574874,584930,-95
"466",2021-12-02,"MMSD-P18",99,101,99,101,633021,624485,-101
"467",2021-12-06,"MMSD-P2",96,17,102,9,365393,464858,-102
"468",2021-12-06,"MMSD-P7",100,21,99,10,686238,932437,-100
"469",2021-12-06,"MMSD-P8",104,101,103,98,308875,419734,-104
"470",2021-12-06,"MMSD-P11",10,33,16,15,828952,708231,-33
"471",2021-12-06,"MMSD-P18",4,4,4,5,1760531,1776716,-5
"472",2021-12-09,"MMSD-P2",91,95,99,98,243391,207442,-99
"473",2021-12-09,"MMSD-P7",85,9,96,11,621180,683671,-96
"474",2021-12-09,"MMSD-P8",6,5,9,8,657814,692111,-9
"475",2021-12-09,"MMSD-P11",72,11,90,10,787070,596883,-90
"476",2021-12-09,"MMSD-P18",101,70,100,92,652606,603734,-101
"477",2021-12-13,"MMSD-P2",13,106,10,105,429555,475306,-106
"478",2021-12-13,"MMSD-P7",97,102,95,100,300888,499546,-102
"479",2021-12-13,"MMSD-P8",102,97,99,99,443364,456116,-102
"480",2021-12-13,"MMSD-P11",94,101,95,102,458847,326182,-102
"481",2021-12-13,"MMSD-P18",35,67,13,54,722770,887123,-67
"482",2021-12-16,"MMSD-P2",2,4,3,3,1593838,1597008,-4
"483",2021-12-16,"MMSD-P7",4,5,6,4,993857,1181154,-6
"484",2021-12-16,"MMSD-P8",10,4,8,3,635295,824679,-10
"485",2021-12-16,"MMSD-P11",4,4,3,4,1184423,1255751,-4
"486",2021-12-16,"MMSD-P18",38,16,51,11,783072,916620,-51
"487",2021-12-20,"MMSD-P2",104,86,105,103,988352,905274,-105
"488",2021-12-20,"MMSD-P7",101,101,102,101,322390,345889,-102
"489",2021-12-20,"MMSD-P8",103,99,104,100,344886,338902,-104
"490",2021-12-20,"MMSD-P11",101,102,101,103,473784,452689,-103
"491",2021-12-20,"MMSD-P18",89,90,94,100,513381,423058,-100
"492",2021-12-27,"MMSD-P2",22,104,5,107,1091049,1507860,-107
"493",2021-12-27,"MMSD-P7",5,103,5,104,837144,1038574,-104
"494",2021-12-27,"MMSD-P8",8,105,7,103,601523,787254,-105
"495",2021-12-27,"MMSD-P11",3,104,2,104,1228513,1552902,-104
"496",2021-12-27,"MMSD-P18",15,104,5,104,699556,1259382,-104
"497",2022-01-03,"MMSD-P2",4,107,1,106,1943413,3145842,-107
"498",2022-01-03,"MMSD-P7",3,104,2,102,1940311,2675742,-104
"499",2022-01-03,"MMSD-P8",2,22,4,16,1326760,1445857,-22
"500",2022-01-03,"MMSD-P11",1,3,1,94,3909454,3903192,-94
"501",2022-01-03,"MMSD-P18",1,13,1,7,3247531,4063992,-13
"502",2022-01-06,"MMSD-P2",1,1,2,1,3507968,4583518,-2
"503",2022-01-06,"MMSD-P7",2,2,4,3,3705908,3879368,-4
"504",2022-01-06,"MMSD-P8",85,102,91,102,1250610,1355427,-102
"505",2022-01-06,"MMSD-P11",102,1,11,1,3142615,4083821,-102
"506",2022-01-06,"MMSD-P18",92,2,98,1,2867294,3448220,-98
"507",2022-01-10,"MMSD-P2",107,105,107,104,1365409,2334412,-107
"508",2022-01-10,"MMSD-P7",104,8,103,6,1974657,2590253,-104
"509",2022-01-10,"MMSD-P8",5,18,5,105,1670874,1974224,-105
"510",2022-01-10,"MMSD-P11",104,5,104,8,1408644,1632962,-104
"511",2022-01-10,"MMSD-P18",103,15,104,58,1214423,1318282,-104
"512",2022-01-13,"MMSD-P2",3,2,4,2,2261847,3026395,-4
"513",2022-01-13,"MMSD-P7",98,4,100,5,1595731,2175690,-100
"514",2022-01-13,"MMSD-P8",89,1,2,1,1585103,2806434,-89
"515",2022-01-13,"MMSD-P11",100,6,97,6,908008,1317328,-100
"516",2022-01-13,"MMSD-P18",90,12,47,9,924300,1364533,-90
"517",2022-01-17,"MMSD-P2",106,84,106,11,695463,1269033,-106
"518",2022-01-17,"MMSD-P7",102,98,101,103,873470,1344454,-103
"519",2022-01-17,"MMSD-P8",106,26,106,5,546954,1090686,-106
"520",2022-01-17,"MMSD-P11",99,96,99,99,449822,805196,-99
"521",2022-01-17,"MMSD-P18",93,99,96,99,532648,864283,-99
"522",2022-01-20,"MMSD-P2",24,24,97,30,768604,1030323,-97
"523",2022-01-20,"MMSD-P7",8,3,3,2,1131461,2568993,-8
"524",2022-01-20,"MMSD-P8",81,106,102,106,510286,683679,-106
"525",2022-01-20,"MMSD-P11",9,7,6,2,729309,1366615,-9
"526",2022-01-20,"MMSD-P18",6,5,6,4,1064517,1565949,-6
"527",2022-01-24,"MMSD-P2",84,108,78,108,690998,980844,-108
"528",2022-01-24,"MMSD-P7",103,106,104,106,317915,481129,-106
"529",2022-01-24,"MMSD-P8",1,107,1,107,17420087,14151014,-107
"530",2022-01-24,"MMSD-P11",98,105,103,105,300216,332227,-105
"531",2022-01-24,"MMSD-P18",100,105,101,105,243420,389078,-105
