"","Date","Site","N1RankLeft","N1RankRight","N2RankLeft","N2RankRight","N1","N2","MaxN1Rank"
"395",2021-10-14,"MMSD-P11",36,61,13,8,282371,334026,-61
"396",2021-10-14,"MMSD-P8",24,37,11,26,259475,271972,-37
"397",2021-10-14,"MMSD-P7",75,78,78,75,150208,128737,-78
"398",2021-10-14,"MMSD-P2",18,13,9,4,318004,413158,-18
"399",2021-10-18,"MMSD-P2",72,31,81,31,210354,159605,-81
"400",2021-10-18,"MMSD-P7",5,4,8,7,337918,220443,-8
"401",2021-10-18,"MMSD-P8",47,4,58,3,257382,260545,-58
"402",2021-10-18,"MMSD-P11",23,8,76,26,320876,233892,-76
"403",2021-10-18,"MMSD-P18",14,26,40,26,344765,263476,-40
"404",2021-10-21,"MMSD-P2",54,10,54,14,195292,140965,-54
"405",2021-10-21,"MMSD-P7",79,56,76,62,118611,91705,-79
"406",2021-10-21,"MMSD-P8",80,11,81,11,98514,77698,-81
"407",2021-10-21,"MMSD-P11",76,67,58,21,165831,210507,-76
"408",2021-10-21,"MMSD-P18",56,21,56,27,258928,187078,-56
"409",2021-10-25,"MMSD-P2",75,75,71,63,53530,48418,-75
"410",2021-10-25,"MMSD-P7",27,55,21,57,140109,139446,-57
"411",2021-10-25,"MMSD-P8",73,77,73,72,20618,21285,-77
"412",2021-10-25,"MMSD-P11",17,11,63,14,235951,167268,-63
"413",2021-10-25,"MMSD-P18",61,52,55,50,152257,118249,-61
"414",2021-10-28,"MMSD-P2",10,85,22,85,175018,101314,-85
"415",2021-10-28,"MMSD-P7",28,83,26,83,158726,164919,-83
"416",2021-10-28,"MMSD-P8",7,84,12,84,122403,70458,-84
"417",2021-10-28,"MMSD-P11",73,84,70,84,109576,102428,-84
"418",2021-10-28,"MMSD-P18",30,82,32,82,206646,184718,-82
