"","Date", "Site", "N1RankLeft", "N1RankRight", "N2RankLeft", "N2RankRight", "N1", "N2", "MaxN1Rank"
"379",2021-10-04,"MMSD-P18",505,345,505,354,100502,81696,-505
"380",2021-10-04,"MMSD-P11",186,357,177,281,132758,122553,-357
"381",2021-10-04,"MMSD-P8",174,179,250,193,172914,128467,-250
"382",2021-10-04,"MMSD-P7",352,402,338,392,137332,101734,-402
"383",2021-10-04,"MMSD-P2",129,366,139,284,220932,170892,-366
"384",2021-10-07,"MMSD-P2",165,180,247,329,269119,177581,-329
"385",2021-10-07,"MMSD-P7",351,212,202,140,233824,206261,-351
"386",2021-10-07,"MMSD-P8",319,219,391,294.5,216720,130824,-391
"387",2021-10-07,"MMSD-P11",312,448,236.5,463,202368,142260,-463
"388",2021-10-07,"MMSD-P18",83,112,68,153,359371,317340,-153
"389",2021-10-11,"MMSD-P2",419,369,378,349,252770,250532,-419
"390",2021-10-11,"MMSD-P7",162,142,182,149,302216,289560,-182
"391",2021-10-11,"MMSD-P8",389,360,382,339,233131,221137,-389
"392",2021-10-11,"MMSD-P11",171,351,192,448,275285,254214,-448
"393",2021-10-11,"MMSD-P18",180,119,83,76,310064,399310,-180
"394",2021-10-14,"MMSD-P18",412,389,455,422,212879,236450,-455
"395",2021-10-14,"MMSD-P11",142,203,109,154,282371,334026,-203
"396",2021-10-14,"MMSD-P8",328,107,377,89,259475,271972,-377
"397",2021-10-14,"MMSD-P7",424,454,442,490,150208,128737,-490
"398",2021-10-14,"MMSD-P2",77,111,41,53,318004,413158,-111
"399",2021-10-18,"MMSD-P2",420,432,478,379,210354,159605,-478
"400",2021-10-18,"MMSD-P7",99,130,152,352,337918,220443,-352
"401",2021-10-18,"MMSD-P8",401,384,179,194,257382,260545,-401
"402",2021-10-18,"MMSD-P11",147,330,337,331,320876,233892,-337
"403",2021-10-18,"MMSD-P18",201,88,200,98,344765,263476,-201
"404",2021-10-21,"MMSD-P2",443,134,433,165,195292,140965,-443
"405",2021-10-21,"MMSD-P7",397,207,366,219,118611,91705,-397
"406",2021-10-21,"MMSD-P8",324,388,312,437,98514,77698,-437
"407",2021-10-21,"MMSD-P11",143,410,94,202,165831,210507,-410
"408",2021-10-21,"MMSD-P18",121,63,329,91,258928,187078,-329
"409",2021-10-25,"MMSD-P2",468,405,440,419,53530,48418,-468
"410",2021-10-25,"MMSD-P7",126,101,112,102,140109,139446,-126
"411",2021-10-25,"MMSD-P8",430,473,429,449,20618,21285,-473
"412",2021-10-25,"MMSD-P11",58,127,82,166,235951,167268,-166
"413",2021-10-25,"MMSD-P18",404,327,365,215,152257,118249,-404
"414",2021-10-28,"MMSD-P2",204,215,316,383,175018,101314,-383
"415",2021-10-28,"MMSD-P7",316,176,148,119,158726,164919,-316
"416",2021-10-28,"MMSD-P8",355,222,412,336,122403,70458,-412
"417",2021-10-28,"MMSD-P11",309,413,195,409,109576,102428,-413
"418",2021-10-28,"MMSD-P18",118,290,122,315,206646,184718,-315
"419",2021-11-01,"MMSD-P2",241,394,216,355,214249,204727,-394
"420",2021-11-01,"MMSD-P7",137,114,176,248.5,289131,246156,-248.5
"421",2021-11-01,"MMSD-P8",417,348,282.5,163,187325,244197,-417
"422",2021-11-01,"MMSD-P11",183,227,368,443,220577,192889,-443
"423",2021-11-01,"MMSD-P18",304,452,88,447,209159,332511,-452
"424",2021-11-04,"MMSD-P2",79,126,84,87,371357,476660,-126
"425",2021-11-04,"MMSD-P7",405,115,444,69,287371,332058,-444
"426",2021-11-04,"MMSD-P8",416,503,462,503,185698,140124,-503
"427",2021-11-04,"MMSD-P11",28,34,28,46,591985,596739,-46
"428",2021-11-04,"MMSD-P18",497,253,485,155,227410,305826,-497
"429",2021-11-08,"MMSD-P2",278,426,376,484,223860,244615,-484
"430",2021-11-08,"MMSD-P7",105,53,47,34,340868,488750,-105
"431",2021-11-08,"MMSD-P8",478,450,497,477,99435,79669,-497
"432",2021-11-08,"MMSD-P11",81,429,54,395,258028,290494,-429
"433",2021-11-08,"MMSD-P18",102,71,136,144,381630,361822,-144
"434",2021-11-11,"MMSD-P2",460,445,387,380,200875,289930,-460
"435",2021-11-11,"MMSD-P7",86,91,151,73,348838,351352,-151
"436",2021-11-11,"MMSD-P8",440,483,458,476,203046,182723,-483
"437",2021-11-11,"MMSD-P11",48,84,55,146,449118,393453,-146
"438",2021-11-11,"MMSD-P18",447,493,385,469,289302,321930,-493
"439",2021-11-15,"MMSD-P2",38,138,62,319,569756,511475,-319
"440",2021-11-15,"MMSD-P7",393,499,212,494,495222,534731,-499
"441",2021-11-15,"MMSD-P8",32,367,37,365,860526,850735,-367
"442",2021-11-15,"MMSD-P18",164,33,166,64,909463,899487,-166
"443",2021-11-18,"MMSD-P2",498,529,467,529,544506,698871,-529
"444",2021-11-18,"MMSD-P7",2,2,2,2,6737773,6994002,-2
"445",2021-11-18,"MMSD-P8",529,317,529,413,254934,276440,-529
"446",2021-11-18,"MMSD-P11",214,478,118,396,273574,364568,-478
"447",2021-11-18,"MMSD-P18",53,480,135,495,509187,436077,-495
"448",2021-11-22,"MMSD-P2",51,52,36,77,745157,754597,-77
"449",2021-11-22,"MMSD-P7",479,316,454,79,503492,592713,-479
"450",2021-11-22,"MMSD-P8",215,407,452,440,521918,432589,-452
"451",2021-11-22,"MMSD-P11",124,177,91,118,610822,569157,-177
"452",2021-11-22,"MMSD-P18",354,462,413,483,574819,474563,-483
"453",2021-11-25,"MMSD-P2",69,449,48,167,760105,718692,-449
"454",2021-11-25,"MMSD-P7",82,21,364,43,918189,669835,-364
"455",2021-11-25,"MMSD-P8",510,506,488,493,365946,352506,-510
"456",2021-11-25,"MMSD-P11",25,204,38,356,820850,660455,-356
"457",2021-11-25,"MMSD-P18",327,89,175,50,798216,701921,-327
"458",2021-11-29,"MMSD-P2",442,501,481,514,649125,429717,-514
"459",2021-11-29,"MMSD-P7",30,9,17,12,1035980,1076600,-30
"460",2021-11-29,"MMSD-P8",522,520,519,521,246918,220014,-522
"461",2021-11-29,"MMSD-P18",11,16,10,20,1154247,1369457,-20
"462",2021-12-02,"MMSD-P2",515,518,511,509,527116,786149,-518
"463",2021-12-02,"MMSD-P7",13,23,22,24,1224699,1346764,-24
"464",2021-12-02,"MMSD-P8",508,109,507,56,683746,834224,-508
"465",2021-12-02,"MMSD-P11",422,379,475,351,574874,584930,-475
"466",2021-12-02,"MMSD-P18",152,46,180,81,633021,624485,-180
"467",2021-12-06,"MMSD-P2",485,495,450,504,365393,464858,-504
"468",2021-12-06,"MMSD-P7",36,30,27,23,686238,932437,-36
"469",2021-12-06,"MMSD-P8",501,510,508,491,308875,419734,-510
"470",2021-12-06,"MMSD-P11",21,521,40,519,828952,708231,-521
"471",2021-12-06,"MMSD-P18",10,6,12,7,1760531,1776716,-12
"472",2021-12-09,"MMSD-P2",525,500,524,505,243391,207442,-525
"473",2021-12-09,"MMSD-P7",31,354,26,287,621180,683671,-354
"474",2021-12-09,"MMSD-P8",177,434,244,117,657814,692111,-434
"475",2021-12-09,"MMSD-P11",97,95,414,285,787070,596883,-414
"476",2021-12-09,"MMSD-P18",436,59,246,94,652606,603734,-436
"477",2021-12-13,"MMSD-P2",472,98,437,321,429555,475306,-472
"478",2021-12-13,"MMSD-P7",433,443,210,173,300888,499546,-443
"479",2021-12-13,"MMSD-P8",88,312,358,93,443364,456116,-358
"480",2021-12-13,"MMSD-P11",219,489,438,510,458847,326182,-510
"481",2021-12-13,"MMSD-P18",42,519,21,516,722770,887123,-519
"482",2021-12-16,"MMSD-P2",12,19,15,33,1593838,1597008,-33
"483",2021-12-16,"MMSD-P7",512,36,498,37,993857,1181154,-512
"484",2021-12-16,"MMSD-P8",495,512,494,500,635295,824679,-512
"485",2021-12-16,"MMSD-P11",19,29,31,40,1184423,1255751,-40
"486",2021-12-16,"MMSD-P18",502,467,491,224,783072,916620,-502
"487",2021-12-20,"MMSD-P2",64,12,307,22,988352,905274,-307
"488",2021-12-20,"MMSD-P7",519,326,509,235,322390,345889,-519
"489",2021-12-20,"MMSD-P8",205,433,296,428,344886,338902,-433
"490",2021-12-20,"MMSD-P11",98,356,103,186,473784,452689,-356
"491",2021-12-20,"MMSD-P18",175,514,345,520,513381,423058,-520
"492",2021-12-27,"MMSD-P2",17,51,11,29,1091049,1507860,-51
"493",2021-12-27,"MMSD-P7",480,55,502,54,837144,1038574,-502
"494",2021-12-27,"MMSD-P8",476,517,477,517,601523,787254,-517
"495",2021-12-27,"MMSD-P11",14,24,14,45,1228513,1552902,-45
"496",2021-12-27,"MMSD-P18",507,524,486,524,699556,1259382,-524
"497",2022-01-03,"MMSD-P2",7,255,7,28,1943413,3145842,-255
"498",2022-01-03,"MMSD-P7",276,18,503,9,1940311,2675742,-503
"499",2022-01-03,"MMSD-P8",513,528,522,527,1326760,1445857,-528
"500",2022-01-03,"MMSD-P11",3,13,4,456,3909454,3903192,-456
"501",2022-01-03,"MMSD-P18",518,488,75,507,3247531,4063992,-518
"502",2022-01-06,"MMSD-P2",43,464,24,14,3507968,4583518,-464
"503",2022-01-06,"MMSD-P7",67,3,517,3,3705908,3879368,-517
"504",2022-01-06,"MMSD-P8",528,526,528,528,1250610,1355427,-528
"505",2022-01-06,"MMSD-P11",5,44,3,16,3142615,4083821,-44
"506",2022-01-06,"MMSD-P18",487,7,515,10,2867294,3448220,-515
"507",2022-01-10,"MMSD-P2",524,516,521,486,1365409,2334412,-524
"508",2022-01-10,"MMSD-P7",15,41,45,18,1974657,2590253,-45
"509",2022-01-10,"MMSD-P8",490,47,513,39,1670874,1974224,-513
"510",2022-01-10,"MMSD-P11",484,66,492,44,1408644,1632962,-492
"511",2022-01-10,"MMSD-P18",465,523,487,523,1214423,1318282,-523
"512",2022-01-13,"MMSD-P2",8,11,8,13,2261847,3026395,-13
"513",2022-01-13,"MMSD-P7",520,233,518,513,1595731,2175690,-520
"514",2022-01-13,"MMSD-P8",298,10,18,8,1585103,2806434,-298
"515",2022-01-13,"MMSD-P11",521,314,523,362,908008,1317328,-523
"516",2022-01-13,"MMSD-P18",217,57,169,116,924300,1364533,-217
"517",2022-01-17,"MMSD-P2",474,457,415,403,695463,1269033,-474
"518",2022-01-17,"MMSD-P7",74,39,128,52,873470,1344454,-128
"519",2022-01-17,"MMSD-P8",492,120,479,47,546954,1090686,-492
"520",2022-01-17,"MMSD-P11",411,401,484,377,449822,805196,-484
"521",2022-01-17,"MMSD-P18",130,479,154,459,532648,864283,-479
"522",2022-01-20,"MMSD-P2",52,498,72,522,768604,1030323,-522
"523",2022-01-20,"MMSD-P7",33,17,9,6,1131461,2568993,-33
"524",2022-01-20,"MMSD-P8",514,475,525,515,510286,683679,-525
"525",2022-01-20,"MMSD-P11",56,497,16,472,729309,1366615,-497
"526",2022-01-20,"MMSD-P18",34,31,59,19,1064517,1565949,-59
"527",2022-01-24,"MMSD-P2",500,32,512,25,690998,980844,-512
"528",2022-01-24,"MMSD-P7",499,530,506,530,317915,481129,-530
"529",2022-01-24,"MMSD-P8",1,1,1,1,17420087,14151014,-1
"530",2022-01-24,"MMSD-P11",530,149,530,373,300216,332227,-530
"531",2022-01-24,"MMSD-P18",382,531,158,531,243420,389078,-531
