"","Date","Plant","Filter","Well","Type","name","value"
"2302","2021-02-05","Kenosha",1,3,"Normal","N1GC",224766.614929674
"2303","2021-02-05","Kenosha",1,3,"Normal","N2GC",194208.892857643
"2304","2021-02-05","Kenosha",1,3,"Normal","PMMOVGC",9240739.04674934
"2305","2021-02-05","Kenosha",2,1,"Normal","N1GC",213444.229629726
"2306","2021-02-05","Kenosha",2,1,"Normal","N2GC",155616.925119434
"2307","2021-02-05","Kenosha",2,1,"Normal","PMMOVGC",8872725.61802088
"2308","2021-02-05","Kenosha",2,2,"Normal","N1GC",134216.674140177
"2309","2021-02-05","Kenosha",2,2,"Normal","N2GC",225328.593279274
"2310","2021-02-05","Kenosha",2,2,"Normal","PMMOVGC",8729124.45168574
"2311","2021-02-05","Kenosha",2,3,"Normal","N1GC",145167.922855417
"2312","2021-02-05","Kenosha",2,3,"Normal","N2GC",98599.1142441112
"2313","2021-02-05","Kenosha",2,3,"Normal","PMMOVGC",9932389.85755488
"2314","2021-02-05","Kenosha",3,1,"Normal","N1GC",213675.303036811
"2315","2021-02-05","Kenosha",3,1,"Normal","N2GC",203996.598016442
"2316","2021-02-05","Kenosha",3,1,"Normal","PMMOVGC",7877698.64766779
"2317","2021-02-05","Kenosha",3,2,"Normal","N1GC",216970.227089941
"2318","2021-02-05","Kenosha",3,2,"Normal","N2GC",189026.82669463
"2319","2021-02-05","Kenosha",3,2,"Normal","PMMOVGC",7679139.97909224
"2320","2021-02-05","Kenosha",3,3,"Normal","N1GC",238960.29476289
"2321","2021-02-05","Kenosha",3,3,"Normal","N2GC",237154.86892636
"2322","2021-02-05","Kenosha",3,3,"Normal","PMMOVGC",9599009.44889462
"2323","2021-02-06","Kenosha",1,1,"Normal","N1GC",139735.081227645
"2324","2021-02-06","Kenosha",1,1,"Normal","N2GC",87634.3323640774
"2325","2021-02-06","Kenosha",1,1,"Normal","PMMOVGC",6307340.3646749
"2326","2021-02-06","Kenosha",1,2,"Normal","N1GC",153546.570225311
"2327","2021-02-06","Kenosha",1,2,"Normal","N2GC",158011.264935984
"2328","2021-02-06","Kenosha",1,2,"Normal","PMMOVGC",6623365.24897632
"2329","2021-02-06","Kenosha",1,3,"Normal","N1GC",234665.712953026
"2330","2021-02-06","Kenosha",1,3,"Normal","N2GC",70001.3012449144
"2331","2021-02-06","Kenosha",1,3,"Normal","PMMOVGC",6228152.11133861
"2332","2021-02-06","Kenosha",2,1,"Normal","N1GC",64324.5775523842
"2333","2021-02-06","Kenosha",2,1,"Normal","N2GC",6194.34941864259
"2334","2021-02-06","Kenosha",2,1,"Normal","PMMOVGC",9232106.98560883
"2335","2021-02-06","Kenosha",2,2,"Normal","N1GC",55507.1470147928
"2336","2021-02-06","Kenosha",2,2,"Normal","N2GC",40164.064402161
"2337","2021-02-06","Kenosha",2,2,"Normal","PMMOVGC",10217612.6988508
"2338","2021-02-06","Kenosha",2,3,"Normal","N1GC",21399.3083775954
"2339","2021-02-06","Kenosha",2,3,"Normal","N2GC",18093.5102353211
"2340","2021-02-06","Kenosha",2,3,"Normal","PMMOVGC",10161558.0766359
"2341","2021-02-06","Kenosha",3,1,"Normal","N1GC",256802.151156205
"2342","2021-02-06","Kenosha",3,1,"Normal","N2GC",160685.88476796
"2343","2021-02-06","Kenosha",3,1,"Normal","PMMOVGC",4548458.94460504
"2344","2021-02-06","Kenosha",3,2,"Normal","N1GC",272714.974571352
"2345","2021-02-06","Kenosha",3,2,"Normal","N2GC",125685.335780756
"2346","2021-02-06","Kenosha",3,2,"Normal","PMMOVGC",5244481.01096808
"2347","2021-02-06","Kenosha",3,3,"Normal","N1GC",327481.7982396
"2348","2021-02-06","Kenosha",3,3,"Normal","N2GC",184955.37006241
"2349","2021-02-06","Kenosha",3,3,"Normal","PMMOVGC",5205681.41801174
"2350","2021-02-04","Platteville",1,1,"Normal","N1GC",605739.21911349
"2351","2021-02-04","Platteville",1,1,"Normal","N2GC",351023.155389936
"2352","2021-02-04","Platteville",1,1,"Normal","PMMOVGC",5881154.61377544
"2353","2021-02-04","Platteville",1,2,"Normal","N1GC",556647.606860579
"2354","2021-02-04","Platteville",1,2,"Normal","N2GC",385664.756781029
"2355","2021-02-04","Platteville",1,2,"Normal","PMMOVGC",6717795.03763395
"2356","2021-02-04","Platteville",1,3,"Normal","N1GC",449344.146180794
"2357","2021-02-04","Platteville",1,3,"Normal","N2GC",434441.063232586
"2358","2021-02-04","Platteville",1,3,"Normal","PMMOVGC",7454612.37721699
"2359","2021-02-04","Platteville",2,1,"Normal","N1GC",199504.305708451
"2360","2021-02-04","Platteville",2,1,"Normal","N2GC",124046.7674007
"2361","2021-02-04","Platteville",2,1,"Normal","PMMOVGC",5180632.22823459
"2362","2021-02-04","Platteville",2,2,"Normal","N1GC",304065.70881157
"2363","2021-02-04","Platteville",2,2,"Normal","N2GC",204964.717231965
"2364","2021-02-04","Platteville",2,2,"Normal","PMMOVGC",5164633.86681978
"2365","2021-02-04","Platteville",2,3,"Normal","N1GC",279599.83089197
"2366","2021-02-04","Platteville",2,3,"Normal","N2GC",157303.606276795
"2367","2021-02-04","Platteville",2,3,"Normal","PMMOVGC",5366244.70730098
"2368","2021-02-04","Platteville",3,1,"Normal","N1GC",287964.636603906
"2369","2021-02-04","Platteville",3,1,"Normal","N2GC",262166.310511957
"2370","2021-02-04","Platteville",3,1,"Normal","PMMOVGC",9216162.0027939
"2371","2021-02-04","Platteville",3,2,"Normal","N1GC",349349.781232728
"2372","2021-02-04","Platteville",3,2,"Normal","N2GC",206344.397926547
"2373","2021-02-04","Platteville",3,2,"Normal","PMMOVGC",8698023.38101494
"2374","2021-02-04","Platteville",3,3,"Normal","N1GC",487543.080529552
"2375","2021-02-04","Platteville",3,3,"Normal","N2GC",178881.812218459
"2376","2021-02-04","Platteville",3,3,"Normal","PMMOVGC",8860900.72090221
"2377","2021-02-05","Platteville",1,1,"Normal","N1GC",199050.393606112
"2378","2021-02-05","Platteville",1,1,"Normal","N2GC",139732.927049229
"2379","2021-02-05","Platteville",1,1,"Normal","PMMOVGC",4022877.22239267
"2380","2021-02-05","Platteville",1,2,"Normal","N1GC",260096.137953706
"2381","2021-02-05","Platteville",1,2,"Normal","N2GC",132038.606253857
"2382","2021-02-05","Platteville",1,2,"Normal","PMMOVGC",4357636.95815294
"2383","2021-02-05","Platteville",1,3,"Normal","N1GC",195369.242141341
"2384","2021-02-05","Platteville",1,3,"Normal","N2GC",175884.077072306
"2385","2021-02-05","Platteville",1,3,"Normal","PMMOVGC",4862526.17851579
"2386","2021-02-05","Platteville",2,1,"Normal","N1GC",280803.523541971
"2387","2021-02-05","Platteville",2,1,"Normal","N2GC",194083.352585742
"2388","2021-02-05","Platteville",2,1,"Normal","PMMOVGC",6282289.59837154
"2389","2021-02-05","Platteville",2,2,"Normal","N1GC",250578.15409603
"2390","2021-02-05","Platteville",2,2,"Normal","N2GC",209998.901928709
"2391","2021-02-05","Platteville",2,2,"Normal","PMMOVGC",6318884.28083883
"2392","2021-02-05","Platteville",2,3,"Normal","N1GC",230973.152513614
"2393","2021-02-05","Platteville",2,3,"Normal","N2GC",231109.014237291
"2394","2021-02-05","Platteville",2,3,"Normal","PMMOVGC",5847886.65904158
"2395","2021-02-05","Platteville",3,1,"Normal","N1GC",158426.445445318
"2396","2021-02-05","Platteville",3,1,"Normal","N2GC",34042.3980121003
"2397","2021-02-05","Platteville",3,1,"Normal","PMMOVGC",1906456.81044904
"2398","2021-02-05","Platteville",3,2,"Normal","N1GC",89582.6670411742
"2399","2021-02-05","Platteville",3,2,"Normal","N2GC",49137.1503169886
"2400","2021-02-05","Platteville",3,2,"Normal","PMMOVGC",2027149.27882566
"2401","2021-02-05","Platteville",3,3,"Normal","N1GC",178595.165006726
"2402","2021-02-05","Platteville",3,3,"Normal","N2GC",112922.120970462
"2403","2021-02-05","Platteville",3,3,"Normal","PMMOVGC",2033819.21443274
"2404","2021-02-06","Platteville",1,1,"Normal","N1GC",65299.348573392
"2405","2021-02-06","Platteville",1,1,"Normal","N2GC",37927.4304298238
"2406","2021-02-06","Platteville",1,1,"Normal","PMMOVGC",1692816.32214592
"2407","2021-02-06","Platteville",1,2,"Normal","N1GC",101050.545426052
"2408","2021-02-06","Platteville",1,2,"Normal","N2GC",12579.0747887515
"2409","2021-02-06","Platteville",1,2,"Normal","PMMOVGC",1761714.31971978
"2410","2021-02-06","Platteville",1,3,"Normal","N1GC",41512.7446775654
"2411","2021-02-06","Platteville",1,3,"Normal","N2GC",29349.859009432
"2412","2021-02-06","Platteville",1,3,"Normal","PMMOVGC",1799510.35683429
"2413","2021-02-06","Platteville",2,1,"Normal","N1GC",81330.2436672845
"2414","2021-02-06","Platteville",2,1,"Normal","N2GC",35782.088929176
"2415","2021-02-06","Platteville",2,1,"Normal","PMMOVGC",1875171.78554674
"2416","2021-02-06","Platteville",2,2,"Normal","N1GC",117104.63722406
"2417","2021-02-06","Platteville",2,2,"Normal","N2GC",14775.2015522553
"2418","2021-02-06","Platteville",2,2,"Normal","PMMOVGC",2238117.48688205
"2419","2021-02-06","Platteville",2,3,"Normal","N1GC",30027.5403094822
"2420","2021-02-06","Platteville",2,3,"Normal","N2GC",45616.9049490157
"2421","2021-02-06","Platteville",2,3,"Normal","PMMOVGC",2085161.61462893
"2422","2021-02-06","Platteville",3,1,"Normal","N1GC",44824.1702819208
"2423","2021-02-06","Platteville",3,1,"Normal","N2GC",33372.5661020699
"2424","2021-02-06","Platteville",3,1,"Normal","PMMOVGC",1877773.9797157
"2425","2021-02-06","Platteville",3,2,"Normal","N1GC",64641.974151675
"2426","2021-02-06","Platteville",3,2,"Normal","N2GC",42817.929942572
"2427","2021-02-06","Platteville",3,2,"Normal","PMMOVGC",2021932.02236384
"2428","2021-02-06","Platteville",3,3,"Normal","N1GC",21290.6344087307
"2429","2021-02-06","Platteville",3,3,"Normal","N2GC",21978.9019933712
"2430","2021-02-06","Platteville",3,3,"Normal","PMMOVGC",1962813.98487554
"2431","2021-02-05","Madison",1,1,"Normal","N1GC",336235.363027574
"2432","2021-02-05","Madison",1,1,"Normal","N2GC",483285.02720601
"2433","2021-02-05","Madison",1,1,"Normal","PMMOVGC",2417091.9789975
"2434","2021-02-05","Madison",1,2,"Normal","N1GC",320122.149159355
"2435","2021-02-05","Madison",1,2,"Normal","N2GC",216256.79404589
"2436","2021-02-05","Madison",1,2,"Normal","PMMOVGC",2542391.56799402
"2437","2021-02-05","Madison",1,3,"Normal","N1GC",283505.484157592
"2438","2021-02-05","Madison",1,3,"Normal","N2GC",322126.163481899
"2439","2021-02-05","Madison",1,3,"Normal","PMMOVGC",2654327.6051669
"2440","2021-02-05","Madison",2,1,"Normal","N1GC",736570.521520693
"2441","2021-02-05","Madison",2,1,"Normal","N2GC",631612.873305798
"2442","2021-02-05","Madison",2,1,"Normal","PMMOVGC",3723502.60910926
"2443","2021-02-05","Madison",2,2,"Normal","N1GC",591837.697910987
"2444","2021-02-05","Madison",2,2,"Normal","N2GC",553549.660494731
"2445","2021-02-05","Madison",2,2,"Normal","PMMOVGC",3287213.27683068
"2446","2021-02-05","Madison",2,3,"Normal","N1GC",610678.339963923
"2447","2021-02-05","Madison",2,3,"Normal","N2GC",565552.291693664
"2448","2021-02-05","Madison",2,3,"Normal","PMMOVGC",3456777.10591541
"2449","2021-02-05","Madison",3,1,"Normal","N1GC",680619.026669117
"2450","2021-02-05","Madison",3,1,"Normal","N2GC",444351.35782433
"2451","2021-02-05","Madison",3,1,"Normal","PMMOVGC",4037408.36637471
"2452","2021-02-05","Madison",3,2,"Normal","N1GC",720885.607709454
"2453","2021-02-05","Madison",3,2,"Normal","N2GC",512551.03109396
"2454","2021-02-05","Madison",3,2,"Normal","PMMOVGC",4414245.47544709
"2455","2021-02-05","Madison",3,3,"Normal","N1GC",696482.597575706
"2456","2021-02-05","Madison",3,3,"Normal","N2GC",697437.440028805
"2457","2021-02-05","Madison",3,3,"Normal","PMMOVGC",3878727.6126891
"2458","2021-02-07","Madison",1,1,"Normal","N1GC",618643.706977565
"2459","2021-02-07","Madison",1,1,"Normal","N2GC",572829.817706205
"2460","2021-02-07","Madison",1,1,"Normal","PMMOVGC",3774237.64207278
"2461","2021-02-07","Madison",1,2,"Normal","N1GC",608972.449117598
"2462","2021-02-07","Madison",1,2,"Normal","N2GC",591442.300740109
"2463","2021-02-07","Madison",1,2,"Normal","PMMOVGC",3397078.23014276
"2464","2021-02-07","Madison",1,3,"Normal","N1GC",449397.25106027
"2465","2021-02-07","Madison",1,3,"Normal","N2GC",391387.644395538
"2466","2021-02-07","Madison",1,3,"Normal","PMMOVGC",3064219.74950067
"2467","2021-02-07","Madison",2,1,"Normal","N1GC",405186.241759198
"2468","2021-02-07","Madison",2,1,"Normal","N2GC",360765.739135659
"2469","2021-02-07","Madison",2,1,"Normal","PMMOVGC",3110011.58420321
"2470","2021-02-07","Madison",2,2,"Normal","N1GC",483728.387310232
"2471","2021-02-07","Madison",2,2,"Normal","N2GC",407270.295886677
"2472","2021-02-07","Madison",2,2,"Normal","PMMOVGC",2560373.91627161
"2473","2021-02-07","Madison",2,3,"Normal","N1GC",636129.117902504
"2474","2021-02-07","Madison",2,3,"Normal","N2GC",343747.89472487
"2475","2021-02-07","Madison",2,3,"Normal","PMMOVGC",2781225.8335166
"2476","2021-02-07","Madison",3,1,"Normal","N1GC",717281.452120877
"2477","2021-02-07","Madison",3,1,"Normal","N2GC",658843.447158424
"2478","2021-02-07","Madison",3,1,"Normal","PMMOVGC",3943496.25829486
"2479","2021-02-07","Madison",3,2,"Normal","N1GC",582741.337778618
"2480","2021-02-07","Madison",3,2,"Normal","N2GC",624802.067943438
"2481","2021-02-07","Madison",3,2,"Normal","PMMOVGC",4369331.55134169
"2482","2021-02-07","Madison",3,3,"Normal","N1GC",729909.389233358
"2483","2021-02-07","Madison",3,3,"Normal","N2GC",409390.446035435
"2484","2021-02-07","Madison",3,3,"Normal","PMMOVGC",3007558.46728268
"2485","2021-02-08","Madison",1,1,"Normal","N1GC",404717.078297923
"2486","2021-02-08","Madison",1,1,"Normal","N2GC",338387.821738832
"2487","2021-02-08","Madison",1,1,"Normal","PMMOVGC",4383951.57339972
"2488","2021-02-08","Madison",1,2,"Normal","N1GC",515200.727401186
"2489","2021-02-08","Madison",1,2,"Normal","N2GC",446389.791704154
"2490","2021-02-08","Madison",1,2,"Normal","PMMOVGC",5508374.47786326
"2491","2021-02-08","Madison",1,3,"Normal","N1GC",485471.746739666
"2492","2021-02-08","Madison",1,3,"Normal","N2GC",314520.263416045
"2493","2021-02-08","Madison",1,3,"Normal","PMMOVGC",3247837.62993742
"2494","2021-02-08","Madison",2,1,"Normal","N1GC",364275.588095131
"2495","2021-02-08","Madison",2,1,"Normal","N2GC",426739.050096069
"2496","2021-02-08","Madison",2,1,"Normal","PMMOVGC",5834708.79397083
"2497","2021-02-08","Madison",2,2,"Normal","N1GC",446856.007523744
"2498","2021-02-08","Madison",2,2,"Normal","N2GC",403996.53347413
"2499","2021-02-08","Madison",2,2,"Normal","PMMOVGC",4811046.06291712
"2500","2021-02-08","Madison",2,3,"Normal","N1GC",580642.568547813
"2501","2021-02-08","Madison",2,3,"Normal","N2GC",281956.639184272
"2502","2021-02-08","Madison",2,3,"Normal","PMMOVGC",3654052.35523596
"2503","2021-02-08","Madison",3,1,"Normal","N1GC",239717.180612997
"2504","2021-02-08","Madison",3,1,"Normal","N2GC",121672.35582408
"2505","2021-02-08","Madison",3,1,"Normal","PMMOVGC",2600863.77044853
"2506","2021-02-08","Madison",3,2,"Normal","N1GC",213746.84497276
"2507","2021-02-08","Madison",3,2,"Normal","N2GC",239153.377630821
"2508","2021-02-08","Madison",3,2,"Normal","PMMOVGC",2925770.79204625
"2509","2021-02-08","Madison",3,3,"Normal","N1GC",174732.438262802
"2510","2021-02-08","Madison",3,3,"Normal","N2GC",178494.556006152
"2511","2021-02-08","Madison",3,3,"Normal","PMMOVGC",2850550.79259393
"2512","2021-02-09","Madison",1,1,"Normal","N1GC",635330.315282675
"2513","2021-02-09","Madison",1,1,"Normal","N2GC",342117.092611232
"2514","2021-02-09","Madison",1,1,"Normal","PMMOVGC",3864458.41876087
"2515","2021-02-09","Madison",1,2,"Normal","N1GC",558945.126441694
"2516","2021-02-09","Madison",1,2,"Normal","N2GC",494267.635510238
"2517","2021-02-09","Madison",1,2,"Normal","PMMOVGC",3652877.73345234
"2518","2021-02-09","Madison",1,3,"Normal","N1GC",506057.829991755
"2519","2021-02-09","Madison",1,3,"Normal","N2GC",438840.704637413
"2520","2021-02-09","Madison",1,3,"Normal","PMMOVGC",3768414.20501732
"2521","2021-02-09","Madison",2,1,"Normal","N1GC",659630.570014347
"2522","2021-02-09","Madison",2,1,"Normal","N2GC",563304.039760109
"2523","2021-02-09","Madison",2,1,"Normal","PMMOVGC",7751290.42527847
"2524","2021-02-09","Madison",2,2,"Normal","N1GC",652009.659108242
"2525","2021-02-09","Madison",2,2,"Normal","N2GC",615683.002520688
"2526","2021-02-09","Madison",2,2,"Normal","PMMOVGC",7030848.12255825
"2527","2021-02-09","Madison",2,3,"Normal","N1GC",733255.857492466
"2528","2021-02-09","Madison",2,3,"Normal","N2GC",462918.449068072
"2529","2021-02-09","Madison",2,3,"Normal","PMMOVGC",7658612.80391002
"2530","2021-02-09","Madison",3,1,"Normal","N1GC",1104792.30598013
"2531","2021-02-09","Madison",3,1,"Normal","N2GC",1051699.4140556
"2532","2021-02-09","Madison",3,1,"Normal","PMMOVGC",6024676.2858165
"2533","2021-02-09","Madison",3,2,"Normal","N1GC",1169070.03414023
"2534","2021-02-09","Madison",3,2,"Normal","N2GC",982781.888007146
"2535","2021-02-09","Madison",3,2,"Normal","PMMOVGC",6637538.54568487
"2536","2021-02-09","Madison",3,3,"Normal","N1GC",900877.249576277
"2537","2021-02-09","Madison",3,3,"Normal","N2GC",878976.534153507
"2538","2021-02-09","Madison",3,3,"Normal","PMMOVGC",8072132.04575634
"2539","2021-02-04","Merrill",1,1,"Normal","N1GC",152673.707641773
"2540","2021-02-04","Merrill",1,1,"Normal","N2GC",154142.718320779
"2541","2021-02-04","Merrill",1,1,"Normal","PMMOVGC",2271771.04744209
"2542","2021-02-04","Merrill",1,2,"Normal","N1GC",383879.359653539
"2543","2021-02-04","Merrill",1,2,"Normal","N2GC",163207.073587992
"2544","2021-02-04","Merrill",1,2,"Normal","PMMOVGC",2284569.69605998
"2545","2021-02-04","Merrill",1,3,"Normal","N1GC",312015.094629474
"2546","2021-02-04","Merrill",1,3,"Normal","N2GC",247201.722560387
"2547","2021-02-04","Merrill",1,3,"Normal","PMMOVGC",2373686.03905603
"2548","2021-02-04","Merrill",2,1,"Normal","N1GC",212719.990430214
"2549","2021-02-04","Merrill",2,1,"Normal","N2GC",151328.277555859
"2550","2021-02-04","Merrill",2,1,"Normal","PMMOVGC",2621870.52439436
"2551","2021-02-04","Merrill",2,2,"Normal","N1GC",200117.163693733
"2552","2021-02-04","Merrill",2,2,"Normal","N2GC",254225.346083112
"2553","2021-02-04","Merrill",2,2,"Normal","PMMOVGC",2226337.75987326
"2554","2021-02-04","Merrill",2,3,"Normal","N1GC",268732.545278696
"2555","2021-02-04","Merrill",2,3,"Normal","N2GC",183836.049705126
"2556","2021-02-04","Merrill",2,3,"Normal","PMMOVGC",1978437.33029083
"2557","2021-02-04","Merrill",3,1,"Normal","N1GC",199024.57347872
"2558","2021-02-04","Merrill",3,1,"Normal","N2GC",80610.9143468112
"2559","2021-02-04","Merrill",3,1,"Normal","PMMOVGC",2692972.43692465
"2560","2021-02-04","Merrill",3,2,"Normal","N1GC",298112.66498989
"2561","2021-02-04","Merrill",3,2,"Normal","N2GC",141616.155161766
"2562","2021-02-04","Merrill",3,2,"Normal","PMMOVGC",2517357.33317057
"2563","2021-02-04","Merrill",3,3,"Normal","N1GC",348410.475664451
"2564","2021-02-04","Merrill",3,3,"Normal","N2GC",191664.398471011
"2565","2021-02-04","Merrill",3,3,"Normal","PMMOVGC",2373279.30733594
"2566","2021-02-05","Merrill",1,1,"Normal","N1GC",795269.236259731
"2567","2021-02-05","Merrill",1,1,"Normal","N2GC",673620.460796682
"2568","2021-02-05","Merrill",1,1,"Normal","PMMOVGC",3549132.66958051
"2569","2021-02-05","Merrill",1,2,"Normal","N1GC",712071.655542534
"2570","2021-02-05","Merrill",1,2,"Normal","N2GC",419881.610303955
"2571","2021-02-05","Merrill",1,2,"Normal","PMMOVGC",4426331.33165553
"2572","2021-02-05","Merrill",1,3,"Normal","N1GC",819953.08066019
"2573","2021-02-05","Merrill",1,3,"Normal","N2GC",647831.550440752
"2574","2021-02-05","Merrill",1,3,"Normal","PMMOVGC",4876350.06898983
"2575","2021-02-05","Merrill",2,1,"Normal","N1GC",1260663.62756928
"2576","2021-02-05","Merrill",2,1,"Normal","N2GC",778728.873572626
"2577","2021-02-05","Merrill",2,1,"Normal","PMMOVGC",4437295.71565356
"2578","2021-02-05","Merrill",2,2,"Normal","N1GC",1265490.4237722
"2579","2021-02-05","Merrill",2,2,"Normal","N2GC",1164068.76252481
"2580","2021-02-05","Merrill",2,2,"Normal","PMMOVGC",3643819.17800413
"2581","2021-02-05","Merrill",2,3,"Normal","N1GC",1313314.98528836
"2582","2021-02-05","Merrill",2,3,"Normal","N2GC",1244637.78914767
"2583","2021-02-05","Merrill",2,3,"Normal","PMMOVGC",3550023.51958306
"2584","2021-02-05","Merrill",3,1,"Normal","N1GC",436422.436393706
"2585","2021-02-05","Merrill",3,1,"Normal","N2GC",352512.110705008
"2586","2021-02-05","Merrill",3,1,"Normal","PMMOVGC",4508476.5493228
"2587","2021-02-05","Merrill",3,2,"Normal","N1GC",467232.384951453
"2588","2021-02-05","Merrill",3,2,"Normal","N2GC",559004.400867317
"2589","2021-02-05","Merrill",3,2,"Normal","PMMOVGC",4736576.86973921
"2590","2021-02-05","Merrill",3,3,"Normal","N1GC",401960.495438299
"2591","2021-02-05","Merrill",3,3,"Normal","N2GC",232690.803014162
"2592","2021-02-05","Merrill",3,3,"Normal","PMMOVGC",3925860.48901497
"2593","2021-02-06","Merrill",1,1,"Normal","N1GC",226359.92866601
"2594","2021-02-06","Merrill",1,1,"Normal","N2GC",298810.408557112
"2595","2021-02-06","Merrill",1,1,"Normal","PMMOVGC",3623225.86441746
"2596","2021-02-06","Merrill",1,2,"Normal","N1GC",276474.262710757
"2597","2021-02-06","Merrill",1,2,"Normal","N2GC",341702.614453227
"2598","2021-02-06","Merrill",1,2,"Normal","PMMOVGC",4402538.94567251
"2599","2021-02-06","Merrill",1,3,"Normal","N1GC",286790.688067955
"2600","2021-02-06","Merrill",1,3,"Normal","N2GC",477597.34642563
"2601","2021-02-06","Merrill",1,3,"Normal","PMMOVGC",4009536.36816666
"2602","2021-02-06","Merrill",2,1,"Normal","N1GC",537579.64019487
"2603","2021-02-06","Merrill",2,1,"Normal","N2GC",265820.881123066
"2604","2021-02-06","Merrill",2,1,"Normal","PMMOVGC",4676386.03811044
"2605","2021-02-06","Merrill",2,2,"Normal","N1GC",260746.719352896
"2606","2021-02-06","Merrill",2,2,"Normal","N2GC",237526.82252296
"2607","2021-02-06","Merrill",2,2,"Normal","PMMOVGC",4844370.57699462
"2608","2021-02-06","Merrill",2,3,"Normal","N1GC",200416.510262419
"2609","2021-02-06","Merrill",2,3,"Normal","N2GC",333768.323621053
"2610","2021-02-06","Merrill",2,3,"Normal","PMMOVGC",3816276.33603524
"2611","2021-02-06","Merrill",3,1,"Normal","N1GC",372691.687825416
"2612","2021-02-06","Merrill",3,1,"Normal","N2GC",321596.924230195
"2613","2021-02-06","Merrill",3,1,"Normal","PMMOVGC",5453059.36529776
"2614","2021-02-06","Merrill",3,2,"Normal","N1GC",392011.373546526
"2615","2021-02-06","Merrill",3,2,"Normal","N2GC",175487.637193475
"2616","2021-02-06","Merrill",3,2,"Normal","PMMOVGC",5044924.36683776
"2617","2021-02-06","Merrill",3,3,"Normal","N1GC",471873.817833419
"2618","2021-02-06","Merrill",3,3,"Normal","N2GC",211181.606755555
"2619","2021-02-06","Merrill",3,3,"Normal","PMMOVGC",5587291.43093537
"2620","2021-02-04","Oshkosh",1,1,"Normal","N1GC",443526.351013974
"2621","2021-02-04","Oshkosh",1,1,"Normal","N2GC",348328.496440696
"2622","2021-02-04","Oshkosh",1,1,"Normal","PMMOVGC",5179169.71204803
"2623","2021-02-04","Oshkosh",1,2,"Normal","N1GC",507724.224591592
"2624","2021-02-04","Oshkosh",1,2,"Normal","N2GC",266265.382873765
"2625","2021-02-04","Oshkosh",1,2,"Normal","PMMOVGC",5341079.34391524
"2626","2021-02-04","Oshkosh",1,3,"Normal","N1GC",489000.856741261
"2627","2021-02-04","Oshkosh",1,3,"Normal","N2GC",251076.373220163
"2628","2021-02-04","Oshkosh",1,3,"Normal","PMMOVGC",6346143.2460604
"2629","2021-02-04","Oshkosh",2,1,"Normal","N1GC",394487.14044705
"2630","2021-02-04","Oshkosh",2,1,"Normal","N2GC",285212.740143682
"2631","2021-02-04","Oshkosh",2,1,"Normal","PMMOVGC",3161459.35224313
"2632","2021-02-04","Oshkosh",2,2,"Normal","N1GC",295932.951373835
"2633","2021-02-04","Oshkosh",2,2,"Normal","N2GC",193257.662862227
"2634","2021-02-04","Oshkosh",2,2,"Normal","PMMOVGC",3050240.45604716
"2635","2021-02-04","Oshkosh",2,3,"Normal","N1GC",203573.291470486
"2636","2021-02-04","Oshkosh",2,3,"Normal","N2GC",128034.018381033
"2637","2021-02-04","Oshkosh",2,3,"Normal","PMMOVGC",3529438.96231185
"2638","2021-02-04","Oshkosh",3,1,"Normal","N1GC",402112.179320187
"2639","2021-02-04","Oshkosh",3,1,"Normal","N2GC",355134.897273638
"2640","2021-02-04","Oshkosh",3,1,"Normal","PMMOVGC",38648964.1918438
"2641","2021-02-04","Oshkosh",3,2,"Normal","N1GC",322457.471035422
"2642","2021-02-04","Oshkosh",3,2,"Normal","N2GC",321166.94701921
"2643","2021-02-04","Oshkosh",3,2,"Normal","PMMOVGC",45877260.9345635
"2644","2021-02-04","Oshkosh",3,3,"Normal","N1GC",672145.735482845
"2645","2021-02-04","Oshkosh",3,3,"Normal","N2GC",543511.279713214
"2646","2021-02-04","Oshkosh",3,3,"Normal","PMMOVGC",43314272.0232891
"2647","2021-02-05","Oshkosh",1,1,"Normal","N1GC",246665.427239542
"2648","2021-02-05","Oshkosh",1,1,"Normal","N2GC",203378.267006808
"2649","2021-02-05","Oshkosh",1,1,"Normal","PMMOVGC",6749750.78366798
"2650","2021-02-05","Oshkosh",1,2,"Normal","N1GC",349400.26106108
"2651","2021-02-05","Oshkosh",1,2,"Normal","N2GC",295554.472703688
"2652","2021-02-05","Oshkosh",1,2,"Normal","PMMOVGC",5959993.84662137
"2653","2021-02-05","Oshkosh",1,3,"Normal","N1GC",233784.339091606
"2654","2021-02-05","Oshkosh",1,3,"Normal","N2GC",254019.409864538
"2655","2021-02-05","Oshkosh",1,3,"Normal","PMMOVGC",6763752.48526759
"2656","2021-02-05","Oshkosh",2,1,"Normal","N1GC",263432.908416965
"2657","2021-02-05","Oshkosh",2,1,"Normal","N2GC",234418.653308136
"2658","2021-02-05","Oshkosh",2,1,"Normal","PMMOVGC",3280302.13397144
"2659","2021-02-05","Oshkosh",2,2,"Normal","N1GC",256799.255893237
"2660","2021-02-05","Oshkosh",2,2,"Normal","N2GC",324316.447368398
"2661","2021-02-05","Oshkosh",2,2,"Normal","PMMOVGC",3008207.17131022
"2662","2021-02-05","Oshkosh",2,3,"Normal","N1GC",259107.828113034
"2663","2021-02-05","Oshkosh",2,3,"Normal","N2GC",227213.359331672
"2664","2021-02-05","Oshkosh",2,3,"Normal","PMMOVGC",3214216.3459705
